,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806165-velas-de-ignico-toyota-camry-22-16v-136-140cv-gaso-1991-_JM#position=31&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806166-velas-ignico-vw-passat-variant-18-20v-125cv-gasolina-2000-_JM#position=32&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806167-velas-ignico-renault-megane-g2-20-16v-110-115cv-flex-2006-_JM#position=33&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806168-velas-ignico-renault-logan-16-16v-107-112cv-flex-2007-_JM#position=34&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806170-velas-ignico-renault-safrane-20-12v-132-135cv-gaso-1995-_JM#position=35&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806171-velas-ignico-renault-megane-g1-20-16v-140cv-gaso-2002-_JM#position=36&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806173-velas-ignico-vw-passat-variant-20-8v-115cv-gasolina-2003-_JM#position=37&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
7,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806174-velas-de-ignico-vw-golf-g4-20-8v-116cv-gasolina-2007-2008-_JM#position=38&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
8,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806175-velas-ignico-vw-passat-variant-20-8v-115cv-gasolina-2005-_JM#position=39&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
9,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806176-velas-de-ignico-vw-passat-28-12v-190cv-gasolina-2004-_JM#position=40&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
