,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806075-velas-ignico-renault-clio-g2-16-16v-90cv-gasolina-2000-_JM#position=22&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806077-velas-ignico-peugeot-306-18-16v-117cv-gasolina-1999-_JM#position=23&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806080-velas-ignico-renault-megane-g2-20-16v-110-115cv-flex-2008-_JM#position=24&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806081-velas-ignico-peugeot-405-18-8v-100cv-gasolina-1996-_JM#position=25&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806082-velas-ignico-renault-safrane-20-12v-132-135cv-gaso-1993-_JM#position=26&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806083-velas-ignico-peugeot-306-20-16v-121-123cv-gasolina-1995-_JM#position=27&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806084-velas-ignico-renault-scenic-g1-16-16v-110cv-gaso-2001-_JM#position=28&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
7,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806086-velas-ignico-renault-twingo-g1-10-8v-59cv-gasolina-2008-_JM#position=29&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
8,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806087-velas-ignico-suzuki-jimny-13-16v-82-86cv-gasolina-2005-_JM#position=30&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
9,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806089-velas-ignico-peugeot-405-18-8v-100cv-gasolina-2000-_JM#position=31&search_layout=stack&type=item&tracking_id=4464d1e6-41f9-4ec0-8e31-dc607af7a181
