,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807220-velas-ignico-renault-kangoo-g2-16-16v-110cv-gasol-2009-_JM#position=35&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807222-velas-ignico-mitsubishi-pajero-38-12v-215-277cv-gaso-2003-_JM#position=36&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807223-velas-ignico-vw-passat-variant-20-8v-115cv-gasolina-2001-_JM#position=37&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807224-velas-ignico-toyota-rav4-20-16v-131cv-gasolina-1995-_JM#position=38&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807225-velas-ignico-suzuki-baleno-16-16v-98-101cv-gasolina-2000-_JM#position=39&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807227-velas-de-ignico-vw-passat-20-8v-115cv-gasolina-2002-_JM#position=40&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807228-velas-ignico-suzuki-jimny-13-16v-82-86cv-gasolina-2009-_JM#position=41&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
7,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807233-velas-ignico-peugeot-806-20-8v-147-150cv-gasolina-2002-_JM#position=42&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
8,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807234-velas-de-ignico-vw-passat-20-8v-115cv-gasolina-2003-_JM#position=43&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
9,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897807235-velas-de-ignico-vw-bora-20-8v-115cv-gasolina-2011-_JM#position=44&search_layout=stack&type=item&tracking_id=d5faf3f6-2332-4a51-80ba-f6f94ff4c9af
