,preco,cidade,status
13487,501,Rio Grande do Norte,FAZER
13488,502,Rio Grande do Norte,FAZER
13489,503,Rio Grande do Norte,FAZER
13490,504,Rio Grande do Norte,FAZER
13491,505,Rio Grande do Norte,FAZER
13492,506,Rio Grande do Norte,FAZER
13493,507,Rio Grande do Norte,FAZER
13494,508,Rio Grande do Norte,FAZER
13495,509,Rio Grande do Norte,FAZER
13496,510,Rio Grande do Norte,FAZER
13497,511,Rio Grande do Norte,FAZER
13498,512,Rio Grande do Norte,FAZER
13499,513,Rio Grande do Norte,FAZER
13500,514,Rio Grande do Norte,FAZER
13501,515,Rio Grande do Norte,FAZER
13502,516,Rio Grande do Norte,FAZER
13503,517,Rio Grande do Norte,FAZER
13504,518,Rio Grande do Norte,FAZER
13505,519,Rio Grande do Norte,FAZER
13506,520,Rio Grande do Norte,FAZER
13507,521,Rio Grande do Norte,FAZER
13508,522,Rio Grande do Norte,FAZER
13509,523,Rio Grande do Norte,FAZER
13510,524,Rio Grande do Norte,FAZER
13511,525,Rio Grande do Norte,FAZER
13512,526,Rio Grande do Norte,FAZER
13513,527,Rio Grande do Norte,FAZER
13514,528,Rio Grande do Norte,FAZER
13515,529,Rio Grande do Norte,FAZER
13516,530,Rio Grande do Norte,FAZER
13517,531,Rio Grande do Norte,FAZER
13518,532,Rio Grande do Norte,FAZER
13519,533,Rio Grande do Norte,FAZER
13520,534,Rio Grande do Norte,FAZER
13521,535,Rio Grande do Norte,FAZER
13522,536,Rio Grande do Norte,FAZER
13523,537,Rio Grande do Norte,FAZER
13524,538,Rio Grande do Norte,FAZER
13525,539,Rio Grande do Norte,FAZER
13526,540,Rio Grande do Norte,FAZER
13527,541,Rio Grande do Norte,FAZER
13528,542,Rio Grande do Norte,FAZER
13529,543,Rio Grande do Norte,FAZER
13530,544,Rio Grande do Norte,FAZER
13531,545,Rio Grande do Norte,FAZER
13532,546,Rio Grande do Norte,FAZER
13533,547,Rio Grande do Norte,FAZER
13534,548,Rio Grande do Norte,FAZER
13535,549,Rio Grande do Norte,FAZER
13536,550,Rio Grande do Norte,FAZER
13537,551,Rio Grande do Norte,FAZER
13538,552,Rio Grande do Norte,FAZER
13539,553,Rio Grande do Norte,FAZER
13540,554,Rio Grande do Norte,FAZER
13541,555,Rio Grande do Norte,FAZER
13542,556,Rio Grande do Norte,FAZER
13543,557,Rio Grande do Norte,FAZER
13544,558,Rio Grande do Norte,FAZER
13545,559,Rio Grande do Norte,FAZER
13546,560,Rio Grande do Norte,FAZER
13547,561,Rio Grande do Norte,FAZER
13548,562,Rio Grande do Norte,FAZER
13549,563,Rio Grande do Norte,FAZER
13550,564,Rio Grande do Norte,FAZER
13551,565,Rio Grande do Norte,FAZER
13552,566,Rio Grande do Norte,FAZER
13553,567,Rio Grande do Norte,FAZER
13554,568,Rio Grande do Norte,FAZER
13555,569,Rio Grande do Norte,FAZER
13556,570,Rio Grande do Norte,FAZER
13557,571,Rio Grande do Norte,FAZER
13558,572,Rio Grande do Norte,FAZER
13559,573,Rio Grande do Norte,FAZER
13560,574,Rio Grande do Norte,FAZER
13561,575,Rio Grande do Norte,FAZER
13562,576,Rio Grande do Norte,FAZER
13563,577,Rio Grande do Norte,FAZER
13564,578,Rio Grande do Norte,FAZER
13565,579,Rio Grande do Norte,FAZER
13566,580,Rio Grande do Norte,FAZER
13567,581,Rio Grande do Norte,FAZER
13568,582,Rio Grande do Norte,FAZER
13569,583,Rio Grande do Norte,FAZER
13570,584,Rio Grande do Norte,FAZER
13571,585,Rio Grande do Norte,FAZER
13572,586,Rio Grande do Norte,FAZER
13573,587,Rio Grande do Norte,FAZER
13574,588,Rio Grande do Norte,FAZER
13575,589,Rio Grande do Norte,FAZER
13576,590,Rio Grande do Norte,FAZER
13577,591,Rio Grande do Norte,FAZER
13578,592,Rio Grande do Norte,FAZER
13579,593,Rio Grande do Norte,FAZER
13580,594,Rio Grande do Norte,FAZER
13581,595,Rio Grande do Norte,FAZER
13582,596,Rio Grande do Norte,FAZER
13583,597,Rio Grande do Norte,FAZER
13584,598,Rio Grande do Norte,FAZER
13585,599,Rio Grande do Norte,FAZER
13586,600,Rio Grande do Norte,FAZER
13587,601,Rio Grande do Norte,FAZER
13588,602,Rio Grande do Norte,FAZER
13589,603,Rio Grande do Norte,FAZER
13590,604,Rio Grande do Norte,FAZER
13591,605,Rio Grande do Norte,FAZER
13592,606,Rio Grande do Norte,FAZER
13593,607,Rio Grande do Norte,FAZER
13594,608,Rio Grande do Norte,FAZER
13595,609,Rio Grande do Norte,FAZER
13596,610,Rio Grande do Norte,FAZER
13597,611,Rio Grande do Norte,FAZER
13598,612,Rio Grande do Norte,FAZER
13599,613,Rio Grande do Norte,FAZER
13600,614,Rio Grande do Norte,FAZER
13601,615,Rio Grande do Norte,FAZER
13602,616,Rio Grande do Norte,FAZER
13603,617,Rio Grande do Norte,FAZER
13604,618,Rio Grande do Norte,FAZER
13605,619,Rio Grande do Norte,FAZER
13606,620,Rio Grande do Norte,FAZER
13607,621,Rio Grande do Norte,FAZER
13608,622,Rio Grande do Norte,FAZER
13609,623,Rio Grande do Norte,FAZER
13610,624,Rio Grande do Norte,FAZER
13611,625,Rio Grande do Norte,FAZER
13612,626,Rio Grande do Norte,FAZER
13613,627,Rio Grande do Norte,FAZER
13614,628,Rio Grande do Norte,FAZER
13615,629,Rio Grande do Norte,FAZER
13616,630,Rio Grande do Norte,FAZER
13617,631,Rio Grande do Norte,FAZER
13618,632,Rio Grande do Norte,FAZER
13619,633,Rio Grande do Norte,FAZER
13620,634,Rio Grande do Norte,FAZER
13621,635,Rio Grande do Norte,FAZER
13622,636,Rio Grande do Norte,FAZER
13623,637,Rio Grande do Norte,FAZER
13624,638,Rio Grande do Norte,FAZER
13625,639,Rio Grande do Norte,FAZER
13626,640,Rio Grande do Norte,FAZER
13627,641,Rio Grande do Norte,FAZER
13628,642,Rio Grande do Norte,FAZER
13629,643,Rio Grande do Norte,FAZER
13630,644,Rio Grande do Norte,FAZER
13631,645,Rio Grande do Norte,FAZER
13632,646,Rio Grande do Norte,FAZER
13633,647,Rio Grande do Norte,FAZER
13634,648,Rio Grande do Norte,FAZER
13635,649,Rio Grande do Norte,FAZER
13636,650,Rio Grande do Norte,FAZER
13637,651,Rio Grande do Norte,FAZER
13638,652,Rio Grande do Norte,FAZER
13639,653,Rio Grande do Norte,FAZER
13640,654,Rio Grande do Norte,FAZER
13641,655,Rio Grande do Norte,FAZER
13642,656,Rio Grande do Norte,FAZER
13643,657,Rio Grande do Norte,FAZER
13644,658,Rio Grande do Norte,FAZER
13645,659,Rio Grande do Norte,FAZER
13646,660,Rio Grande do Norte,FAZER
13647,661,Rio Grande do Norte,FAZER
13648,662,Rio Grande do Norte,FAZER
13649,663,Rio Grande do Norte,FAZER
13650,664,Rio Grande do Norte,FAZER
13651,665,Rio Grande do Norte,FAZER
13652,666,Rio Grande do Norte,FAZER
13653,667,Rio Grande do Norte,FAZER
13654,668,Rio Grande do Norte,FAZER
13655,669,Rio Grande do Norte,FAZER
13656,670,Rio Grande do Norte,FAZER
13657,671,Rio Grande do Norte,FAZER
13658,672,Rio Grande do Norte,FAZER
13659,673,Rio Grande do Norte,FAZER
13660,674,Rio Grande do Norte,FAZER
13661,675,Rio Grande do Norte,FAZER
13662,676,Rio Grande do Norte,FAZER
13663,677,Rio Grande do Norte,FAZER
13664,678,Rio Grande do Norte,FAZER
13665,679,Rio Grande do Norte,FAZER
13666,680,Rio Grande do Norte,FAZER
13667,681,Rio Grande do Norte,FAZER
13668,682,Rio Grande do Norte,FAZER
13669,683,Rio Grande do Norte,FAZER
13670,684,Rio Grande do Norte,FAZER
13671,685,Rio Grande do Norte,FAZER
13672,686,Rio Grande do Norte,FAZER
13673,687,Rio Grande do Norte,FAZER
13674,688,Rio Grande do Norte,FAZER
13675,689,Rio Grande do Norte,FAZER
13676,690,Rio Grande do Norte,FAZER
13677,691,Rio Grande do Norte,FAZER
13678,692,Rio Grande do Norte,FAZER
13679,693,Rio Grande do Norte,FAZER
13680,694,Rio Grande do Norte,FAZER
13681,695,Rio Grande do Norte,FAZER
13682,696,Rio Grande do Norte,FAZER
13683,697,Rio Grande do Norte,FAZER
13684,698,Rio Grande do Norte,FAZER
13685,699,Rio Grande do Norte,FAZER
13686,700,Rio Grande do Norte,FAZER
13687,701,Rio Grande do Norte,FAZER
13688,702,Rio Grande do Norte,FAZER
13689,703,Rio Grande do Norte,FAZER
