,preco,cidade,status
4497,502,Goiás,FAZER
4498,503,Goiás,FAZER
4499,504,Goiás,FAZER
4500,505,Goiás,FAZER
4501,506,Goiás,FAZER
4502,507,Goiás,FAZER
4503,508,Goiás,FAZER
4504,509,Goiás,FAZER
4505,510,Goiás,FAZER
4506,511,Goiás,FAZER
4507,512,Goiás,FAZER
4508,513,Goiás,FAZER
4509,514,Goiás,FAZER
4510,515,Goiás,FAZER
4511,516,Goiás,FAZER
4512,517,Goiás,FAZER
4513,518,Goiás,FAZER
4514,519,Goiás,FAZER
4515,520,Goiás,FAZER
4516,521,Goiás,FAZER
4517,522,Goiás,FAZER
4518,523,Goiás,FAZER
4519,524,Goiás,FAZER
4520,525,Goiás,FAZER
4521,526,Goiás,FAZER
4522,527,Goiás,FAZER
4523,528,Goiás,FAZER
4524,529,Goiás,FAZER
4525,530,Goiás,FAZER
4526,531,Goiás,FAZER
4527,532,Goiás,FAZER
4528,533,Goiás,FAZER
4529,534,Goiás,FAZER
4530,535,Goiás,FAZER
4531,536,Goiás,FAZER
4532,537,Goiás,FAZER
4533,538,Goiás,FAZER
4534,539,Goiás,FAZER
4535,540,Goiás,FAZER
4536,541,Goiás,FAZER
4537,542,Goiás,FAZER
4538,543,Goiás,FAZER
4539,544,Goiás,FAZER
4540,545,Goiás,FAZER
4541,546,Goiás,FAZER
4542,547,Goiás,FAZER
4543,548,Goiás,FAZER
4544,549,Goiás,FAZER
4545,550,Goiás,FAZER
4546,551,Goiás,FAZER
4547,552,Goiás,FAZER
4548,553,Goiás,FAZER
4549,554,Goiás,FAZER
4550,555,Goiás,FAZER
4551,556,Goiás,FAZER
4552,557,Goiás,FAZER
4553,558,Goiás,FAZER
4554,559,Goiás,FAZER
4555,560,Goiás,FAZER
4556,561,Goiás,FAZER
4557,562,Goiás,FAZER
4558,563,Goiás,FAZER
4559,564,Goiás,FAZER
4560,565,Goiás,FAZER
4561,566,Goiás,FAZER
4562,567,Goiás,FAZER
4563,568,Goiás,FAZER
4564,569,Goiás,FAZER
4565,570,Goiás,FAZER
4566,571,Goiás,FAZER
4567,572,Goiás,FAZER
4568,573,Goiás,FAZER
4569,574,Goiás,FAZER
4570,575,Goiás,FAZER
4571,576,Goiás,FAZER
4572,577,Goiás,FAZER
4573,578,Goiás,FAZER
4574,579,Goiás,FAZER
4575,580,Goiás,FAZER
4576,581,Goiás,FAZER
4577,582,Goiás,FAZER
4578,583,Goiás,FAZER
4579,584,Goiás,FAZER
4580,585,Goiás,FAZER
4581,586,Goiás,FAZER
4582,587,Goiás,FAZER
4583,588,Goiás,FAZER
4584,589,Goiás,FAZER
4585,590,Goiás,FAZER
4586,591,Goiás,FAZER
4587,592,Goiás,FAZER
4588,593,Goiás,FAZER
4589,594,Goiás,FAZER
4590,595,Goiás,FAZER
4591,596,Goiás,FAZER
4592,597,Goiás,FAZER
4593,598,Goiás,FAZER
4594,599,Goiás,FAZER
4595,600,Goiás,FAZER
4596,601,Goiás,FAZER
4597,602,Goiás,FAZER
4598,603,Goiás,FAZER
4599,604,Goiás,FAZER
4600,605,Goiás,FAZER
4601,606,Goiás,FAZER
4602,607,Goiás,FAZER
4603,608,Goiás,FAZER
4604,609,Goiás,FAZER
4605,610,Goiás,FAZER
4606,611,Goiás,FAZER
4607,612,Goiás,FAZER
4608,613,Goiás,FAZER
4609,614,Goiás,FAZER
4610,615,Goiás,FAZER
4611,616,Goiás,FAZER
4612,617,Goiás,FAZER
4613,618,Goiás,FAZER
4614,619,Goiás,FAZER
4615,620,Goiás,FAZER
4616,621,Goiás,FAZER
4617,622,Goiás,FAZER
4618,623,Goiás,FAZER
4619,624,Goiás,FAZER
4620,625,Goiás,FAZER
4621,626,Goiás,FAZER
4622,627,Goiás,FAZER
4623,628,Goiás,FAZER
4624,629,Goiás,FAZER
4625,630,Goiás,FAZER
4626,631,Goiás,FAZER
4627,632,Goiás,FAZER
4628,633,Goiás,FAZER
4629,634,Goiás,FAZER
4630,635,Goiás,FAZER
4631,636,Goiás,FAZER
4632,637,Goiás,FAZER
4633,638,Goiás,FAZER
4634,639,Goiás,FAZER
4635,640,Goiás,FAZER
4636,641,Goiás,FAZER
4637,642,Goiás,FAZER
4638,643,Goiás,FAZER
4639,644,Goiás,FAZER
4640,645,Goiás,FAZER
4641,646,Goiás,FAZER
4642,647,Goiás,FAZER
4643,648,Goiás,FAZER
4644,649,Goiás,FAZER
4645,650,Goiás,FAZER
4646,651,Goiás,FAZER
4647,652,Goiás,FAZER
4648,653,Goiás,FAZER
4649,654,Goiás,FAZER
4650,655,Goiás,FAZER
4651,656,Goiás,FAZER
4652,657,Goiás,FAZER
