,preco,cidade,status
3598,602,Espírito Santo,FAZER
3599,603,Espírito Santo,FAZER
3600,604,Espírito Santo,FAZER
3601,605,Espírito Santo,FAZER
3602,606,Espírito Santo,FAZER
3603,607,Espírito Santo,FAZER
3604,608,Espírito Santo,FAZER
3605,609,Espírito Santo,FAZER
3606,610,Espírito Santo,FAZER
3607,611,Espírito Santo,FAZER
3608,612,Espírito Santo,FAZER
3609,613,Espírito Santo,FAZER
3610,614,Espírito Santo,FAZER
3611,615,Espírito Santo,FAZER
3612,616,Espírito Santo,FAZER
3613,617,Espírito Santo,FAZER
3614,618,Espírito Santo,FAZER
3615,619,Espírito Santo,FAZER
3616,620,Espírito Santo,FAZER
3617,621,Espírito Santo,FAZER
3618,622,Espírito Santo,FAZER
3619,623,Espírito Santo,FAZER
3620,624,Espírito Santo,FAZER
3621,625,Espírito Santo,FAZER
3622,626,Espírito Santo,FAZER
3623,627,Espírito Santo,FAZER
3624,628,Espírito Santo,FAZER
3625,629,Espírito Santo,FAZER
3626,630,Espírito Santo,FAZER
3627,631,Espírito Santo,FAZER
3628,632,Espírito Santo,FAZER
3629,633,Espírito Santo,FAZER
3630,634,Espírito Santo,FAZER
3631,635,Espírito Santo,FAZER
3632,636,Espírito Santo,FAZER
3633,637,Espírito Santo,FAZER
3634,638,Espírito Santo,FAZER
3635,639,Espírito Santo,FAZER
3636,640,Espírito Santo,FAZER
3637,641,Espírito Santo,FAZER
3638,642,Espírito Santo,FAZER
3639,643,Espírito Santo,FAZER
3640,644,Espírito Santo,FAZER
3641,645,Espírito Santo,FAZER
3642,646,Espírito Santo,FAZER
3643,647,Espírito Santo,FAZER
3644,648,Espírito Santo,FAZER
3645,649,Espírito Santo,FAZER
3646,650,Espírito Santo,FAZER
3647,651,Espírito Santo,FAZER
3648,652,Espírito Santo,FAZER
3649,653,Espírito Santo,FAZER
3650,654,Espírito Santo,FAZER
3651,655,Espírito Santo,FAZER
3652,656,Espírito Santo,FAZER
3653,657,Espírito Santo,FAZER
3654,658,Espírito Santo,FAZER
3655,659,Espírito Santo,FAZER
3656,660,Espírito Santo,FAZER
3657,661,Espírito Santo,FAZER
3658,662,Espírito Santo,FAZER
3659,663,Espírito Santo,FAZER
3660,664,Espírito Santo,FAZER
3661,665,Espírito Santo,FAZER
3662,666,Espírito Santo,FAZER
3663,667,Espírito Santo,FAZER
3664,668,Espírito Santo,FAZER
3665,669,Espírito Santo,FAZER
3666,670,Espírito Santo,FAZER
3667,671,Espírito Santo,FAZER
3668,672,Espírito Santo,FAZER
3669,673,Espírito Santo,FAZER
3670,674,Espírito Santo,FAZER
3671,675,Espírito Santo,FAZER
3672,676,Espírito Santo,FAZER
3673,677,Espírito Santo,FAZER
3674,678,Espírito Santo,FAZER
3675,679,Espírito Santo,FAZER
3676,680,Espírito Santo,FAZER
3677,681,Espírito Santo,FAZER
3678,682,Espírito Santo,FAZER
3679,683,Espírito Santo,FAZER
3680,684,Espírito Santo,FAZER
3681,685,Espírito Santo,FAZER
3682,686,Espírito Santo,FAZER
3683,687,Espírito Santo,FAZER
3684,688,Espírito Santo,FAZER
3685,689,Espírito Santo,FAZER
3686,690,Espírito Santo,FAZER
3687,691,Espírito Santo,FAZER
3688,692,Espírito Santo,FAZER
3689,693,Espírito Santo,FAZER
3690,694,Espírito Santo,FAZER
3691,695,Espírito Santo,FAZER
3692,696,Espírito Santo,FAZER
3693,697,Espírito Santo,FAZER
3694,698,Espírito Santo,FAZER
3695,699,Espírito Santo,FAZER
3696,700,Espírito Santo,FAZER
3697,701,Espírito Santo,FAZER
3698,702,Espírito Santo,FAZER
3699,703,Espírito Santo,FAZER
3700,704,Espírito Santo,FAZER
3701,705,Espírito Santo,FAZER
3702,706,Espírito Santo,FAZER
3703,707,Espírito Santo,FAZER
3704,708,Espírito Santo,FAZER
3705,709,Espírito Santo,FAZER
3706,710,Espírito Santo,FAZER
3707,711,Espírito Santo,FAZER
3708,712,Espírito Santo,FAZER
3709,713,Espírito Santo,FAZER
3710,714,Espírito Santo,FAZER
3711,715,Espírito Santo,FAZER
3712,716,Espírito Santo,FAZER
3713,717,Espírito Santo,FAZER
3714,718,Espírito Santo,FAZER
3715,719,Espírito Santo,FAZER
3716,720,Espírito Santo,FAZER
3717,721,Espírito Santo,FAZER
3718,722,Espírito Santo,FAZER
3719,723,Espírito Santo,FAZER
3720,724,Espírito Santo,FAZER
3721,725,Espírito Santo,FAZER
3722,726,Espírito Santo,FAZER
3723,727,Espírito Santo,FAZER
3724,728,Espírito Santo,FAZER
3725,729,Espírito Santo,FAZER
3726,730,Espírito Santo,FAZER
3727,731,Espírito Santo,FAZER
3728,732,Espírito Santo,FAZER
3729,733,Espírito Santo,FAZER
3730,734,Espírito Santo,FAZER
3731,735,Espírito Santo,FAZER
3732,736,Espírito Santo,FAZER
3733,737,Espírito Santo,FAZER
3734,738,Espírito Santo,FAZER
3735,739,Espírito Santo,FAZER
3736,740,Espírito Santo,FAZER
3737,741,Espírito Santo,FAZER
3738,742,Espírito Santo,FAZER
3739,743,Espírito Santo,FAZER
3740,744,Espírito Santo,FAZER
3741,745,Espírito Santo,FAZER
3742,746,Espírito Santo,FAZER
3743,747,Espírito Santo,FAZER
3744,748,Espírito Santo,FAZER
3745,749,Espírito Santo,FAZER
3746,750,Espírito Santo,FAZER
3747,751,Espírito Santo,FAZER
3748,752,Espírito Santo,FAZER
3749,753,Espírito Santo,FAZER
3750,754,Espírito Santo,FAZER
3751,755,Espírito Santo,FAZER
3752,756,Espírito Santo,FAZER
3753,757,Espírito Santo,FAZER
3754,758,Espírito Santo,FAZER
3755,759,Espírito Santo,FAZER
3756,760,Espírito Santo,FAZER
3757,761,Espírito Santo,FAZER
3758,762,Espírito Santo,FAZER
3759,763,Espírito Santo,FAZER
3760,764,Espírito Santo,FAZER
3761,765,Espírito Santo,FAZER
3762,766,Espírito Santo,FAZER
3763,767,Espírito Santo,FAZER
3764,768,Espírito Santo,FAZER
3765,769,Espírito Santo,FAZER
3766,770,Espírito Santo,FAZER
3767,771,Espírito Santo,FAZER
3768,772,Espírito Santo,FAZER
3769,773,Espírito Santo,FAZER
3770,774,Espírito Santo,FAZER
3771,775,Espírito Santo,FAZER
3772,776,Espírito Santo,FAZER
3773,777,Espírito Santo,FAZER
3774,778,Espírito Santo,FAZER
3775,779,Espírito Santo,FAZER
3776,780,Espírito Santo,FAZER
3777,781,Espírito Santo,FAZER
3778,782,Espírito Santo,FAZER
3779,783,Espírito Santo,FAZER
3780,784,Espírito Santo,FAZER
3781,785,Espírito Santo,FAZER
3782,786,Espírito Santo,FAZER
3783,787,Espírito Santo,FAZER
3784,788,Espírito Santo,FAZER
3785,789,Espírito Santo,FAZER
3786,790,Espírito Santo,FAZER
3787,791,Espírito Santo,FAZER
3788,792,Espírito Santo,FAZER
3789,793,Espírito Santo,FAZER
3790,794,Espírito Santo,FAZER
3791,795,Espírito Santo,FAZER
3792,796,Espírito Santo,FAZER
3793,797,Espírito Santo,FAZER
3794,798,Espírito Santo,FAZER
3795,799,Espírito Santo,FAZER
3796,800,Espírito Santo,FAZER
3797,801,Espírito Santo,FAZER
3798,802,Espírito Santo,FAZER
3799,803,Espírito Santo,FAZER
3800,804,Espírito Santo,FAZER
3801,805,Espírito Santo,FAZER
3802,806,Espírito Santo,FAZER
3803,807,Espírito Santo,FAZER
3804,808,Espírito Santo,FAZER
3805,809,Espírito Santo,FAZER
3806,810,Espírito Santo,FAZER
3807,811,Espírito Santo,FAZER
3808,812,Espírito Santo,FAZER
3809,813,Espírito Santo,FAZER
3810,814,Espírito Santo,FAZER
3811,815,Espírito Santo,FAZER
3812,816,Espírito Santo,FAZER
3813,817,Espírito Santo,FAZER
3814,818,Espírito Santo,FAZER
3815,819,Espírito Santo,FAZER
3816,820,Espírito Santo,FAZER
3817,821,Espírito Santo,FAZER
3818,822,Espírito Santo,FAZER
3819,823,Espírito Santo,FAZER
3820,824,Espírito Santo,FAZER
3821,825,Espírito Santo,FAZER
3822,826,Espírito Santo,FAZER
3823,827,Espírito Santo,FAZER
3824,828,Espírito Santo,FAZER
3825,829,Espírito Santo,FAZER
3826,830,Espírito Santo,FAZER
3827,831,Espírito Santo,FAZER
3828,832,Espírito Santo,FAZER
3829,833,Espírito Santo,FAZER
3830,834,Espírito Santo,FAZER
3831,835,Espírito Santo,FAZER
3832,836,Espírito Santo,FAZER
3833,837,Espírito Santo,FAZER
3834,838,Espírito Santo,FAZER
3835,839,Espírito Santo,FAZER
3836,840,Espírito Santo,FAZER
3837,841,Espírito Santo,FAZER
3838,842,Espírito Santo,FAZER
3839,843,Espírito Santo,FAZER
3840,844,Espírito Santo,FAZER
3841,845,Espírito Santo,FAZER
3842,846,Espírito Santo,FAZER
3843,847,Espírito Santo,FAZER
3844,848,Espírito Santo,FAZER
3845,849,Espírito Santo,FAZER
3846,850,Espírito Santo,FAZER
3847,851,Espírito Santo,FAZER
3848,852,Espírito Santo,FAZER
3849,853,Espírito Santo,FAZER
3850,854,Espírito Santo,FAZER
3851,855,Espírito Santo,FAZER
3852,856,Espírito Santo,FAZER
3853,857,Espírito Santo,FAZER
3854,858,Espírito Santo,FAZER
3855,859,Espírito Santo,FAZER
3856,860,Espírito Santo,FAZER
3857,861,Espírito Santo,FAZER
3858,862,Espírito Santo,FAZER
3859,863,Espírito Santo,FAZER
3860,864,Espírito Santo,FAZER
3861,865,Espírito Santo,FAZER
3862,866,Espírito Santo,FAZER
3863,867,Espírito Santo,FAZER
3864,868,Espírito Santo,FAZER
3865,869,Espírito Santo,FAZER
3866,870,Espírito Santo,FAZER
3867,871,Espírito Santo,FAZER
3868,872,Espírito Santo,FAZER
3869,873,Espírito Santo,FAZER
3870,874,Espírito Santo,FAZER
3871,875,Espírito Santo,FAZER
3872,876,Espírito Santo,FAZER
3873,877,Espírito Santo,FAZER
3874,878,Espírito Santo,FAZER
3875,879,Espírito Santo,FAZER
3876,880,Espírito Santo,FAZER
3877,881,Espírito Santo,FAZER
3878,882,Espírito Santo,FAZER
3879,883,Espírito Santo,FAZER
3880,884,Espírito Santo,FAZER
3881,885,Espírito Santo,FAZER
3882,886,Espírito Santo,FAZER
3883,887,Espírito Santo,FAZER
3884,888,Espírito Santo,FAZER
3885,889,Espírito Santo,FAZER
3886,890,Espírito Santo,FAZER
3887,891,Espírito Santo,FAZER
3888,892,Espírito Santo,FAZER
3889,893,Espírito Santo,FAZER
3890,894,Espírito Santo,FAZER
3891,895,Espírito Santo,FAZER
3892,896,Espírito Santo,FAZER
3893,897,Espírito Santo,FAZER
3894,898,Espírito Santo,FAZER
3895,899,Espírito Santo,FAZER
3896,900,Espírito Santo,FAZER
3897,901,Espírito Santo,FAZER
3898,902,Espírito Santo,FAZER
3899,903,Espírito Santo,FAZER
3900,904,Espírito Santo,FAZER
3901,905,Espírito Santo,FAZER
3902,906,Espírito Santo,FAZER
3903,907,Espírito Santo,FAZER
3904,908,Espírito Santo,FAZER
3905,909,Espírito Santo,FAZER
3906,910,Espírito Santo,FAZER
3907,911,Espírito Santo,FAZER
3908,912,Espírito Santo,FAZER
3909,913,Espírito Santo,FAZER
3910,914,Espírito Santo,FAZER
3911,915,Espírito Santo,FAZER
3912,916,Espírito Santo,FAZER
3913,917,Espírito Santo,FAZER
3914,918,Espírito Santo,FAZER
3915,919,Espírito Santo,FAZER
3916,920,Espírito Santo,FAZER
3917,921,Espírito Santo,FAZER
3918,922,Espírito Santo,FAZER
3919,923,Espírito Santo,FAZER
3920,924,Espírito Santo,FAZER
3921,925,Espírito Santo,FAZER
3922,926,Espírito Santo,FAZER
3923,927,Espírito Santo,FAZER
3924,928,Espírito Santo,FAZER
3925,929,Espírito Santo,FAZER
3926,930,Espírito Santo,FAZER
3927,931,Espírito Santo,FAZER
3928,932,Espírito Santo,FAZER
3929,933,Espírito Santo,FAZER
3930,934,Espírito Santo,FAZER
3931,935,Espírito Santo,FAZER
3932,936,Espírito Santo,FAZER
3933,937,Espírito Santo,FAZER
3934,938,Espírito Santo,FAZER
3935,939,Espírito Santo,FAZER
3936,940,Espírito Santo,FAZER
