,preco,cidade,status
11689,701,Piauí,FAZER
11690,702,Piauí,FAZER
11691,703,Piauí,FAZER
11692,704,Piauí,FAZER
11693,705,Piauí,FAZER
11694,706,Piauí,FAZER
11695,707,Piauí,FAZER
11696,708,Piauí,FAZER
11697,709,Piauí,FAZER
11698,710,Piauí,FAZER
11699,711,Piauí,FAZER
11700,712,Piauí,FAZER
11701,713,Piauí,FAZER
11702,714,Piauí,FAZER
11703,715,Piauí,FAZER
11704,716,Piauí,FAZER
11705,717,Piauí,FAZER
11706,718,Piauí,FAZER
11707,719,Piauí,FAZER
11708,720,Piauí,FAZER
11709,721,Piauí,FAZER
11710,722,Piauí,FAZER
11711,723,Piauí,FAZER
11712,724,Piauí,FAZER
11713,725,Piauí,FAZER
11714,726,Piauí,FAZER
11715,727,Piauí,FAZER
11716,728,Piauí,FAZER
11717,729,Piauí,FAZER
11718,730,Piauí,FAZER
11719,731,Piauí,FAZER
11720,732,Piauí,FAZER
11721,733,Piauí,FAZER
11722,734,Piauí,FAZER
11723,735,Piauí,FAZER
11724,736,Piauí,FAZER
11725,737,Piauí,FAZER
11726,738,Piauí,FAZER
11727,739,Piauí,FAZER
11728,740,Piauí,FAZER
11729,741,Piauí,FAZER
11730,742,Piauí,FAZER
11731,743,Piauí,FAZER
11732,744,Piauí,FAZER
11733,745,Piauí,FAZER
11734,746,Piauí,FAZER
11735,747,Piauí,FAZER
11736,748,Piauí,FAZER
11737,749,Piauí,FAZER
11738,750,Piauí,FAZER
11739,751,Piauí,FAZER
11740,752,Piauí,FAZER
11741,753,Piauí,FAZER
11742,754,Piauí,FAZER
11743,755,Piauí,FAZER
11744,756,Piauí,FAZER
11745,757,Piauí,FAZER
11746,758,Piauí,FAZER
11747,759,Piauí,FAZER
11748,760,Piauí,FAZER
11749,761,Piauí,FAZER
11750,762,Piauí,FAZER
11751,763,Piauí,FAZER
11752,764,Piauí,FAZER
11753,765,Piauí,FAZER
11754,766,Piauí,FAZER
11755,767,Piauí,FAZER
11756,768,Piauí,FAZER
11757,769,Piauí,FAZER
11758,770,Piauí,FAZER
11759,771,Piauí,FAZER
11760,772,Piauí,FAZER
11761,773,Piauí,FAZER
11762,774,Piauí,FAZER
11763,775,Piauí,FAZER
11764,776,Piauí,FAZER
11765,777,Piauí,FAZER
11766,778,Piauí,FAZER
11767,779,Piauí,FAZER
11768,780,Piauí,FAZER
11769,781,Piauí,FAZER
11770,782,Piauí,FAZER
11771,783,Piauí,FAZER
11772,784,Piauí,FAZER
11773,785,Piauí,FAZER
11774,786,Piauí,FAZER
11775,787,Piauí,FAZER
11776,788,Piauí,FAZER
11777,789,Piauí,FAZER
11778,790,Piauí,FAZER
11779,791,Piauí,FAZER
11780,792,Piauí,FAZER
11781,793,Piauí,FAZER
11782,794,Piauí,FAZER
11783,795,Piauí,FAZER
11784,796,Piauí,FAZER
11785,797,Piauí,FAZER
11786,798,Piauí,FAZER
11787,799,Piauí,FAZER
11788,800,Piauí,FAZER
11789,801,Piauí,FAZER
11790,802,Piauí,FAZER
11791,803,Piauí,FAZER
11792,804,Piauí,FAZER
11793,805,Piauí,FAZER
11794,806,Piauí,FAZER
11795,807,Piauí,FAZER
11796,808,Piauí,FAZER
11797,809,Piauí,FAZER
11798,810,Piauí,FAZER
11799,811,Piauí,FAZER
11800,812,Piauí,FAZER
11801,813,Piauí,FAZER
11802,814,Piauí,FAZER
11803,815,Piauí,FAZER
11804,816,Piauí,FAZER
11805,817,Piauí,FAZER
11806,818,Piauí,FAZER
11807,819,Piauí,FAZER
11808,820,Piauí,FAZER
11809,821,Piauí,FAZER
11810,822,Piauí,FAZER
11811,823,Piauí,FAZER
11812,824,Piauí,FAZER
11813,825,Piauí,FAZER
11814,826,Piauí,FAZER
11815,827,Piauí,FAZER
11816,828,Piauí,FAZER
11817,829,Piauí,FAZER
11818,830,Piauí,FAZER
11819,831,Piauí,FAZER
11820,832,Piauí,FAZER
11821,833,Piauí,FAZER
11822,834,Piauí,FAZER
11823,835,Piauí,FAZER
11824,836,Piauí,FAZER
11825,837,Piauí,FAZER
11826,838,Piauí,FAZER
11827,839,Piauí,FAZER
11828,840,Piauí,FAZER
11829,841,Piauí,FAZER
11830,842,Piauí,FAZER
11831,843,Piauí,FAZER
11832,844,Piauí,FAZER
11833,845,Piauí,FAZER
11834,846,Piauí,FAZER
11835,847,Piauí,FAZER
11836,848,Piauí,FAZER
11837,849,Piauí,FAZER
11838,850,Piauí,FAZER
11839,851,Piauí,FAZER
11840,852,Piauí,FAZER
11841,853,Piauí,FAZER
11842,854,Piauí,FAZER
