,preco,cidade,status
10790,801,Pernambuco,FAZER
10791,802,Pernambuco,FAZER
10792,803,Pernambuco,FAZER
10793,804,Pernambuco,FAZER
10794,805,Pernambuco,FAZER
10795,806,Pernambuco,FAZER
10796,807,Pernambuco,FAZER
10797,808,Pernambuco,FAZER
10798,809,Pernambuco,FAZER
10799,810,Pernambuco,FAZER
10800,811,Pernambuco,FAZER
10801,812,Pernambuco,FAZER
10802,813,Pernambuco,FAZER
10803,814,Pernambuco,FAZER
10804,815,Pernambuco,FAZER
10805,816,Pernambuco,FAZER
10806,817,Pernambuco,FAZER
10807,818,Pernambuco,FAZER
10808,819,Pernambuco,FAZER
10809,820,Pernambuco,FAZER
10810,821,Pernambuco,FAZER
10811,822,Pernambuco,FAZER
10812,823,Pernambuco,FAZER
10813,824,Pernambuco,FAZER
10814,825,Pernambuco,FAZER
10815,826,Pernambuco,FAZER
10816,827,Pernambuco,FAZER
10817,828,Pernambuco,FAZER
10818,829,Pernambuco,FAZER
10819,830,Pernambuco,FAZER
10820,831,Pernambuco,FAZER
10821,832,Pernambuco,FAZER
10822,833,Pernambuco,FAZER
10823,834,Pernambuco,FAZER
10824,835,Pernambuco,FAZER
10825,836,Pernambuco,FAZER
10826,837,Pernambuco,FAZER
10827,838,Pernambuco,FAZER
10828,839,Pernambuco,FAZER
10829,840,Pernambuco,FAZER
10830,841,Pernambuco,FAZER
10831,842,Pernambuco,FAZER
10832,843,Pernambuco,FAZER
10833,844,Pernambuco,FAZER
10834,845,Pernambuco,FAZER
10835,846,Pernambuco,FAZER
10836,847,Pernambuco,FAZER
10837,848,Pernambuco,FAZER
10838,849,Pernambuco,FAZER
10839,850,Pernambuco,FAZER
10840,851,Pernambuco,FAZER
10841,852,Pernambuco,FAZER
10842,853,Pernambuco,FAZER
10843,854,Pernambuco,FAZER
10844,855,Pernambuco,FAZER
10845,856,Pernambuco,FAZER
10846,857,Pernambuco,FAZER
10847,858,Pernambuco,FAZER
10848,859,Pernambuco,FAZER
