,preco,cidade,status
9891,901,Paraíba,FAZER
9892,902,Paraíba,FAZER
9893,903,Paraíba,FAZER
9894,904,Paraíba,FAZER
9895,905,Paraíba,FAZER
9896,906,Paraíba,FAZER
9897,907,Paraíba,FAZER
9898,908,Paraíba,FAZER
9899,909,Paraíba,FAZER
9900,910,Paraíba,FAZER
9901,911,Paraíba,FAZER
9902,912,Paraíba,FAZER
9903,913,Paraíba,FAZER
9904,914,Paraíba,FAZER
9905,915,Paraíba,FAZER
9906,916,Paraíba,FAZER
9907,917,Paraíba,FAZER
9908,918,Paraíba,FAZER
9909,919,Paraíba,FAZER
9910,920,Paraíba,FAZER
9911,921,Paraíba,FAZER
9912,922,Paraíba,FAZER
9913,923,Paraíba,FAZER
9914,924,Paraíba,FAZER
9915,925,Paraíba,FAZER
9916,926,Paraíba,FAZER
9917,927,Paraíba,FAZER
9918,928,Paraíba,FAZER
9919,929,Paraíba,FAZER
9920,930,Paraíba,FAZER
9921,931,Paraíba,FAZER
9922,932,Paraíba,FAZER
9923,933,Paraíba,FAZER
9924,934,Paraíba,FAZER
9925,935,Paraíba,FAZER
9926,936,Paraíba,FAZER
9927,937,Paraíba,FAZER
9928,938,Paraíba,FAZER
9929,939,Paraíba,FAZER
9930,940,Paraíba,FAZER
9931,941,Paraíba,FAZER
9932,942,Paraíba,FAZER
9933,943,Paraíba,FAZER
9934,944,Paraíba,FAZER
9935,945,Paraíba,FAZER
9936,946,Paraíba,FAZER
9937,947,Paraíba,FAZER
9938,948,Paraíba,FAZER
9939,949,Paraíba,FAZER
9940,950,Paraíba,FAZER
9941,951,Paraíba,FAZER
9942,952,Paraíba,FAZER
9943,953,Paraíba,FAZER
9944,954,Paraíba,FAZER
9945,955,Paraíba,FAZER
9946,956,Paraíba,FAZER
9947,957,Paraíba,FAZER
9948,958,Paraíba,FAZER
9949,959,Paraíba,FAZER
9950,960,Paraíba,FAZER
9951,961,Paraíba,FAZER
9952,962,Paraíba,FAZER
9953,963,Paraíba,FAZER
9954,964,Paraíba,FAZER
9955,965,Paraíba,FAZER
9956,966,Paraíba,FAZER
9957,967,Paraíba,FAZER
9958,968,Paraíba,FAZER
9959,969,Paraíba,FAZER
9960,970,Paraíba,FAZER
9961,971,Paraíba,FAZER
9962,972,Paraíba,FAZER
9963,973,Paraíba,FAZER
9964,974,Paraíba,FAZER
9965,975,Paraíba,FAZER
9966,976,Paraíba,FAZER
9967,977,Paraíba,FAZER
9968,978,Paraíba,FAZER
9969,979,Paraíba,FAZER
9970,980,Paraíba,FAZER
9971,981,Paraíba,FAZER
9972,982,Paraíba,FAZER
9973,983,Paraíba,FAZER
9974,984,Paraíba,FAZER
9975,985,Paraíba,FAZER
9976,986,Paraíba,FAZER
9977,987,Paraíba,FAZER
9978,988,Paraíba,FAZER
9979,989,Paraíba,FAZER
9980,990,Paraíba,FAZER
9981,991,Paraíba,FAZER
9982,992,Paraíba,FAZER
9983,993,Paraíba,FAZER
9984,994,Paraíba,FAZER
9985,995,Paraíba,FAZER
9986,996,Paraíba,FAZER
9987,997,Paraíba,FAZER
9988,998,Paraíba,FAZER
9989,999,Paraíba,FAZER
9990,1,Pernambuco,FAZER
9991,2,Pernambuco,FAZER
9992,3,Pernambuco,FAZER
9993,4,Pernambuco,FAZER
9994,5,Pernambuco,FAZER
9995,6,Pernambuco,FAZER
9996,7,Pernambuco,FAZER
9997,8,Pernambuco,FAZER
9998,9,Pernambuco,FAZER
9999,10,Pernambuco,FAZER
10000,11,Pernambuco,FAZER
10001,12,Pernambuco,FAZER
10002,13,Pernambuco,FAZER
10003,14,Pernambuco,FAZER
10004,15,Pernambuco,FAZER
10005,16,Pernambuco,FAZER
10006,17,Pernambuco,FAZER
10007,18,Pernambuco,FAZER
10008,19,Pernambuco,FAZER
10009,20,Pernambuco,FAZER
10010,21,Pernambuco,FAZER
10011,22,Pernambuco,FAZER
10012,23,Pernambuco,FAZER
10013,24,Pernambuco,FAZER
10014,25,Pernambuco,FAZER
10015,26,Pernambuco,FAZER
10016,27,Pernambuco,FAZER
10017,28,Pernambuco,FAZER
10018,29,Pernambuco,FAZER
10019,30,Pernambuco,FAZER
10020,31,Pernambuco,FAZER
10021,32,Pernambuco,FAZER
10022,33,Pernambuco,FAZER
10023,34,Pernambuco,FAZER
10024,35,Pernambuco,FAZER
10025,36,Pernambuco,FAZER
10026,37,Pernambuco,FAZER
10027,38,Pernambuco,FAZER
10028,39,Pernambuco,FAZER
10029,40,Pernambuco,FAZER
10030,41,Pernambuco,FAZER
10031,42,Pernambuco,FAZER
10032,43,Pernambuco,FAZER
10033,44,Pernambuco,FAZER
10034,45,Pernambuco,FAZER
10035,46,Pernambuco,FAZER
10036,47,Pernambuco,FAZER
10037,48,Pernambuco,FAZER
10038,49,Pernambuco,FAZER
10039,50,Pernambuco,FAZER
10040,51,Pernambuco,FAZER
10041,52,Pernambuco,FAZER
10042,53,Pernambuco,FAZER
10043,54,Pernambuco,FAZER
10044,55,Pernambuco,FAZER
10045,56,Pernambuco,FAZER
10046,57,Pernambuco,FAZER
10047,58,Pernambuco,FAZER
10048,59,Pernambuco,FAZER
10049,60,Pernambuco,FAZER
10050,61,Pernambuco,FAZER
10051,62,Pernambuco,FAZER
10052,63,Pernambuco,FAZER
10053,64,Pernambuco,FAZER
10054,65,Pernambuco,FAZER
10055,66,Pernambuco,FAZER
10056,67,Pernambuco,FAZER
10057,68,Pernambuco,FAZER
10058,69,Pernambuco,FAZER
10059,70,Pernambuco,FAZER
10060,71,Pernambuco,FAZER
10061,72,Pernambuco,FAZER
10062,73,Pernambuco,FAZER
10063,74,Pernambuco,FAZER
10064,75,Pernambuco,FAZER
10065,76,Pernambuco,FAZER
10066,77,Pernambuco,FAZER
10067,78,Pernambuco,FAZER
10068,79,Pernambuco,FAZER
10069,80,Pernambuco,FAZER
10070,81,Pernambuco,FAZER
10071,82,Pernambuco,FAZER
10072,83,Pernambuco,FAZER
10073,84,Pernambuco,FAZER
10074,85,Pernambuco,FAZER
10075,86,Pernambuco,FAZER
10076,87,Pernambuco,FAZER
10077,88,Pernambuco,FAZER
10078,89,Pernambuco,FAZER
10079,90,Pernambuco,FAZER
10080,91,Pernambuco,FAZER
10081,92,Pernambuco,FAZER
10082,93,Pernambuco,FAZER
10083,94,Pernambuco,FAZER
10084,95,Pernambuco,FAZER
10085,96,Pernambuco,FAZER
10086,97,Pernambuco,FAZER
10087,98,Pernambuco,FAZER
10088,99,Pernambuco,FAZER
