,preco,cidade,status
17083,101,São Paulo,FAZER
17084,102,São Paulo,FAZER
17085,103,São Paulo,FAZER
17086,104,São Paulo,FAZER
17087,105,São Paulo,FAZER
17088,106,São Paulo,FAZER
17089,107,São Paulo,FAZER
17090,108,São Paulo,FAZER
17091,109,São Paulo,FAZER
17092,110,São Paulo,FAZER
17093,111,São Paulo,FAZER
17094,112,São Paulo,FAZER
17095,113,São Paulo,FAZER
17096,114,São Paulo,FAZER
17097,115,São Paulo,FAZER
17098,116,São Paulo,FAZER
17099,117,São Paulo,FAZER
17100,118,São Paulo,FAZER
17101,119,São Paulo,FAZER
17102,120,São Paulo,FAZER
17103,121,São Paulo,FAZER
17104,122,São Paulo,FAZER
17105,123,São Paulo,FAZER
17106,124,São Paulo,FAZER
17107,125,São Paulo,FAZER
17108,126,São Paulo,FAZER
17109,127,São Paulo,FAZER
17110,128,São Paulo,FAZER
17111,129,São Paulo,FAZER
17112,130,São Paulo,FAZER
17113,131,São Paulo,FAZER
17114,132,São Paulo,FAZER
17115,133,São Paulo,FAZER
17116,134,São Paulo,FAZER
17117,135,São Paulo,FAZER
17118,136,São Paulo,FAZER
17119,137,São Paulo,FAZER
17120,138,São Paulo,FAZER
17121,139,São Paulo,FAZER
17122,140,São Paulo,FAZER
17123,141,São Paulo,FAZER
17124,142,São Paulo,FAZER
17125,143,São Paulo,FAZER
17126,144,São Paulo,FAZER
17127,145,São Paulo,FAZER
17128,146,São Paulo,FAZER
17129,147,São Paulo,FAZER
17130,148,São Paulo,FAZER
17131,149,São Paulo,FAZER
17132,150,São Paulo,FAZER
17133,151,São Paulo,FAZER
17134,152,São Paulo,FAZER
17135,153,São Paulo,FAZER
17136,154,São Paulo,FAZER
17137,155,São Paulo,FAZER
17138,156,São Paulo,FAZER
17139,157,São Paulo,FAZER
17140,158,São Paulo,FAZER
17141,159,São Paulo,FAZER
17142,160,São Paulo,FAZER
17143,161,São Paulo,FAZER
17144,162,São Paulo,FAZER
17145,163,São Paulo,FAZER
17146,164,São Paulo,FAZER
17147,165,São Paulo,FAZER
17148,166,São Paulo,FAZER
17149,167,São Paulo,FAZER
17150,168,São Paulo,FAZER
17151,169,São Paulo,FAZER
17152,170,São Paulo,FAZER
17153,171,São Paulo,FAZER
17154,172,São Paulo,FAZER
17155,173,São Paulo,FAZER
17156,174,São Paulo,FAZER
17157,175,São Paulo,FAZER
17158,176,São Paulo,FAZER
17159,177,São Paulo,FAZER
17160,178,São Paulo,FAZER
17161,179,São Paulo,FAZER
17162,180,São Paulo,FAZER
17163,181,São Paulo,FAZER
17164,182,São Paulo,FAZER
17165,183,São Paulo,FAZER
17166,184,São Paulo,FAZER
17167,185,São Paulo,FAZER
17168,186,São Paulo,FAZER
17169,187,São Paulo,FAZER
17170,188,São Paulo,FAZER
17171,189,São Paulo,FAZER
17172,190,São Paulo,FAZER
17173,191,São Paulo,FAZER
17174,192,São Paulo,FAZER
17175,193,São Paulo,FAZER
17176,194,São Paulo,FAZER
17177,195,São Paulo,FAZER
17178,196,São Paulo,FAZER
17179,197,São Paulo,FAZER
17180,198,São Paulo,FAZER
17181,199,São Paulo,FAZER
17182,200,São Paulo,FAZER
17183,201,São Paulo,FAZER
17184,202,São Paulo,FAZER
17185,203,São Paulo,FAZER
17186,204,São Paulo,FAZER
17187,205,São Paulo,FAZER
17188,206,São Paulo,FAZER
17189,207,São Paulo,FAZER
17190,208,São Paulo,FAZER
17191,209,São Paulo,FAZER
17192,210,São Paulo,FAZER
17193,211,São Paulo,FAZER
17194,212,São Paulo,FAZER
17195,213,São Paulo,FAZER
17196,214,São Paulo,FAZER
17197,215,São Paulo,FAZER
17198,216,São Paulo,FAZER
17199,217,São Paulo,FAZER
17200,218,São Paulo,FAZER
17201,219,São Paulo,FAZER
17202,220,São Paulo,FAZER
17203,221,São Paulo,FAZER
17204,222,São Paulo,FAZER
17205,223,São Paulo,FAZER
17206,224,São Paulo,FAZER
17207,225,São Paulo,FAZER
17208,226,São Paulo,FAZER
17209,227,São Paulo,FAZER
17210,228,São Paulo,FAZER
17211,229,São Paulo,FAZER
17212,230,São Paulo,FAZER
17213,231,São Paulo,FAZER
17214,232,São Paulo,FAZER
17215,233,São Paulo,FAZER
17216,234,São Paulo,FAZER
17217,235,São Paulo,FAZER
17218,236,São Paulo,FAZER
17219,237,São Paulo,FAZER
17220,238,São Paulo,FAZER
17221,239,São Paulo,FAZER
17222,240,São Paulo,FAZER
17223,241,São Paulo,FAZER
17224,242,São Paulo,FAZER
17225,243,São Paulo,FAZER
17226,244,São Paulo,FAZER
17227,245,São Paulo,FAZER
17228,246,São Paulo,FAZER
17229,247,São Paulo,FAZER
17230,248,São Paulo,FAZER
17231,249,São Paulo,FAZER
17232,250,São Paulo,FAZER
17233,251,São Paulo,FAZER
17234,252,São Paulo,FAZER
17235,253,São Paulo,FAZER
17236,254,São Paulo,FAZER
17237,255,São Paulo,FAZER
17238,256,São Paulo,FAZER
17239,257,São Paulo,FAZER
17240,258,São Paulo,FAZER
17241,259,São Paulo,FAZER
17242,260,São Paulo,FAZER
17243,261,São Paulo,FAZER
17244,262,São Paulo,FAZER
17245,263,São Paulo,FAZER
17246,264,São Paulo,FAZER
17247,265,São Paulo,FAZER
17248,266,São Paulo,FAZER
17249,267,São Paulo,FAZER
17250,268,São Paulo,FAZER
17251,269,São Paulo,FAZER
17252,270,São Paulo,FAZER
17253,271,São Paulo,FAZER
17254,272,São Paulo,FAZER
17255,273,São Paulo,FAZER
17256,274,São Paulo,FAZER
17257,275,São Paulo,FAZER
17258,276,São Paulo,FAZER
17259,277,São Paulo,FAZER
17260,278,São Paulo,FAZER
17261,279,São Paulo,FAZER
17262,280,São Paulo,FAZER
17263,281,São Paulo,FAZER
17264,282,São Paulo,FAZER
17265,283,São Paulo,FAZER
17266,284,São Paulo,FAZER
17267,285,São Paulo,FAZER
17268,286,São Paulo,FAZER
17269,287,São Paulo,FAZER
17270,288,São Paulo,FAZER
17271,289,São Paulo,FAZER
17272,290,São Paulo,FAZER
17273,291,São Paulo,FAZER
17274,292,São Paulo,FAZER
17275,293,São Paulo,FAZER
17276,294,São Paulo,FAZER
17277,295,São Paulo,FAZER
17278,296,São Paulo,FAZER
17279,297,São Paulo,FAZER
17280,298,São Paulo,FAZER
17281,299,São Paulo,FAZER
17282,300,São Paulo,FAZER
17283,301,São Paulo,FAZER
17284,302,São Paulo,FAZER
17285,303,São Paulo,FAZER
17286,304,São Paulo,FAZER
17287,305,São Paulo,FAZER
17288,306,São Paulo,FAZER
17289,307,São Paulo,FAZER
17290,308,São Paulo,FAZER
17291,309,São Paulo,FAZER
17292,310,São Paulo,FAZER
17293,311,São Paulo,FAZER
17294,312,São Paulo,FAZER
17295,313,São Paulo,FAZER
17296,314,São Paulo,FAZER
17297,315,São Paulo,FAZER
17298,316,São Paulo,FAZER
17299,317,São Paulo,FAZER
17300,318,São Paulo,FAZER
17301,319,São Paulo,FAZER
17302,320,São Paulo,FAZER
17303,321,São Paulo,FAZER
17304,322,São Paulo,FAZER
17305,323,São Paulo,FAZER
17306,324,São Paulo,FAZER
17307,325,São Paulo,FAZER
17308,326,São Paulo,FAZER
17309,327,São Paulo,FAZER
17310,328,São Paulo,FAZER
17311,329,São Paulo,FAZER
17312,330,São Paulo,FAZER
17313,331,São Paulo,FAZER
17314,332,São Paulo,FAZER
17315,333,São Paulo,FAZER
17316,334,São Paulo,FAZER
17317,335,São Paulo,FAZER
17318,336,São Paulo,FAZER
17319,337,São Paulo,FAZER
17320,338,São Paulo,FAZER
17321,339,São Paulo,FAZER
17322,340,São Paulo,FAZER
17323,341,São Paulo,FAZER
17324,342,São Paulo,FAZER
17325,343,São Paulo,FAZER
17326,344,São Paulo,FAZER
17327,345,São Paulo,FAZER
17328,346,São Paulo,FAZER
17329,347,São Paulo,FAZER
17330,348,São Paulo,FAZER
17331,349,São Paulo,FAZER
17332,350,São Paulo,FAZER
17333,351,São Paulo,FAZER
17334,352,São Paulo,FAZER
17335,353,São Paulo,FAZER
17336,354,São Paulo,FAZER
17337,355,São Paulo,FAZER
17338,356,São Paulo,FAZER
17339,357,São Paulo,FAZER
17340,358,São Paulo,FAZER
17341,359,São Paulo,FAZER
17342,360,São Paulo,FAZER
17343,361,São Paulo,FAZER
17344,362,São Paulo,FAZER
17345,363,São Paulo,FAZER
17346,364,São Paulo,FAZER
17347,365,São Paulo,FAZER
17348,366,São Paulo,FAZER
17349,367,São Paulo,FAZER
17350,368,São Paulo,FAZER
17351,369,São Paulo,FAZER
17352,370,São Paulo,FAZER
17353,371,São Paulo,FAZER
17354,372,São Paulo,FAZER
17355,373,São Paulo,FAZER
17356,374,São Paulo,FAZER
17357,375,São Paulo,FAZER
17358,376,São Paulo,FAZER
17359,377,São Paulo,FAZER
17360,378,São Paulo,FAZER
17361,379,São Paulo,FAZER
17362,380,São Paulo,FAZER
17363,381,São Paulo,FAZER
17364,382,São Paulo,FAZER
17365,383,São Paulo,FAZER
17366,384,São Paulo,FAZER
