,preco,marca,status
407,408,Bahia,FAZER
408,409,Bahia,FAZER
409,410,Bahia,FAZER
410,411,Bahia,FAZER
411,412,Bahia,FAZER
412,413,Bahia,FAZER
413,414,Bahia,FAZER
414,415,Bahia,FAZER
415,416,Bahia,FAZER
416,417,Bahia,FAZER
417,418,Bahia,FAZER
418,419,Bahia,FAZER
419,420,Bahia,FAZER
420,421,Bahia,FAZER
421,422,Bahia,FAZER
422,423,Bahia,FAZER
423,424,Bahia,FAZER
424,425,Bahia,FAZER
425,426,Bahia,FAZER
426,427,Bahia,FAZER
427,428,Bahia,FAZER
428,429,Bahia,FAZER
429,430,Bahia,FAZER
430,431,Bahia,FAZER
431,432,Bahia,FAZER
432,433,Bahia,FAZER
433,434,Bahia,FAZER
434,435,Bahia,FAZER
435,436,Bahia,FAZER
436,437,Bahia,FAZER
437,438,Bahia,FAZER
438,439,Bahia,FAZER
439,440,Bahia,FAZER
440,441,Bahia,FAZER
441,442,Bahia,FAZER
442,443,Bahia,FAZER
443,444,Bahia,FAZER
444,445,Bahia,FAZER
445,446,Bahia,FAZER
446,447,Bahia,FAZER
447,448,Bahia,FAZER
448,449,Bahia,FAZER
449,450,Bahia,FAZER
450,451,Bahia,FAZER
451,452,Bahia,FAZER
452,453,Bahia,FAZER
453,454,Bahia,FAZER
454,455,Bahia,FAZER
455,456,Bahia,FAZER
456,457,Bahia,FAZER
457,458,Bahia,FAZER
458,459,Bahia,FAZER
459,460,Bahia,FAZER
460,461,Bahia,FAZER
461,462,Bahia,FAZER
462,463,Bahia,FAZER
463,464,Bahia,FAZER
464,465,Bahia,FAZER
465,466,Bahia,FAZER
466,467,Bahia,FAZER
467,468,Bahia,FAZER
468,469,Bahia,FAZER
469,470,Bahia,FAZER
470,471,Bahia,FAZER
471,472,Bahia,FAZER
472,473,Bahia,FAZER
473,474,Bahia,FAZER
474,475,Bahia,FAZER
475,476,Bahia,FAZER
476,477,Bahia,FAZER
477,478,Bahia,FAZER
478,479,Bahia,FAZER
479,480,Bahia,FAZER
480,481,Bahia,FAZER
481,482,Bahia,FAZER
482,483,Bahia,FAZER
483,484,Bahia,FAZER
484,485,Bahia,FAZER
485,486,Bahia,FAZER
486,487,Bahia,FAZER
487,488,Bahia,FAZER
488,489,Bahia,FAZER
489,490,Bahia,FAZER
490,491,Bahia,FAZER
491,492,Bahia,FAZER
492,493,Bahia,FAZER
493,494,Bahia,FAZER
494,495,Bahia,FAZER
495,496,Bahia,FAZER
496,497,Bahia,FAZER
497,498,Bahia,FAZER
498,499,Bahia,FAZER
499,500,Bahia,FAZER
500,501,Bahia,FAZER
501,502,Bahia,FAZER
502,503,Bahia,FAZER
503,504,Bahia,FAZER
504,505,Bahia,FAZER
505,506,Bahia,FAZER
506,507,Bahia,FAZER
507,508,Bahia,FAZER
508,509,Bahia,FAZER
509,510,Bahia,FAZER
510,511,Bahia,FAZER
511,512,Bahia,FAZER
512,513,Bahia,FAZER
513,514,Bahia,FAZER
514,515,Bahia,FAZER
515,516,Bahia,FAZER
516,517,Bahia,FAZER
517,518,Bahia,FAZER
518,519,Bahia,FAZER
519,520,Bahia,FAZER
520,521,Bahia,FAZER
521,522,Bahia,FAZER
522,523,Bahia,FAZER
523,524,Bahia,FAZER
524,525,Bahia,FAZER
525,526,Bahia,FAZER
526,527,Bahia,FAZER
527,528,Bahia,FAZER
528,529,Bahia,FAZER
529,530,Bahia,FAZER
530,531,Bahia,FAZER
531,532,Bahia,FAZER
532,533,Bahia,FAZER
533,534,Bahia,FAZER
534,535,Bahia,FAZER
535,536,Bahia,FAZER
536,537,Bahia,FAZER
537,538,Bahia,FAZER
538,539,Bahia,FAZER
539,540,Bahia,FAZER
540,541,Bahia,FAZER
541,542,Bahia,FAZER
542,543,Bahia,FAZER
543,544,Bahia,FAZER
544,545,Bahia,FAZER
545,546,Bahia,FAZER
546,547,Bahia,FAZER
547,548,Bahia,FAZER
548,549,Bahia,FAZER
549,550,Bahia,FAZER
550,551,Bahia,FAZER
551,552,Bahia,FAZER
552,553,Bahia,FAZER
553,554,Bahia,FAZER
554,555,Bahia,FAZER
555,556,Bahia,FAZER
556,557,Bahia,FAZER
557,558,Bahia,FAZER
558,559,Bahia,FAZER
559,560,Bahia,FAZER
560,561,Bahia,FAZER
561,562,Bahia,FAZER
562,563,Bahia,FAZER
563,564,Bahia,FAZER
564,565,Bahia,FAZER
565,566,Bahia,FAZER
566,567,Bahia,FAZER
567,568,Bahia,FAZER
568,569,Bahia,FAZER
569,570,Bahia,FAZER
570,571,Bahia,FAZER
571,572,Bahia,FAZER
572,573,Bahia,FAZER
573,574,Bahia,FAZER
574,575,Bahia,FAZER
575,576,Bahia,FAZER
576,577,Bahia,FAZER
577,578,Bahia,FAZER
578,579,Bahia,FAZER
579,580,Bahia,FAZER
580,581,Bahia,FAZER
581,582,Bahia,FAZER
582,583,Bahia,FAZER
583,584,Bahia,FAZER
584,585,Bahia,FAZER
585,586,Bahia,FAZER
586,587,Bahia,FAZER
587,588,Bahia,FAZER
588,589,Bahia,FAZER
589,590,Bahia,FAZER
590,591,Bahia,FAZER
591,592,Bahia,FAZER
592,593,Bahia,FAZER
593,594,Bahia,FAZER
594,595,Bahia,FAZER
595,596,Bahia,FAZER
596,597,Bahia,FAZER
597,598,Bahia,FAZER
598,599,Bahia,FAZER
599,600,Bahia,FAZER
600,601,Bahia,FAZER
601,602,Bahia,FAZER
602,603,Bahia,FAZER
603,604,Bahia,FAZER
604,605,Bahia,FAZER
605,606,Bahia,FAZER
606,607,Bahia,FAZER
607,608,Bahia,FAZER
608,609,Bahia,FAZER
609,610,Bahia,FAZER
610,611,Bahia,FAZER
611,612,Bahia,FAZER
612,613,Bahia,FAZER
613,614,Bahia,FAZER
614,615,Bahia,FAZER
615,616,Bahia,FAZER
616,617,Bahia,FAZER
617,618,Bahia,FAZER
618,619,Bahia,FAZER
619,620,Bahia,FAZER
620,621,Bahia,FAZER
621,622,Bahia,FAZER
622,623,Bahia,FAZER
623,624,Bahia,FAZER
624,625,Bahia,FAZER
625,626,Bahia,FAZER
626,627,Bahia,FAZER
627,628,Bahia,FAZER
628,629,Bahia,FAZER
629,630,Bahia,FAZER
630,631,Bahia,FAZER
631,632,Bahia,FAZER
632,633,Bahia,FAZER
633,634,Bahia,FAZER
634,635,Bahia,FAZER
635,636,Bahia,FAZER
636,637,Bahia,FAZER
637,638,Bahia,FAZER
638,639,Bahia,FAZER
639,640,Bahia,FAZER
640,641,Bahia,FAZER
641,642,Bahia,FAZER
642,643,Bahia,FAZER
643,644,Bahia,FAZER
644,645,Bahia,FAZER
645,646,Bahia,FAZER
646,647,Bahia,FAZER
647,648,Bahia,FAZER
648,649,Bahia,FAZER
649,650,Bahia,FAZER
650,651,Bahia,FAZER
651,652,Bahia,FAZER
652,653,Bahia,FAZER
653,654,Bahia,FAZER
654,655,Bahia,FAZER
655,656,Bahia,FAZER
656,657,Bahia,FAZER
657,658,Bahia,FAZER
658,659,Bahia,FAZER
659,660,Bahia,FAZER
660,661,Bahia,FAZER
661,662,Bahia,FAZER
662,663,Bahia,FAZER
663,664,Bahia,FAZER
664,665,Bahia,FAZER
665,666,Bahia,FAZER
666,667,Bahia,FAZER
667,668,Bahia,FAZER
668,669,Bahia,FAZER
669,670,Bahia,FAZER
670,671,Bahia,FAZER
671,672,Bahia,FAZER
672,673,Bahia,FAZER
673,674,Bahia,FAZER
674,675,Bahia,FAZER
675,676,Bahia,FAZER
676,677,Bahia,FAZER
677,678,Bahia,FAZER
678,679,Bahia,FAZER
679,680,Bahia,FAZER
680,681,Bahia,FAZER
681,682,Bahia,FAZER
682,683,Bahia,FAZER
683,684,Bahia,FAZER
684,685,Bahia,FAZER
685,686,Bahia,FAZER
686,687,Bahia,FAZER
687,688,Bahia,FAZER
688,689,Bahia,FAZER
689,690,Bahia,FAZER
690,691,Bahia,FAZER
691,692,Bahia,FAZER
692,693,Bahia,FAZER
693,694,Bahia,FAZER
694,695,Bahia,FAZER
695,696,Bahia,FAZER
696,697,Bahia,FAZER
697,698,Bahia,FAZER
698,699,Bahia,FAZER
699,700,Bahia,FAZER
700,701,Bahia,FAZER
701,702,Bahia,FAZER
702,703,Bahia,FAZER
703,704,Bahia,FAZER
704,705,Bahia,FAZER
705,706,Bahia,FAZER
706,707,Bahia,FAZER
707,708,Bahia,FAZER
708,709,Bahia,FAZER
709,710,Bahia,FAZER
710,711,Bahia,FAZER
711,712,Bahia,FAZER
712,713,Bahia,FAZER
713,714,Bahia,FAZER
714,715,Bahia,FAZER
715,716,Bahia,FAZER
716,717,Bahia,FAZER
717,718,Bahia,FAZER
718,719,Bahia,FAZER
719,720,Bahia,FAZER
720,721,Bahia,FAZER
721,722,Bahia,FAZER
722,723,Bahia,FAZER
723,724,Bahia,FAZER
724,725,Bahia,FAZER
725,726,Bahia,FAZER
726,727,Bahia,FAZER
727,728,Bahia,FAZER
728,729,Bahia,FAZER
729,730,Bahia,FAZER
730,731,Bahia,FAZER
731,732,Bahia,FAZER
732,733,Bahia,FAZER
733,734,Bahia,FAZER
734,735,Bahia,FAZER
735,736,Bahia,FAZER
736,737,Bahia,FAZER
737,738,Bahia,FAZER
738,739,Bahia,FAZER
739,740,Bahia,FAZER
740,741,Bahia,FAZER
741,742,Bahia,FAZER
742,743,Bahia,FAZER
743,744,Bahia,FAZER
744,745,Bahia,FAZER
745,746,Bahia,FAZER
746,747,Bahia,FAZER
747,748,Bahia,FAZER
748,749,Bahia,FAZER
749,750,Bahia,FAZER
750,751,Bahia,FAZER
751,752,Bahia,FAZER
752,753,Bahia,FAZER
753,754,Bahia,FAZER
754,755,Bahia,FAZER
755,756,Bahia,FAZER
756,757,Bahia,FAZER
757,758,Bahia,FAZER
758,759,Bahia,FAZER
759,760,Bahia,FAZER
760,761,Bahia,FAZER
761,762,Bahia,FAZER
762,763,Bahia,FAZER
763,764,Bahia,FAZER
764,765,Bahia,FAZER
765,766,Bahia,FAZER
766,767,Bahia,FAZER
767,768,Bahia,FAZER
768,769,Bahia,FAZER
769,770,Bahia,FAZER
770,771,Bahia,FAZER
771,772,Bahia,FAZER
772,773,Bahia,FAZER
773,774,Bahia,FAZER
774,775,Bahia,FAZER
775,776,Bahia,FAZER
776,777,Bahia,FAZER
777,778,Bahia,FAZER
778,779,Bahia,FAZER
779,780,Bahia,FAZER
780,781,Bahia,FAZER
781,782,Bahia,FAZER
782,783,Bahia,FAZER
783,784,Bahia,FAZER
784,785,Bahia,FAZER
785,786,Bahia,FAZER
786,787,Bahia,FAZER
787,788,Bahia,FAZER
788,789,Bahia,FAZER
789,790,Bahia,FAZER
790,791,Bahia,FAZER
791,792,Bahia,FAZER
792,793,Bahia,FAZER
793,794,Bahia,FAZER
794,795,Bahia,FAZER
795,796,Bahia,FAZER
796,797,Bahia,FAZER
797,798,Bahia,FAZER
798,799,Bahia,FAZER
799,800,Bahia,FAZER
800,801,Bahia,FAZER
801,802,Bahia,FAZER
802,803,Bahia,FAZER
803,804,Bahia,FAZER
804,805,Bahia,FAZER
805,806,Bahia,FAZER
806,807,Bahia,FAZER
807,808,Bahia,FAZER
808,809,Bahia,FAZER
809,810,Bahia,FAZER
810,811,Bahia,FAZER
811,812,Bahia,FAZER
812,813,Bahia,FAZER
813,814,Bahia,FAZER
814,815,Bahia,FAZER
815,816,Bahia,FAZER
816,817,Bahia,FAZER
817,818,Bahia,FAZER
818,819,Bahia,FAZER
819,820,Bahia,FAZER
820,821,Bahia,FAZER
821,822,Bahia,FAZER
822,823,Bahia,FAZER
823,824,Bahia,FAZER
824,825,Bahia,FAZER
825,826,Bahia,FAZER
826,827,Bahia,FAZER
827,828,Bahia,FAZER
828,829,Bahia,FAZER
829,830,Bahia,FAZER
830,831,Bahia,FAZER
831,832,Bahia,FAZER
832,833,Bahia,FAZER
833,834,Bahia,FAZER
834,835,Bahia,FAZER
835,836,Bahia,FAZER
836,837,Bahia,FAZER
837,838,Bahia,FAZER
838,839,Bahia,FAZER
839,840,Bahia,FAZER
840,841,Bahia,FAZER
841,842,Bahia,FAZER
842,843,Bahia,FAZER
843,844,Bahia,FAZER
844,845,Bahia,FAZER
845,846,Bahia,FAZER
846,847,Bahia,FAZER
847,848,Bahia,FAZER
848,849,Bahia,FAZER
849,850,Bahia,FAZER
850,851,Bahia,FAZER
851,852,Bahia,FAZER
852,853,Bahia,FAZER
853,854,Bahia,FAZER
854,855,Bahia,FAZER
855,856,Bahia,FAZER
856,857,Bahia,FAZER
857,858,Bahia,FAZER
858,859,Bahia,FAZER
859,860,Bahia,FAZER
860,861,Bahia,FAZER
861,862,Bahia,FAZER
862,863,Bahia,FAZER
863,864,Bahia,FAZER
864,865,Bahia,FAZER
865,866,Bahia,FAZER
866,867,Bahia,FAZER
867,868,Bahia,FAZER
868,869,Bahia,FAZER
869,870,Bahia,FAZER
870,871,Bahia,FAZER
871,872,Bahia,FAZER
872,873,Bahia,FAZER
873,874,Bahia,FAZER
874,875,Bahia,FAZER
875,876,Bahia,FAZER
876,877,Bahia,FAZER
877,878,Bahia,FAZER
878,879,Bahia,FAZER
879,880,Bahia,FAZER
880,881,Bahia,FAZER
881,882,Bahia,FAZER
882,883,Bahia,FAZER
883,884,Bahia,FAZER
884,885,Bahia,FAZER
885,886,Bahia,FAZER
886,887,Bahia,FAZER
887,888,Bahia,FAZER
888,889,Bahia,FAZER
889,890,Bahia,FAZER
890,891,Bahia,FAZER
891,892,Bahia,FAZER
892,893,Bahia,FAZER
893,894,Bahia,FAZER
894,895,Bahia,FAZER
895,896,Bahia,FAZER
896,897,Bahia,FAZER
897,898,Bahia,FAZER
898,899,Bahia,FAZER
899,900,Bahia,FAZER
900,901,Bahia,FAZER
901,902,Bahia,FAZER
902,903,Bahia,FAZER
903,904,Bahia,FAZER
904,905,Bahia,FAZER
905,906,Bahia,FAZER
906,907,Bahia,FAZER
907,908,Bahia,FAZER
908,909,Bahia,FAZER
909,910,Bahia,FAZER
910,911,Bahia,FAZER
911,912,Bahia,FAZER
912,913,Bahia,FAZER
913,914,Bahia,FAZER
914,915,Bahia,FAZER
915,916,Bahia,FAZER
916,917,Bahia,FAZER
917,918,Bahia,FAZER
918,919,Bahia,FAZER
919,920,Bahia,FAZER
920,921,Bahia,FAZER
921,922,Bahia,FAZER
922,923,Bahia,FAZER
923,924,Bahia,FAZER
924,925,Bahia,FAZER
925,926,Bahia,FAZER
926,927,Bahia,FAZER
927,928,Bahia,FAZER
928,929,Bahia,FAZER
929,930,Bahia,FAZER
930,931,Bahia,FAZER
931,932,Bahia,FAZER
932,933,Bahia,FAZER
933,934,Bahia,FAZER
934,935,Bahia,FAZER
935,936,Bahia,FAZER
936,937,Bahia,FAZER
937,938,Bahia,FAZER
938,939,Bahia,FAZER
939,940,Bahia,FAZER
940,941,Bahia,FAZER
941,942,Bahia,FAZER
942,943,Bahia,FAZER
943,944,Bahia,FAZER
944,945,Bahia,FAZER
945,946,Bahia,FAZER
946,947,Bahia,FAZER
947,948,Bahia,FAZER
948,949,Bahia,FAZER
949,950,Bahia,FAZER
