,preco,cidade,status
12588,601,Rio de Janeiro,FAZER
12589,602,Rio de Janeiro,FAZER
12590,603,Rio de Janeiro,FAZER
12591,604,Rio de Janeiro,FAZER
12592,605,Rio de Janeiro,FAZER
12593,606,Rio de Janeiro,FAZER
12594,607,Rio de Janeiro,FAZER
12595,608,Rio de Janeiro,FAZER
12596,609,Rio de Janeiro,FAZER
12597,610,Rio de Janeiro,FAZER
12598,611,Rio de Janeiro,FAZER
12599,612,Rio de Janeiro,FAZER
12600,613,Rio de Janeiro,FAZER
12601,614,Rio de Janeiro,FAZER
12602,615,Rio de Janeiro,FAZER
12603,616,Rio de Janeiro,FAZER
12604,617,Rio de Janeiro,FAZER
12605,618,Rio de Janeiro,FAZER
12606,619,Rio de Janeiro,FAZER
12607,620,Rio de Janeiro,FAZER
12608,621,Rio de Janeiro,FAZER
12609,622,Rio de Janeiro,FAZER
12610,623,Rio de Janeiro,FAZER
12611,624,Rio de Janeiro,FAZER
12612,625,Rio de Janeiro,FAZER
12613,626,Rio de Janeiro,FAZER
12614,627,Rio de Janeiro,FAZER
12615,628,Rio de Janeiro,FAZER
12616,629,Rio de Janeiro,FAZER
12617,630,Rio de Janeiro,FAZER
12618,631,Rio de Janeiro,FAZER
12619,632,Rio de Janeiro,FAZER
12620,633,Rio de Janeiro,FAZER
12621,634,Rio de Janeiro,FAZER
12622,635,Rio de Janeiro,FAZER
12623,636,Rio de Janeiro,FAZER
12624,637,Rio de Janeiro,FAZER
12625,638,Rio de Janeiro,FAZER
12626,639,Rio de Janeiro,FAZER
12627,640,Rio de Janeiro,FAZER
12628,641,Rio de Janeiro,FAZER
12629,642,Rio de Janeiro,FAZER
12630,643,Rio de Janeiro,FAZER
12631,644,Rio de Janeiro,FAZER
12632,645,Rio de Janeiro,FAZER
12633,646,Rio de Janeiro,FAZER
12634,647,Rio de Janeiro,FAZER
12635,648,Rio de Janeiro,FAZER
12636,649,Rio de Janeiro,FAZER
12637,650,Rio de Janeiro,FAZER
12638,651,Rio de Janeiro,FAZER
12639,652,Rio de Janeiro,FAZER
12640,653,Rio de Janeiro,FAZER
12641,654,Rio de Janeiro,FAZER
12642,655,Rio de Janeiro,FAZER
12643,656,Rio de Janeiro,FAZER
12644,657,Rio de Janeiro,FAZER
12645,658,Rio de Janeiro,FAZER
12646,659,Rio de Janeiro,FAZER
12647,660,Rio de Janeiro,FAZER
12648,661,Rio de Janeiro,FAZER
12649,662,Rio de Janeiro,FAZER
12650,663,Rio de Janeiro,FAZER
12651,664,Rio de Janeiro,FAZER
12652,665,Rio de Janeiro,FAZER
