,preco,marca,status
950,951,Bahia,FAZER
951,952,Bahia,FAZER
952,953,Bahia,FAZER
953,954,Bahia,FAZER
954,955,Bahia,FAZER
955,956,Bahia,FAZER
956,957,Bahia,FAZER
957,958,Bahia,FAZER
958,959,Bahia,FAZER
959,960,Bahia,FAZER
960,961,Bahia,FAZER
961,962,Bahia,FAZER
962,963,Bahia,FAZER
963,964,Bahia,FAZER
964,965,Bahia,FAZER
965,966,Bahia,FAZER
966,967,Bahia,FAZER
967,968,Bahia,FAZER
968,969,Bahia,FAZER
969,970,Bahia,FAZER
970,971,Bahia,FAZER
971,972,Bahia,FAZER
972,973,Bahia,FAZER
973,974,Bahia,FAZER
974,975,Bahia,FAZER
975,976,Bahia,FAZER
976,977,Bahia,FAZER
977,978,Bahia,FAZER
978,979,Bahia,FAZER
979,980,Bahia,FAZER
980,981,Bahia,FAZER
981,982,Bahia,FAZER
982,983,Bahia,FAZER
983,984,Bahia,FAZER
984,985,Bahia,FAZER
985,986,Bahia,FAZER
986,987,Bahia,FAZER
987,988,Bahia,FAZER
988,989,Bahia,FAZER
989,990,Bahia,FAZER
990,991,Bahia,FAZER
991,992,Bahia,FAZER
992,993,Bahia,FAZER
993,994,Bahia,FAZER
994,995,Bahia,FAZER
995,996,Bahia,FAZER
996,997,Bahia,FAZER
997,998,Bahia,FAZER
998,999,Bahia,FAZER
999,1,Ceará,FAZER
1000,2,Ceará,FAZER
1001,3,Ceará,FAZER
1002,4,Ceará,FAZER
1003,5,Ceará,FAZER
1004,6,Ceará,FAZER
1005,7,Ceará,FAZER
1006,8,Ceará,FAZER
1007,9,Ceará,FAZER
1008,10,Ceará,FAZER
1009,11,Ceará,FAZER
1010,12,Ceará,FAZER
1011,13,Ceará,FAZER
1012,14,Ceará,FAZER
1013,15,Ceará,FAZER
1014,16,Ceará,FAZER
1015,17,Ceará,FAZER
1016,18,Ceará,FAZER
1017,19,Ceará,FAZER
1018,20,Ceará,FAZER
1019,21,Ceará,FAZER
1020,22,Ceará,FAZER
1021,23,Ceará,FAZER
1022,24,Ceará,FAZER
1023,25,Ceará,FAZER
1024,26,Ceará,FAZER
1025,27,Ceará,FAZER
1026,28,Ceará,FAZER
1027,29,Ceará,FAZER
1028,30,Ceará,FAZER
1029,31,Ceará,FAZER
1030,32,Ceará,FAZER
1031,33,Ceará,FAZER
1032,34,Ceará,FAZER
1033,35,Ceará,FAZER
1034,36,Ceará,FAZER
1035,37,Ceará,FAZER
1036,38,Ceará,FAZER
1037,39,Ceará,FAZER
1038,40,Ceará,FAZER
1039,41,Ceará,FAZER
1040,42,Ceará,FAZER
1041,43,Ceará,FAZER
