,preco,cidade,status
8093,102,Paraná,FAZER
8094,103,Paraná,FAZER
8095,104,Paraná,FAZER
8096,105,Paraná,FAZER
8097,106,Paraná,FAZER
8098,107,Paraná,FAZER
8099,108,Paraná,FAZER
8100,109,Paraná,FAZER
8101,110,Paraná,FAZER
8102,111,Paraná,FAZER
8103,112,Paraná,FAZER
8104,113,Paraná,FAZER
8105,114,Paraná,FAZER
8106,115,Paraná,FAZER
8107,116,Paraná,FAZER
8108,117,Paraná,FAZER
8109,118,Paraná,FAZER
8110,119,Paraná,FAZER
8111,120,Paraná,FAZER
8112,121,Paraná,FAZER
8113,122,Paraná,FAZER
8114,123,Paraná,FAZER
8115,124,Paraná,FAZER
8116,125,Paraná,FAZER
8117,126,Paraná,FAZER
8118,127,Paraná,FAZER
8119,128,Paraná,FAZER
8120,129,Paraná,FAZER
8121,130,Paraná,FAZER
8122,131,Paraná,FAZER
8123,132,Paraná,FAZER
8124,133,Paraná,FAZER
8125,134,Paraná,FAZER
8126,135,Paraná,FAZER
8127,136,Paraná,FAZER
8128,137,Paraná,FAZER
8129,138,Paraná,FAZER
8130,139,Paraná,FAZER
8131,140,Paraná,FAZER
8132,141,Paraná,FAZER
8133,142,Paraná,FAZER
8134,143,Paraná,FAZER
8135,144,Paraná,FAZER
8136,145,Paraná,FAZER
8137,146,Paraná,FAZER
8138,147,Paraná,FAZER
8139,148,Paraná,FAZER
8140,149,Paraná,FAZER
8141,150,Paraná,FAZER
8142,151,Paraná,FAZER
8143,152,Paraná,FAZER
8144,153,Paraná,FAZER
8145,154,Paraná,FAZER
8146,155,Paraná,FAZER
8147,156,Paraná,FAZER
8148,157,Paraná,FAZER
8149,158,Paraná,FAZER
8150,159,Paraná,FAZER
8151,160,Paraná,FAZER
8152,161,Paraná,FAZER
8153,162,Paraná,FAZER
8154,163,Paraná,FAZER
8155,164,Paraná,FAZER
8156,165,Paraná,FAZER
8157,166,Paraná,FAZER
8158,167,Paraná,FAZER
8159,168,Paraná,FAZER
8160,169,Paraná,FAZER
8161,170,Paraná,FAZER
8162,171,Paraná,FAZER
8163,172,Paraná,FAZER
8164,173,Paraná,FAZER
8165,174,Paraná,FAZER
8166,175,Paraná,FAZER
8167,176,Paraná,FAZER
8168,177,Paraná,FAZER
8169,178,Paraná,FAZER
8170,179,Paraná,FAZER
8171,180,Paraná,FAZER
8172,181,Paraná,FAZER
8173,182,Paraná,FAZER
8174,183,Paraná,FAZER
8175,184,Paraná,FAZER
8176,185,Paraná,FAZER
8177,186,Paraná,FAZER
8178,187,Paraná,FAZER
8179,188,Paraná,FAZER
8180,189,Paraná,FAZER
8181,190,Paraná,FAZER
8182,191,Paraná,FAZER
8183,192,Paraná,FAZER
8184,193,Paraná,FAZER
8185,194,Paraná,FAZER
8186,195,Paraná,FAZER
8187,196,Paraná,FAZER
8188,197,Paraná,FAZER
8189,198,Paraná,FAZER
8190,199,Paraná,FAZER
8191,200,Paraná,FAZER
8192,201,Paraná,FAZER
8193,202,Paraná,FAZER
8194,203,Paraná,FAZER
8195,204,Paraná,FAZER
8196,205,Paraná,FAZER
8197,206,Paraná,FAZER
8198,207,Paraná,FAZER
8199,208,Paraná,FAZER
8200,209,Paraná,FAZER
8201,210,Paraná,FAZER
8202,211,Paraná,FAZER
8203,212,Paraná,FAZER
8204,213,Paraná,FAZER
8205,214,Paraná,FAZER
8206,215,Paraná,FAZER
8207,216,Paraná,FAZER
8208,217,Paraná,FAZER
8209,218,Paraná,FAZER
8210,219,Paraná,FAZER
8211,220,Paraná,FAZER
8212,221,Paraná,FAZER
8213,222,Paraná,FAZER
8214,223,Paraná,FAZER
8215,224,Paraná,FAZER
8216,225,Paraná,FAZER
8217,226,Paraná,FAZER
8218,227,Paraná,FAZER
8219,228,Paraná,FAZER
8220,229,Paraná,FAZER
8221,230,Paraná,FAZER
8222,231,Paraná,FAZER
8223,232,Paraná,FAZER
8224,233,Paraná,FAZER
8225,234,Paraná,FAZER
8226,235,Paraná,FAZER
8227,236,Paraná,FAZER
8228,237,Paraná,FAZER
8229,238,Paraná,FAZER
8230,239,Paraná,FAZER
8231,240,Paraná,FAZER
8232,241,Paraná,FAZER
8233,242,Paraná,FAZER
8234,243,Paraná,FAZER
8235,244,Paraná,FAZER
8236,245,Paraná,FAZER
8237,246,Paraná,FAZER
8238,247,Paraná,FAZER
8239,248,Paraná,FAZER
8240,249,Paraná,FAZER
8241,250,Paraná,FAZER
8242,251,Paraná,FAZER
8243,252,Paraná,FAZER
8244,253,Paraná,FAZER
8245,254,Paraná,FAZER
8246,255,Paraná,FAZER
8247,256,Paraná,FAZER
8248,257,Paraná,FAZER
8249,258,Paraná,FAZER
8250,259,Paraná,FAZER
8251,260,Paraná,FAZER
8252,261,Paraná,FAZER
8253,262,Paraná,FAZER
8254,263,Paraná,FAZER
8255,264,Paraná,FAZER
8256,265,Paraná,FAZER
8257,266,Paraná,FAZER
8258,267,Paraná,FAZER
8259,268,Paraná,FAZER
8260,269,Paraná,FAZER
8261,270,Paraná,FAZER
8262,271,Paraná,FAZER
8263,272,Paraná,FAZER
8264,273,Paraná,FAZER
8265,274,Paraná,FAZER
8266,275,Paraná,FAZER
8267,276,Paraná,FAZER
8268,277,Paraná,FAZER
8269,278,Paraná,FAZER
8270,279,Paraná,FAZER
