,urls
0,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=2zmLddWaf4glBCzmkJHS0kV6oUuRtxBgqN5%2FZ6fGr2z1xlgfPBvNiF%2FS3afV%2B9C3StSi%2BMDeYTVlW5fcOa12iMsAEFsT06BqL4AoAiYhxyuxxvi%2BVMbNNZZZ3h9bobA7vAGFDextY70dujY43Xi7jAEbACN0f4rN2aHxbht8w74IOZ5qMGe%2FXMKMJWl1zKKeyNhktrk09WKoqu%2BRaecYZrEehviPMvTYiKvyBJ1Hp4pTYOhlBPeFnAlTr6x7CiKYWO0jXCZ3dj1OZt4I0H5XlF7RfKLk6UU5LihHOQyqs7sraSGYFHZmERrBpIMvZ0uSmvjzpHGR4eHeZw5if%2FL4vSXG1AGsbdJKp0orSyg4RwtozvuOagGMdjmOBW2kK%2F8KrgBmFqOoQVhlxzPV44jckdnVCIAZuq4y0ovTxlMxNsS6C5m%2FM6rOEJZpmJUJjni7pQm0%2Bx4gldPOdq9WAjouJHYG2dxAw8EZp5UHEAAxJoN2QTDbrA6kg%2FLzW8WtSg%2BV3qMBZcjdg4jPbpi8f22R4HoKJwir7NChr0mPwyfRQxsEpjCQMEioPXfBeuHRtrK3mx9fQGrUVeoS2HZgVzhfNMP3Uiv2PIqDEK26KsbaQCL%2BG0e6RSLzc2zbOmMgr1Xqm2IutfsLxSUD3%2FThnmRqNpWM8cn0ljJ5tdcyuinXDwjgkP0eHaUw2pG596dRXAGvnaY0d7W0mf2cjTpsqyqMb0T3Rr1VSmsDveupUv96dXXIAsXYrlca%2FqSStd7uN3luZKf1KWZ7KTW8nVBVn4c2talrw1vlFamKdEihuRRubF%2B47OJJFY0kGc74%2F3XwFXhKPxscdNTHv6P%2F016joWOTIiz7any7VndtRYWXGKZOim7A%2B546xnzY8%2FA9ytc5nBSWfHqeC6H8VmG7iKzth3n%2FxZzb7rADCbUSn6wWfXsbAEGIrL4PrncNWkRCJ2u7o6Np%2F6IOd9ztKN7Hr2GMsuE0yjYdxWLh1lyjPSUQHrIWslwF2jOT2Xsy%2Fr3ibN2IaQ%2ByJj48zWmST2hkGDjUVYYIpZd%2FChV7FmUoFeCaJ%2FgnTpYJqfU2RIsP1Y9x2WmTa1raRjcurNh3c%2FmCxIVWKzUuujfeytfkFshk%2F2LLQPvJEemgRqj94GFzMBk43J%2BY6SbS0K7pyeuOsaXU5kMtnxG9C1GCAYOwdwbLSXLWGBsKuaYLeVb%2FiPMt3o70E8wJu7qvKF14GbK%2FVn3Ld1Zn3Nku61GKqQSGhUCIlYu3ktQm2yWIeFHXhYlFtx99aZIx6RuU4Eoiog0pn85S6IvTiZwWkk8EyN9yWiqO%2F6bRw%2FJmfNgg9VjClsWC2qxeF7durill2aCBz0udVQSV3TR8UC9u%2BdpK33S0%2BdRvEGhiCRUPlfWFsvGTkajbpaGS88z97QToJtGlhlnDFJfrMHBNECOV6yTYB1FKbJylzIC4E8z5Y3EYVHkxQWb5wavn1OX7pWHfgnWXttSze1pL%2BNHsjX012RRFO0U2cdTTM3y2egnHtYSzp9nTVv%2BfrDQYvS9SHWFW2QfXlTCZtDKcJM9qSHh876l9CbiLyHyCdQDZjSQpGvcXA09W5LHfEr4kmgMhv2O2W%2Fhd%2BoYLV4ySoyO9zjsisoX8YnqeI75AVqrbRBoW2Y%2Ft7lorHT4aIghWg3tsq7ytMfbz92XorC%2B9pncjrlwBuSs%2Bxx68YmdBpxA%2FzmLh%2BQNymjB1v6ItB6QHK2k%2BtP2KKAPRpmeAfU9PAQqtgLkEtdcwe645k%2FawMKrZiz%2FZAiyprY83RUhMUfhyatdV7CifUoZ12wmhGJjqftQv8hUoD8d%2F8JYi8zlyq4MItbAY53kSI8xp0Bjj1eEbNCUMoOVBkMdQMy62ov%2FNjHpHPkJrHPje6SlUJ6zfS05d5VoHeH0mSoPiXGrmMOA8OlbjqF6B%2Fjcjq%2Fg15Ps2Lf4RSmiL6tHrSr2V6MRmWAqsjxSjcWMx7K2ShFX2xoGZdPRGFs2EZXzLmtjeD3d1j9rL6EGRq%2BRi9%2BDWOs2GIxy3Ds9KErHTYf3A3iAEFfWbddNC9Qm1VLZmuLOXySv%2BfKs7ByrjiwbG1dNwh5%2FEnWbhyAAcUGz3Sd%2BpFLcqHd5kKLeEGvDOv8LeHeka3gmPISeVOFh746DkCFsXmrPDp00r5QBff%2Fgouc75ImhxCYHjT8W8g2mDw5spZpO5%2BZFug%2B%2BCA43Lag%3D%3D
1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=eXY1Dw%2BlqUoTLQYifc1SDLPZ8pspiOMsE3KekFVrdBpkSECokPdBFUhzhDAVxisIvWiBejS6hJQWGQkiITL9m7aS4iFfQT9NhX6Jh7UDPHfdhzxhli76hKXE4BXaVhkoJlKiKjKVrhzs6QQmbsUhik%2BG2gP0uxFBsMZ3QMd67V9rZNm8Mbv%2BF3tSjHiPFhloddJmkIVr%2FAme5unTfuK7jlLVT23kAvSeK%2B%2F31imkh%2B1NLcssijXtUqLfvVJA0Cgo0ZWeJfhBopV6aJMDVELap0wCiLcSnVg9l7AyGZ8CvB3qna6iMzHJYYlCjCbDOjdjUVUztxJsntppObqYV0mHI9%2FYAXlr1qPB9USz%2BPGMNFD1hWsoEVV3rq8x%2FPZJsbQakLo5kCBODTWAUiWEd8wn0zIcJ6%2BlUnrOy6gQaChBsGms%2FrTfzEA0EpZaPpCokF03ccrTQTuvyLiVkb2dgsM4HELP8tsLyBO2%2BRr76ip6k0he874zcmQGygh9BNJubv9vZvjJFcmZYJoiR0TGs2V1ViDtsOamUq1bTjRIusMPGtT%2FEJkuRleRdtzNmsBVyH1q3volr6c577fvct8oWLRqKoyr389z6kosgM26uIqiDyg1FYgNYEE%2FOYsLtk5v66VAmma8lrizynb0Gju4xhfaHbyx4ZnH%2F6oick7CLRrt1k2C23sE09dy0CxL8vsXbQS7ZdViJQWuKxJwA1qpHJxqeLWbIjGioD1gxvPa7qll1W6PcEItlzNpCu9HOT5y29k7JQ0ZNmN9osv6qPZSk4a9YqmHSlv2jp818%2FPEITnrsLc71qjG1w0BMk9V0AlDczay0GjZ43LEwzwe44TtMCcwWxgiiDqd%2Btnj4d%2BRtE2fXw6S%2BnWksN3W%2B6JeGeHpXjnWihXzWb8ruZBewl7SM53lEJC%2Fyev1TBHAbmk%2F8my27qAcccK%2F00mKNhv77clZKHoiHOx5iD1eeXpk7nB18ICHlLB3kFn1QLPo36SUqpqA7sMOwPmikDu%2BF1zd%2BkX4uH4bouduowPMpAvG%2BN%2FLzPEuiB4VMRp49VT3X9Elmwf5c5%2B9KZ0rIzw4JCN8ZOahX7Z9vz25sZrlaN%2FrBHMBqbwLwW94xN98yVUZ11rlNY8TdYLo9BerabfKUCXQmjlJVwhiNFqp%2FqPtbvTYGBu6Lw7soC14uENh32nfSkY8dDZMCuLgpcle53gmdnakqLhMvuVDw1c5u%2BwoGJakC52q6%2Bdr1WQhyDkUKfb3C3w32voC746PAWQAfLejDOUvM6syk5h%2B9aKkz41igg6EDBvxVX9sXsREaIP0fXryC0Mj4eOfYZsEl5Us3JbLVRA6vx3bTYop4B2Fhc3t3%2BpkpcCquvtAc9h95rGQW4YC4mXgvrX5vTZ5lChb8ItDV3CJXL4bAL%2BV%2FLYG231tfsYxdGDkIct7kFifnJQ95WWv%2F38kOdobYcfJKSeEn7zkgmp%2Fp4LnBmoU275t%2B0vV3efhV%2BHiaIyRAlqEGCq%2FVtn9nhPZdolQqVooT1iokm%2BtTVtTWMwJuEIlFu4s1iUwOoHRL5V9S0VQNmJWxrTFheUs9KYfxapuSJbzZB7I9h6FY7eqT8nQ%2BuKS10lKnuMOJ8XaBTcWho5yWB2Snu5QciPx%2F1bbZNQDxDeY3mj6XoAlgAxmL1ebt9xGECN2gAtDcycZis%2FzNCqYiX132DbZvQd517goxpJtRdprt6M1H8nSvnSzemVHgbvHNpLcr0reKT3UN%2FKnhbSmC6XC3BdWS7fYzB2nqMw5dQop6u0jAP69O0IYrVUKHX5iwY7hfWoaSfouya5vHkmanhYN42MRgcYeUsA%2Brqap6w3F4Q%2F9niUS3dGFCY3Iv0E%2FAZWcGy0n1%2BmH5QMxeU3x%2BejIjrEv%2FXHC9AcyrhAEpkStBo4hebTDMdBXsLg%2Fh2ddQGiZHjsgpIWL2FdG7pm8qBemta4phr1f5XJF4rOGyGiaYOuRznNbcsF7LM8VzOZokZaMbOKfiWdwUpPpMOFSVgTn4x6kALUP%2B8IZkc3Oy%2BcoTywm4giy8y2whvJlPKqlyuLkiSkK7KAu80BjOqaDZWvHIAWbayZNUjBW5WrYEVk3BKUjnEquVO3gQdDWg8rp566hDD7b%2BSDKTQRNaHHPsTTzImN1B2ISgPpAtdPHWw1Zg9%2Fdho%2Fa9tfAlDGasPFMlL5rceD5QLaWtk02BBgbTRo2zeeoXZLh21NNvsyqFd0KAwkEW18yqSJymw%3D%3D
2,https://produto.mercadolivre.com.br/MLB-1897072435-bico-injetor-palio-1015-fiasa-iwp065-50101302-_JM#position=3&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
3,https://produto.mercadolivre.com.br/MLB-1747642192-bico-injetor-pajero-tr4-iwp030-_JM#position=4&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
4,https://produto.mercadolivre.com.br/MLB-1786298357-descarbonizante-car-80-original-kit-com-6-unidades-300ml-_JM#position=5&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
5,https://produto.mercadolivre.com.br/MLB-1786320734-12-unidades-car80-descarbonizante-limpa-bico-tbi-carburador-_JM#position=6&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
6,https://produto.mercadolivre.com.br/MLB-1864475748-bico-injetor-s-10blazer-22-mpfi-98-a-06-bosch-0280155821-_JM#position=7&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
7,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=P8wF%2BFzrx0rH0SOz32bgH6NUBeAgdckaYwKzCd0yL2Jh8fZIBdGaQ9caJ1znB0sb5Zqu3xlfCNLhaVMHXsuC5mUS%2ByUVbg5gn4SN3LC9LmTPtcXaUHQd1Zyi%2B4ImkjBq2MVGI6IqiXE1AAUsvS%2F4cqwzfW3YhB244RhyvQBT3PRGQTIDb7PN7nhJW3Mx%2FPKkk6ueu6zRPJ8ya8v1kJV0RGt6AGVjPmBQP0gPbInPSDF5%2BwBI5XVEM%2FgAgDvH4%2FfrRE98t7JfgOYHpWQBk9m%2BK%2Fz1IAsIRXvYNU61SlNdCeNAqQCt0OAQIis8j8pxyoGRQ4lKr2OWDe2A9VxNHyfRN3%2B%2BAgPJk3cHB4sTE6S1%2F47f4UnQVbXRPfdDZQXMxlbFOK4QDUAM9hnRNMK0mYf6MYkMmVtu9zSgtmiXDYiGvLHw6saRliKA6n3Vkf7qh8gzuiN3qRtMlLbxGx0ukGS%2BOnXNvkN41dvzHbhqJHXl7mf0opz0iBGfSCwGjpmKlN1UizfYdTlsD9fSszWjMppS5llOF1aSb6ivKqQ806F1Fpefng8y1ivoscojCJy4Bzq6LVTkE%2FAeIcL8IfFXDOI0qenwzL0Gzg%2BIwMfDR6SxVjq3bJ2Tg%2FWU%2BEaX9zHV7ECHNlW3EiOoVu%2BRUS%2F7ICiif%2FmOBz8Zun7WfAW07nwAlrelE6Riw%2BRCuhKz7IMPUpcIVZmr0jJj7OFp9KO0dtwY1gpgHTVyy%2BAjFxBhNo8FVRY4LZNoWvll3lyEhiix2xaNecjcZzcu70sugWBlcufv6EFbh5zJ%2B%2BpGRJMnRwuCVzLbadGa6O0TkKLp2vsiDTOeslqInxmR9rbsfXLW2Ey3BknywPe%2BbZFi19TgGjwd1BOFr1%2FWSTJsWcXvOqedpAKuYP%2Fj80fOwzam2ufLxOaU8kaDHrvkCG0ofFgKLq0CyafGPkO4fNBcCiTMBD0K2k0K9Cl4tHKw%2B4z9rQCHH2aljI3s2WMAyU6liy6qrxdo6gtklF887TFSBqIOIHfvJgbI5Sbs5w2WzjgglO3153ky0VsDdphToq%2FKVkKtMB0C5gxkUODsOrsBd49EulkpvQufwFSaqXZeY%2B9VhSWhDc%2BKsENHhHrQFggB5v9MN01vxK4ftoqFj8IwQOgAqbLapi2jqTzUGP3HNdAIR2Z5QAYbNIhs%2F3GVIcCZ4EGM3NAUW%2Fy6XEG6qcwE7BXTYWJPJzmkhoMMqrr3fPeyp6TrQsSt93tzmiWA%2BucMXtETZEpNXFUccrPgu2V3YDhjOCjkdXW2BKBtT%2B%2BwihIGubTGpEuu6lBLmJikLV0gzQqFZbfMv0j9hop%2B7FX88G3RKPi8J6RcplMmWkr7TW2XFP8f9tIWRXRGebNBX7YHBsSTM0Rw3bP4DB%2Bx4qJ4RuVNboc5sliFZqZX8kN%2FrCcto%2Bz55TZAOfvn7iI6bwa1XK4QINk1gX%2FEiGiV3HRG8KdtNkr8feE98ic4IwVeNlTdYCJweuEcYSFXtHzCke7TPn2C6wm3ybSOs9ubcNdEveak%2B7t9SHJ1Kc2aguWXlBlaWnxbUFYHsu3Zl8oDUM7IYmoN1o%2Fke0%2ByCEX4C9j5Q%2BeXLkyWi8Q1VTF246sZ4cokdpWdCUKW3%2F7L2C%2BvK2eAP6gTQPTejs09yqKVQh7tydMo2%2FeMbD63HlYM5L0ABGaLCFjQxcsD5%2BOI0F21neCsC3%2F6kU4g7EBDrOH1bdXW3v3oG8pbxd1Y5%2FBn0kzbdp8aKsGrQ1Csf%2Fp4MWLLpcumslaoFNwBy1scfTlde7CUKTlSU7Gg%2BF5oE7zOilmSAIQsFAQUItyP0V11WMzPn4RA3uF2BJaOt8hJn2far2Ox5oj%2BrLearDkhnWKg2IjmbUsXKAXJTSbQTx6J87VUtLVx0wS8yuVrCaT8xeND%2FMhA11vXq7JZ9vghLxRvu6Blb8hD63MrwR2iC1UHv%2B7V9IZz4SmA1qfFK2ZfYxp9YQQcbaR%2Bg%2FyUTXKLkIAWb%2Fw9brnfQwpePD9GEs3UwrpAeMQ1PRFU0GzpWSJjXPOaywzPSmx94iLtFDw1kn4Sfd2iWXESlvn6397UvcgXjsOFgK7bXFH3IaBDY%2Brzx6NQViZOviPmKkGgLa%2FbYjzOhgz7xImKef9TtBAB7AC9kwdLA9cpZhv8CQyokipmqDvmbFj877XeUdQ8vfM5y%2BnxQZ4j286LLEXwSvuy0h5ygVPf%2B9JS7dkKkjWtqCDLKYaw7WLZOYA%3D
8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7PeYmGBr2AIwBIpS6H6qPREJHaqYWdgosMqxYdpVSpuhAJVWpF64jys1D3B7D4uDjSg9hnCRKnUZMAZUnemYsXuC6hYHUUnxx%2FEIzA2A2Fjwisq39bsmGQJxrF1%2FunIRDnDO23%2B%2Fy0xE6Auos80lt3BXvbcAe94Cte4f7ypXECxIz0uUi2dH3kHj9m1rbWBo5l%2BGCX169w1BNdxoxS2jjyIRBBxhxaLhLL1kIv%2BR1qIGWGQkx0CINU1dkdv%2FN9hSBPYBlnfx2CZMZsbZg%2F7q9LdL7TFK4Wh4Z9B%2BlL77%2FNpRR2GLMyy4F5RmF0J6THbE1EmnAa5tlhbyN%2BWYIIeePlJ9rQH327syyo%2FF1DJo%2FRobZOp7%2Fd7sfYOp70u%2Fli6b6F8NItOcPc2TVUUIInnczx%2BJa2ipudN2XO3hV4BElxNp2R84bqXwy3BP5DV%2FI7Pp4vNN2wZkwPGrC27ug%2F84rqwzlMU%2FAEsr4KR6GEAPXA36x%2BAM1%2B7s%2BMJREDzUGbT6xysFn6X35L7m%2FTeSkyGx%2Bi6JV89vqRyU23ac8lG1Qjakf9x4KmZBk6HpmeqQ5fHnnCknZPt%2FDGii9pEm%2Fl4j%2FsiDn4YJIvJCke3xScwHINBqjYUSTzlgsJ%2F8YC97qmMUL5DCFy7Gl0ZUx7d4Aa6gUy4uMhVy2Ev9mwTbJ%2F7L%2FIrss%2BQlh5vAaXkgTje5r5pX%2Fbx%2BymhwtmtHLJyzj%2FXYzIDVGx1Rwx6xGdwDUzbIYC9fAL%2F209%2FbDrO9WM86YC6nDqCmki0ixL10gUBjTIJOKG%2Ffrt1bdlZUA3d%2FQxWmA%2FuPkHoCVNEglSYnmq%2F%2BAyDqGOfVGVkEKOKKd7VU1gLO9uVLt2YdNIEBghv9S0ezQ4MqYchEfJW%2BNuYBfb0zMvPUUVZ8%2F%2FWa7xiZEh0kfB3KWLc%2FyCKWiZgSIa8X%2BAKFmQV6RtCXHpCta%2FQCL2K8fupX2TYD74WPK9gWxsnwqaeJbbyrrCOws3lLusoDYQR8hWYBP19rnTz%2B2g8951m%2FD0CICPTP6NAWurGhIV6KZLk7FjruR4wjcRsSLuQUisDWr6sh1j3sX%2B3lbRhUc938JsYt40DdGctux6Wxl%2BilF8wsx5TmZXonKxjVr2q1tzG7uwcRe%2FVrjluASGcO8LWU%2BW1B8xCj0E0ERcO%2Bz1y9Mg5IVmHGJfuqLIvQUbW9XxRsron1NSiqkh5NO7%2F2qYU1gumEhRMsAWRmqzt8ym2ffmIn4IGdZHURcg9zKydbRihGRyukW0cgI9P747Wj0QRcPInpzn%2FrswTxzgCvE%2BKc3mluNcD7PLx%2BUtquPMXlx2YwWhfb1H2VTy8mtmHYHhZmZmzifUyNbsgsnrw5Tu6fAI00Hd4EpM6dRlK60z2uGvTq57y%2FRAqvmo5boWlBgVHfakd9ZeIfekvsZdZubsrIZHqixQ3vhfeeR9SY3yMxhLtjO%2Bj0ZOXr4IDYDnf6UuJPgjeZmMOX2blSRof6NcSbJY4nPKmr3dOiugRzguSxXB3Opc%2F8%2B62rts4PaZU2HYCk855QKuBE3oV9haC8qnwciBrTXkT3tcz1BiLSmWtkWvWcTCSQU6Bir4LFm8p7INmL84x4aGZXomcC7mpvAQrm7%2FUN6kli2S2epdxZdiWyBJEz1kiP5ksjhZii0S5E85IbtWy59EOIxJHt0JAy1RTiRC8JHGluXCu14JqB%2Ba52VcrHa2wqZNPF1qwznGNz3wq3TdtiaechIhr28cphwneA6g9v6nvcTlYMR5iHhEtH9hqKBoXQqkyK6QStmbgAj%2FDJ%2BcMYCBpw1gfjidFVsUuXbBdUO%2BKKtB%2Frn0hM7kfRN%2FMLRTFBrv2MGGOOkc%2FHe4nOawxuOeD5b1QFBlw17TYWwOMr5tdAoVlMgPvlM5GId58ObbWpIZATDQEiNPkAq8afgfDxnoJ2dKGqi9QvGNzFWWjnv0rt%2ByLIUuDn5jg7%2FOGGxfQzY4kzomomFGWmPU7XEga7ZTLzZ5vEA87i1pHKQPjX%2BZNSQy3ESuXVaI8U66A6ktCwzLrAdnysKSNYhmje2aELg6eP6t2PhU0U%2FWeaDyXMoXF%2FsdgXjk2vVwUWNKIMZzP%2FTMEub13cM4HFsIzsqI3%2BAqvzP0uX8Qay%2FCRPsxAC81m1gweWwhAj5OPIzzdBQUiQlKxVW6yLW6i04aVfTxSfypOhxWCQqqx4p4jt0h87wpi1sPnVSsHowwDPspZXfSL%2FEupzCGOHGKRB70Q%3D
9,https://produto.mercadolivre.com.br/MLB-1895498832-kit-4-bico-injetor-fiat-palio-10-13-15-96-97-98-99-iwp065-_JM#position=10&search_layout=stack&type=item&tracking_id=d788fe50-2e07-4a6b-b4a0-a8b824838e2e
