,urls
0,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6IvXvTyYQYoiHlaolboPk84V5xOQQNWgIuQ7csNVPWwuDiHZZaJ7%2B0Oghx7Fy%2BTr3mY7tKzaph3keDmpt8wK%2FbAvStiYg4i%2FbX1KDIDWyCP6qDFyjFIK6oVHIP5%2F8ZJeGYsXV52HdqqZub1bYdzSaPphS0GmEGISnBpP%2BCgzz3cjXBVO23MA0Msui%2FdHWBnkhrJ49GLuKIiPc%2BriRCcsZJGQpYYOTXzTKEVi9ajFZvyFdj3zWPMCcoG2IHd2bXyeZV6bQSXxT4KB5Kw4xz22mIuJFWqlA37Plp3ilOiP8o1q5ijxBDzLm3LgpYupXGmUgho6VjGl095uRbcJu1f1K9Nk1z3XaYcfTdH7%2FYwNV2urpqqqR5ucXGAAKaIL9i%2BLnYmn40XmF5xW3HWwS73BZcBNd4t7Yld9B97rfkkjqStWq27SEw45BvJmT%2Bf1LnFwgPwRbRuDCaRP5UFGiza8hzezHq1wvnYRb7ThfSiymtAzMwqYk7b49PjxENFEn780cDBp1fxQK%2FlmPergUNmGU2p9eyrH5MZ6iCaQPMBHym6L5dOvA8Uq6kdLeM0QhTdUBPrC45vUsO7rKLRGE28yYqbio7C44ZGo5DYP0mE525Q9NwNbdjOak7HllVi8zkra5R%2BOvgZ3gy%2BVfW%2Bio2xmAtwrCCaWKGaPq%2FjTn1l%2B2DxlJOQ1BYxggYIN0vlLROO1CXs3IGPO3d%2Fsc9OvWP7%2F5J9VODP3GBEbpHE%2BRYKyZp%2BTMnDe2Av8QI3R6yJe%2BXcQ1G1QBnOu8Q8IaGJSNlZ%2FsjiV%2BkhiZLwFB7LoJVg4sB4fCfLBPwP%2FaeW%2Bvz7MHW%2FOe1QzB86%2FIA0LWomVrVYSAb%2FgeNbp2gngo9WrdxMOjEXGLRQS3B2Vkr%2Bqwpmsp6r4wShfJ1ju9Cyp6DG%2F3sFbc0in2dOc7vegjflDlG9vFpbVu%2FjS4f%2BOuNEiPtiEkGmUVl8iB6BdhLa20pyM%2FeHkHrwJDHlcb8duux9IiAbCWiGqalA5eRWfNGSnWB%2Be%2FkgLdb%2ByYvb2ed7INYYMiTc4lmjqDLz9hnTeGNAuabyoG2UMy1RLg6NNMA2IR7%2FTK9cLe2fMK93GqsTcm3TpdbCRP40c99Ipe5PjGG2tcBQk8sdodaxSMhkP6XjKPMYwKuDslF0%2BWSuW7zUBt1eSYiq5X%2BaeUWG9gbMqCRv4Kh18zEkHR5YnfywWNJngMUTHHwfYvdbef8zTZSxHXcazRifTPE6f%2BP2XcXFfWxkdG3YGJ1%2BwuEMSuBHqGDf3atKdu9hRbbVHB3xB%2FcVwhXmQ8TwPaX7tpvz6hP0ohd2dhyLesQXrQSvagnceEm5Hz%2Fp6HDSVYzf0hnQYI9AGYGAdBowYpKfhavPjHa0iwf57pt0LbqP8hL4YrWZwRTtf0s844FjiFR%2BTE%2BSuzp%2FF4zmpzgwRt3XH62GgliqZHemnj7rVvBqR3vlG0q%2FKqq%2FYgb%2Bzz0bMAqhUNn%2BvQEIQa4ylc%2F4mQw0N9ByyEthAAQ9PX36D6r3AFI1twm4Le5Lgwbg5JEXjJtuclC%2BWwN1JMlGHFhlp4LwqZJiIlU%2BRMSAoTtRu1MGgczz0HrrB2x8KUiSqBEIiLSZkb8VXTOok5mol4aQpvGJ3rd794iIRXMAbv2xZyEug513VT1CKxd5y9oYYSrXNMDZF185zNEjkMKj42VUjBe4odbONYN0fvH0oE8WZolpHx31RW9SWEX8n%2FN9A1kPLliKV4G%2B%2BH1pnGnttwMH0tbonUz9kq%2FZr9T3K1spNRgcO7095RTsNElf24hGgvmhIdkaZhs3jqE4RJYhLtR3B3jNtCoT4LJVkzmarEYSqjkYdlYoCSJdQjIFrdIqhVLk4Av5iMF%2B2UWu38ibfro4PAqKgUH90hiAF7VWHu%2BAT%2Fp9ixqgACfB5IMNB4JbeQ8H9BBdzgGBRAn4uVbXWjMKplHWSCv3zdkYmkqFcas8V8qsvfVwTXtej5F8q2QahyYG6wGVTJ7z6OOi4hgxc3rEV5nr1YDkZlEDioXwQL8a%2BeVBEYJZFWh2NwyLhraQ0MZq8VBVqcwc7s%2BsZdq9dbHlshfj19II1pmlBayVeOBzZiAvin5hdH7XtTNKAVOx1PtBUCSRaSN0EFpZj5CSnAP2BWr15EPKLIfR1NreoevPy0KDjQVmr0rjkqgnLLH79yF2bjEUEET6oHXvMM%2FHxzsYjyp2ZciOZrId6G1X%2FAA%3D%3D
1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=j5bsEX%2Bzx5vpEgrwPQs7s7OcNt11EglWDwU%2BteW1g8Yaj048%2FTqPXFrozksDBBw0GRbCtckwZbRTZ4jxEarm4%2FzxKcDKJEtMP2y2wiwf1ySBf1ejS%2F2IiFUxCZK%2BMLf%2Bh%2FyyBEI%2Fs3ziIELmuZGrVZMwJTQ0MQJI5zSiKvhtpZrvbG89B%2F5TZ7K2YoneEvrZxbxrQZNliJUwKRX5%2FxOA5Aq%2BLkVNHV7A7G%2B5iVPXLgsa5gJ%2FcvbVT454K0cfmxfWJmdaNqLRboUfyOIkqeNoYDOHPaaaQBtc5Y1rIAN4yTti%2FPUvc3ye4TmRCEPY4sRYvOxKcuOgsx%2FKvpc%2BlUwtTDJhYpvBOwdInQCRI7d28UvM4YU6bAXZJNLKCQFhTUHmmqSyO1TSaMLP4zuzONEUrvNc0iAHEqUdhq88LTeNaMP3narTCyax9Iu8wS%2BXQJFOvZeQMJMup22VqcpmsiY2fOJSD2oPQEScuGlSN27LF8CrMkT0uxlup8F2ZZ6WgpCrx5E9IOLbj4DSMh4gXEyvlVKBOND%2BngeRLpC6RDGYWyYyAibFS0T4n1lzbiwuCX2qqmW4EtFcpaPPIitWj6b7qjBeOQJhOg3ZGtHpzJApE4RvAEQH84Ah%2FBQIDD4w9oy5BnkEj6LyCQVnbTy3yhUDdX%2FHgoAMcxI6jiw3R8I8o%2BX1%2FWPhAeOF78%2BRufxsau1a3cisH84uMgASM%2F%2F43Ra2YFqWL2Gpu4zfducP9H2BstZ%2BPbvP%2BFKUFv%2FuPHn0wFC%2F%2F8S6LKeHiT1fKnfXGcw3uwXiD8eSCHa8RM9Peft7rMpBu7qDi2khV28c9b1%2FoB6R7gGGjvKlyb%2BkF40DETc4BKxN8AvLBGC4Ig5uiQ%2BvCICiWCHG2a1cMbpr7khPT12Pz3cztbZKxUzWCtGtUtj8n8p8QrieYp1gUgFT0T%2Bh7cjmX069GshhNDkcPV%2BOiTkdtp3OuGoy2XiGgL2WsJYdzdyW9MnbMvezinCtojk34gFJCWgiRb9Z2CDGeJ5jU8ysDtOwL3FQIRwzdpU8kP59REFj7F7eJSHvATAKPiwRl%2BlHd9iKqLjnlJ45fOFvbEImji6l6hI7OAw5ueG1sdjpZ2rFaaj1zMZljgH4sUg3sOfTgyqtM4XRYcB2V%2Fwchqnoq9nx39hPpz73Hl4ZCbB0N%2BMY%2BJBxzc5X1VbjHyTK40mxCpkPeBhuLcOLO8j69CHXVxjgo7p5Y9G0Gb7h0URucYFsBVZ%2Fn%2Fm2pyrPcYUed0Zvm9FvyoZrNY2lL4XwYpEj%2BpoRO9PMcaIdYvSgKYfl7rlRRflEfDCkzcVGYiZvUFEqULflVqK1mzXXRmsqgdNGv61v29mTtC%2FbCOVDjcQ2SDN13RWyDCpKXT3rNQxvxJHTOgpwvWC11PRiN0eSiwC549pD1Xivq7XscaT%2FG3mh79Cu%2FbervAI1j2r%2FW%2FcOm2OxnoYClVuBzgOfZq%2FFtwKvW0NnNYUhlX600tKinI9p%2FPnH1hi%2Fd2hDnt7ZV7eON7hcZ5qWSfmQg17RpAf5eox%2BZBES4spE6GNVDLnugyuVeIH1Va1P1ELltDbYFxtnTvszG21a0A9qGEmeh2KHPHyPevRb1EuIEbvuH%2B5BICLknnSKWa6CjhagPBAMCwu2LiaGtTWEoiK5%2FP2ybhRJR8ZQ%2BHp6H6%2FdzbqChQwL1jhz6vInxyTrSJXOZYVskS0uvIOrg5YdV93lbJ%2BAcSEkKpoDO07jFzK1SNB7FJJ%2B0l4iWeOUNEiwelNZ0mcZnIsu0n79SfY1xl1GfxeBCRcx%2BT7wE6EJtJxoL6RJemu9w5uAJ4g8szmSfiMre7Nx200diNORNt%2BrQ1OJ5tuGBGES8ZPzCMIqZZnlACbmkOrGtSvYSZgcvXXSwSM2eo8AJeyLoTZG%2FmQWE8TMLcFzIvEvuoxGw12Dns1rRwlSoFGT4ROgEhq8ljMCei8R0LSgG3Zs5zuiGOufPK9yeFmEfQsC3ygWPE9a84EF1HZTmt4KfZIEObNQmRXXup%2BS1QEJxeJsK4t7pcAQGU830fMVVkCAtBze78BV4I3O6bcBkZO9nKBAuM%2FInNhBqqSsKFIQfkbNI7FC87ecV%2BCaUPpl5KLDEWjP1Gj2FuH8v8x422%2F2Rzft9Tkv7d1v50qQjfsIVVOzkjVo%2Fj7vrZU%2F%2F7SS%2FIP2c82F6T96lI3e9OOL4Be3cRsaNDjt9ReJXMq7Cct175vsOg891wQi4YcK4Q%3D%3D
2,https://produto.mercadolivre.com.br/MLB-1897072435-bico-injetor-palio-1015-fiasa-iwp065-50101302-_JM#position=3&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
3,https://produto.mercadolivre.com.br/MLB-1811898107-bico-injetor-toyota-etios-23250-47080-_JM#position=4&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
4,https://produto.mercadolivre.com.br/MLB-2015659861-jogo-04-bico-injetor-fox-gol-g4-g5-voyage-10-iwp176-flex-_JM#position=5&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
5,https://produto.mercadolivre.com.br/MLB-1786298357-descarbonizante-car-80-original-kit-com-6-unidades-300ml-_JM#position=6&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
6,https://produto.mercadolivre.com.br/MLB-2015659805-4-pecas-bico-injetor-palio-siena-uno-10-fire-10-8v-iwp065-_JM#position=7&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
7,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=OOQeRaIdpM%2F%2BX93GleBzDOrop9eXBsUKQZd0adVKhJPZJmLNOJM7U5XkTZXaF2OTF23h90W9Ykc3K3bBrHZiFKimh3thOkC%2FKaizZpLOPtw8ByzLsA2kNZXI%2F7zJEjgHsE6D5Hjw0krBJ4H0%2BZAoN8boefHUgDJdUV4awc08SPOtgZ1NFK8mkmXG0km123UVTNW9GwtsT7UqOjaELBGCCLkkQDVH7UPmiBJL39B7mB4is59CJVAIBqAQes%2BpHlhmNfPBqrEbkzmIiZSrQcq4bOyuFsyKHf%2FGq2x9U%2FQlGEHopnP%2FrJPFIQAdzDtGiA0rManukBOtpP7zxsFT9EeMcR2VaX5VfQ0TJ5f9FROsUjgtennaFy0bvbgkqdrDihijqOT06daOtrqHUIRWJ8CVhem2ZAWJk4dGFAUpviyp5KGuAYYp%2Bv6XylernO16yq0kxKB3P4DCGUODnKC1FKu2WvK18afqRLmziUSAx9Y1Rm0ZSsOtp%2Bu%2FYDCPukDwZaSeh%2FiYCL%2B5SBSjInAXVqY8XYx8gUIMWgpx90P2aCaC5YF9oScDFCEnaVVJhsCXCD848cjVsijNPPrDtxmJ3Y73KH%2Fz3tR1qn2xj8xZGI6qNyFuubwdLqi1593VsdrkN2TX2A0o10QNfuARyDP6XOqgGMvSFcUPLrwlN6VFDa3%2BVNFF4zuaAPR6LTaCxLmDu88jOYHZMUY3tF7x1V6x%2FG0e%2FnPfhJxZVPzxnLdiuYMv07mdE3HXHQUh3nDOZcukzuOqdUjs2HUbgE6KUh0Ppa%2B44ysdmheXsw27o7UouRUMEajHRG%2F9KNAYwOa3dCGfuStknD%2FfyAb1Kkz%2Brk9EbLtKOLjBgywYT3asYnuNHCtnHR8rQItjNN1q3GTlfGlP4S0wVWT3%2Br%2BVpTLnDvgD1gwegapTCizhmcHcMX8yrVOn%2BbpSduyOhnAUFlZjYuKpOaieLejqhuahrim46%2FWKrmk3ODq%2BrjQs824iVuJ22a1lFtN5tbSvN0xp4R12XzEtjZOIbvBRZPI2%2FDuy8%2BzPu7UeOkpeVeAiKMmVqJj62pyoxho2z%2FMHMYdtf3pELX4%2BIHrOCgqNZvI0U4am2LfZEKsN3hPkACr4%2Boq44lJgLSl5CiPBK3Pw0lZ8vFSBz7JbbACOZMR8%2B8LthJP6NACxcldb9k1Xe9yfrGuZ0lEyM9qr4knAZOfPuPupD5TXPZMpUeG%2B6xVTH1wIZq2REPTjLq76%2BEZsaN9yze0ldL04MIuQOzq5mRb2DnyZQA0n3oApwPc489yk3suvBvU4PFCkMcJaQnTIIiWJfFGvA%2FAvBNdGM%2FXvCPH2XCM3sQBCw6Uto55QbmGE1AQ3cVU2k4njPDVz6LVaFNbYMNUlacAD4xeYmIr5XPl%2BmnmPOGIAGoGsmAwZoKPULZhYQXYCMfbQB39sRY%2Bzvhp0tJSSCiABzSIKfqdrsUjfeu3wbalCfLCozP1DkiqDSzAqC3xCSwRBFDb7r0lFlfdCAniGF%2BdTWFKkxbtQ7CGEc3CGLl5nFfdCmFdL9cjcscxKiI%2BITtC09briwcl8kDw13xNjY%2FLR4xr7PhHjtdik2euHCqDmILJYZOAEDLe6anc0qROpTddEfyXms7jGJPO4i0Lmns%2FLGppH7CmH6%2BYlaN2Y3bLtoQFwoNTEj1Mo1fsEUL5lpfZMSiusjM3PpZCtRagNzFTKZmeBI%2FOR3Fa9S9bL6lqlCb%2Bbj8W6GyfGGo8rrKJsPM87GY2FxTXL05b%2BLCl6prwUFJopiQEJJrBmpe2vL1N9CWpXJwN1zbFdRm49rfLho6anw4xp8t1lm12Y4mGkkVyoaPrVBscIAvtxitYhvMj6iS7WFby6DizCW%2B5ca5qfqcVDqtrsEH0lFbwBz0N0DCfe%2BHlN0VKcUDU4HQlhtf6Z32fpgPfZMBdQxhgNNVNL9qcASLwhzmGADRN2%2BZny3xCqTm2zIKo6OnfGltRvRTNTms4drg0nrQzI8mdlpirzdryYCUc19llDXtfwcLKfSe0kdRU1yUNNIteXjs37c6JpLqK7iCGEia0reC%2Fu8ZpMC6%2B9Wk2XH0QXDR%2BIQ78trI%2BQP6542IH5meQD1HzQQWnuDyqkTBPvBkvfDnqCPLAF0kdJ97%2F2z0c%2BN6eRlDbaAdOPDHEqU7VlF6s9LA0fbt7tzFgWlBmecAsQc22IS1vADZRyY2nRieL6DDxSh2wlQQZ3ymo%2FqZ8%2BHcl1
8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=l19g4JCmDBYNalQjO9ddYG3VFUHqNWDCTrte90tqEVhp9KUgwSmYAn6alklM4NEaINx%2FN5cIFAHSaNNuXrfGfWcRlWDGidmltUEqhCVwApX40mHHDNRMc2J2CyZ8IajXEQVSFrKMYPh9RiwKpr74aom0qQHa%2FfBY3nIF6lGjnvhZP%2B3Ubl4hn21GqCmMb1JBC%2FSD1y%2F5EGbUbI05h8oV33KAVJLFwCYFdoerDA39apxWu%2BXavhk%2Fvbu%2Fh344uRRr%2BreLXuRd6kVmi8%2BIrC16JGTsWV%2BBiSApfVcyYOBqEbJm7pKT%2FoxaNucbmjX53aDP7HNk%2BVxwVcbiVZHjPwjikzo8XngefL%2F1Cj3Zc3uhQCMquB%2BwpnPq7yEs1VIR2wTK7Hzkmp7ZEyioZkttDTqSqJrR8lJ2HhhypK1ys5kaxDPMV4qeQKM4nikHwJOoxmU0i8ZFfFSueGHnBJIE6EYG%2F5vNQ7RbrINpDjgHnCAmneFeT0T9ozCCTEmMGqIDQRf5B7z43IXNG6PVTIUYmwzzHkonbv5%2B4zbyBLilvZY8NaiDedfs%2BRvIPopb0U9NvRYy4BnjanFUSrRGAsCq8vyYjovxTBIw7opX8UVHA1DWE7iu%2BRYDDVjFAnDRuNyF2290loZmBQ9FvMC2GxgIzlC5hSmqazIOXQOdLS3ITr%2Bdo%2FCMBaJph4vcq3%2FxTmlv4%2B2G8ysPtowl3EKci106hpB%2FkpLT0F8toTGuoez%2FwYSEjN%2FZvYAKBltH3xu80Q2AuC73r5e6aLZXbJ7sjoNWYhWk6ll5HL8AHe%2BHAueXPr8CvPZISYLFHox5Pydo534uEAaQiyhC2qZsoaQnQ1m4P1Pqg%2Bjk89q1d0tzp0i087tXDQbDuvVJ%2FxJzAHyXvjvieHsdf2RJfsli5%2FOBrt%2BUtzr3soS0BM2SlwB2KQWMUJhpHQoZD%2BYCxNB1r7GRsJnVcvl8%2FTLH8ckU52%2FiJchKaOn6%2BDpBrVQAiFGAwi6IsNbiO1EOxFCJUysVOXENTfyS393Hqda34TPfjwbsE5c%2BVE0QWW7yeC0wzRTgltFtHmN6RijquVXoGdPQ0GEpYK494%2BN2w65lJwfvZKK1EY3dKsYzoMf95Fo9cjqc6bEpzVXPDZnkPTSdErdF5wKLN59qsp%2FAWgUoId0A2L%2BLbOLMfxzTM%2BVcO9czz5Df%2FS2n3CKWwUH%2FiC3YzjzleahlyG0C%2B7F5C0c3yINGUPw60bpmb9jlh4twiXYLoe9c9W0Ffbu%2FrL0gLq1RphgXI6MPqJL3DVzIQUlbJOx3LkymxrmiiN0vsGFXbqMevo8EH6jLS8Fp4KGK8JPhSEIDrRWd%2BWQDpMVp0N0QIIdVdB%2BoNkGrTH5PpuC2r4rtocdro9UYPGXK1%2FUQGe%2Fd6tjMDDmMNdGLJjSg29LHOuKiv983qrM9C4DSYenhBkgco%2B52P1kmsfYsnLUS9A5UV8%2F3eSjALPe%2FuSwIIjRC3YYON6XOTRaMXskWM0WsmrFmr76Hw5cXAV6LFMcUr94DOTdagAZwmETj6gw0%2B%2BgxXJIL8eKBoju60pEcvWpkwBjEO0JWuvTNmFBcWZIRZJmfwcBMQbr7WpB4GtRRv9iQDMbLE0tiT4vvVQPVFE0N09cSiz8lSc3QPFfVpy0NrRGliaE0MjMWHqMN3We1yYNwVuU2i%2BB3xLmrGsVHUYAn91e%2F6YOjEVdQbn8YdO15VAdfXYWZXDYGygTiIeTNcPL4khz4sSXCEoJWPdd4YFM71eRCxUKBp%2FsTuPq4d%2FXT1P%2BWL7lj3z3UQ3iPGNY2sbIhv7JYQwa9nbIw6OdbSVZMKBiSjk0XZuf26BwB1SRYUdTdonzYXiIW7w40BjfXguD7%2B0zfC%2BOnLSqzzvxHiuc7YIVInn7N60wWkBL8y56LC2XdVkXwWUkL2CupDiYoeS8zP5rz93iNDuZeEwHIHZNNirxR%2BR1XImf%2FnqEScMc85NkBdptYFrQAjZDxpdB%2BJgJ%2FqFNZFQhVCz2kkXmAUtmOzZHUvCHSTIyj5Mxbeo2H%2F9MQIdZcwCEpYjUOjF9SSRI0wVh9Y%2BKNKSXhTCJQlRqqmTGRvdSTxO5FbedBj8l8N8SL8YaCgv4KMl1hfOmT11OA%2BpWjD31l01Tfm2VgPWF%2FXpGLAjXgIEzP%2Bk74uoJAyVQ8gsuqmCwaUSlFrmf6WxyFHVIu%2FPEgQTkCo2BrrtM5MuNUgrS7jXlBip2bMnz0cCmW3e4%3D
9,https://produto.mercadolivre.com.br/MLB-1895498832-kit-4-bico-injetor-fiat-palio-10-13-15-96-97-98-99-iwp065-_JM#position=10&search_layout=stack&type=item&tracking_id=782edd15-485f-4f80-98ce-51754b75563d
