,urls
0,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=gXpsfpwwmMO%2Bd59ZPpmSqSWFKvU4GJ18QDyQ4wTcak3eCNyfeo5CuSJg9cAz6WRg8IRd5n8f3YFD0oup9yHF%2BsDab49zeKeSeVJX6NJV5WvKsaZviD1LCcSttstHjxv1%2FgUdJUF8Sujza7RQ2JkIZIopnJ0%2FTEl0xBZQAMR78H%2Bly1S203tdnt4BZem%2Fw66o0qy3EBMFB%2FKGRRYB6EBU1kpFi%2FG%2FEzdWEKSpsCc2ypPP%2FYJoiwyO4m0XuxBGXiDNNGu0kS%2BJq2gQ0n%2B1BRtM8om18BV3cusgaEyPDdtdwg2A55g%2Fj6vVCnjCeI0vO7w84ZhGUqkI0kvuh2Nx%2F8X4n7rh%2FSi9R%2B1eDbe%2BfPg2oLTrEy72goIBodDRHUgIjdFzG%2BBnYbA5JmLYEW8ao6d2S0sidYv0r13jN3T9Y7yGHypSn%2Bh7imuk52mKxlYh4Q%2BGHAOd7ntpMPO3i8Hz174wbzTqTSLWYB6stxaQKN9S9pTLt%2F%2BgS2ALQLkI9O%2F1ATHg%2BohsfZl3lnMRzm0zwVea5Zn4na5CVL1a5mrmMdwbH15mVq%2B%2FqPNg0BdKT9lXy%2FZ9FvT4eVePeBONlMc5L1tNAF0qoZTilTgl9IS4UlwKYtk%2FtpSwAlfH6fmxsnwnIXTyZsGM73ZNaG9DKrh4W5ecM0BM5sMxgbAQLJRN1Gxevi5%2B9dbvVroIpCN8yraDwRwWnNwqwDB%2BR1ELQeRAr0bZz1LL4CbWC0eE8eIUCamFhYuc44jxufPCrxI93GnVvnjKifW5QvBQd5myAW0rFoQvhMnu04iI2mwcTeVBVSGiHuRsFRNtCIxfQsB8jlqy1%2BndlQUeuiHY7PPTMLWbA2qdGmC7r2dC%2B2APeHQ6pAYL8P5ndeoizndsw9%2FOs9s1e7yBjFhB0A95gvM3eLqLHhDXCCzkJpy0rl%2B%2BeOXBuOcuZCH36HDwXL3Y1lHYzS9INkHyp31f3p%2FIGRUt8i4JodAljvpBoQHX0I6WeMSvAwjiyZXbdhk68Na3JWYvxr4ulaA0DcHYjAda75wyfcACFsWx3LchPy7UrkIXK2WKRJ13YN6vb0MwUyNntJSzhpIKWwJgOQN4dArSwOT3deLpr4mgBhavS%2F619uwFYrz%2BRHrVmUQNg4K%2BuD8OnPBX5FkPXB7uBPnN2kJOKnEsHJkBGsZHum7v5Giv7tyx4Nphs6iFmqMnU0H2u3ITd6VPwX%2B%2FOFqtCZEXPhXGz9w5VT4pv6ji%2F0eDe%2Fh3HTyNprvefEurlGASRlTcyGtAh8XVCfBqqd3jRNoFlabklPNIRCIMlXmv%2FQ8grWRPNHTrbSD4IKgVfJc3uCZpeE8AqulOWnzqh%2BgBnZDNTJYnU2pm3djAxp8uySVJSHI%2BI8CV%2B3VwcczQKRlJnYz8F9NMULFUfYLaiWYmOYgMJoXSigbwdh55Ef81AN6W9tZ5SiY0HkXWKQhW8%2B4hN7u3txvfIxn8zVzSOIFDw%2F4acvSuoX3eJ6YmjoEzCtsjqVViNPKJAorWltYiZKjoI5ceUge33Cc5537FJAo3dF8agdhMvOxE0LLfhktCmmIAQGFW6an5ioj6ZD7XJMoGzNofRi7bO8CrQhBg2xTRE6jTBxCwbFsa39Cok6Iw9MA4VoilR1K0%2FC0EsvkOXzn1OQNQhwAPJbvDLspDWCY5BGtzAOZxTp2vPjeCJT59KnKPRmFPs13y7387nO30EgTlsNTmipLQtUFHk41N1%2Fc%2Fw1vbq%2Bnnkw%2FSiMKzXSNLGOfcKJqqTgAhVAGymN%2FFHS6ptfaSRm21bXnH5adg%2Bdav9NuGdLYUEAPXCTr1t0mNvzuEGm36L48%2Bo63deHRBGMRr4vOkbMzetrZ3%2FXxMVbMC4lUEaZ1XpTOmZuMt4tsQk82SM9PHBncE67fSc%2BpkaxmNe9TTZMeRS%2FBe%2By5%2BQb9u2t7vw2BZwjHj5cntDjdMj27k8GugYn%2BLH7lZvx0RwCvUHPD1zDShDDnynWTUv0wZgzXrCmKxuo%2FTKsOj2v%2BNWvz77wFH2txACFV45f%2FqX9b6%2FFs%2F0M9UqZ9LNYIB9EB6sSyQRlrFiRrbw8vOvyKQK5FNFpgEl%2FBOpXGX4nWUBBuIT7cB1H5gU6bfkx5QbvBmDsFToQ03mrcei5BREcP%2FrfS6PIE5L3JjMoMax5gFFkZVGICgnS5ukeBHcl7OQ%2BA%3D
1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lJ8hOxPfhHgFSqp%2F3cVF8chXJOtmT5ZdaE5WMAi5TmUgWVlZEOpe6xFJFzwUzG9be%2FSGMKcSPanebNXvNnFmKCCEo850ZK4r7BdKy9btvscgNLpD0ouzTih4vtySznk9N1NB3FSbEo50b0BVjFZIvU%2B7XrUSJwK0lqc9ylXiJy1r%2BMo5dcsy5wiQ%2FxQgImrWUrE8EKP3kDgKL%2FNxv9hfZD8PAMYFp3SdDxiIs3jrgG9JEsrQZovxysgc%2FAHM4UY8FR4JlDNFeXoHk%2FwqI4SoQZejOjXFn8H4NFAwQS5RNe1WieXk88Y62qdvb%2BMsjytgVmSmBZ3nW72N5M8O6euwcXpW9NdjZ%2F4AY73sgb5xxkYQqdz%2FhWI8ByfDj4Lpf8iwLkuFGvu05ziu6Prf1eEX8mPI%2BwEeHwkzm97UBBas3kh%2BFFAjVP3rFCFcD97SZPM2b7fbaj20MXYZJIoOm2yRu8K6wmuDcl%2Bik352V0wYkFeHVzBKlZN7nHP3KV3SJihFVdWrHlcwF9ErgUuJ%2FG%2BsIQurgVAeWmPS1%2BpPZbnCMk9zRdI1htFiDHKvSlT2rdhPjGpIiZahQkK2a9l%2FkOd9lldl8DXwfCrlNoO%2Figh%2FHKQLEAVKYtVbPivehzfs%2B7PGRcD%2BxrHamb0tPjgINJP2hNKt2c98TSPIgYLFqwKOshNXGxCO962y6Zfn4viSeinvfBliuFi3Yn85kNRcIfcleTBvwwWN3ZyxRNe8mI1n8q%2BjHHW7mIZhGp0cSEL0VynhcSmCB8tOO%2FZaaR7JhsSeYNTVKnwp0FVrhYEPE%2F3o0dge%2BXHMOYdlqB7LuvS08PTRfxixl4ivLS36ydTLjiyaM%2Bv3PT5n%2F4Z5M8RHBpaETHmlIV97qKUzPoxRS3lpSB7EBtimYDrNGiUIFioZ3ZVD0Z4jclVRZNmtjT6TkXw4Izn0InMoReQZgjWhGT1nHXCZ6SPmhiOSlB2Bu8I2CvhKxN789N0mchOUAApFIakbJL%2FiehjWx0cIwPd3ZP1x9C%2F%2B5Q8Y6siTQdeCoLrSb6Tw5srUVRGXBKvuzw%2FFsXw8PMUHlMqYAoVHOSEP86KyXs%2BKdnIylWgk6KsAsk4K2%2FAJdBJAYvLfOMSkgfpAF7TBuOoAluJCRuU0UO%2FkCTYzUxE%2Fj7vFI5ljknLvj5tIRk4G2XlIsf%2BFzVP4DqXm%2B%2F8Zzrf4swDmtg7VB4jlYzvq4jV28Z194xvT3a8siEmgxNjHEHnE5hXb%2FWxAT9fPhVzQMYc692l%2B3o%2BoERXDRdmiCXbW36Q48qzLzhPWr7GidNKonKP%2B57Xh0bvW%2F2QRaKyImBPteeT9Vn7XABqOxMoQCFY4bagJZVNxSROa2pwoWEi%2BU8%2BS1s7LjobUxT%2BrUy1sPvWwPnSjvU8dIMZrJReLTdKven00Sok23%2FribSQr7FllzQGCqbpq4bj35zY8mQ7iFN3txmJoMMJ6Wf0%2BkLovzIp4rzerL8Jiz79mWEk0g7vK%2FhRwY8j0y8MHcbkFMo6d2m6y49C5xOHK%2BQOWvWg38lF7nRYuVsm%2BZl1uvWl%2BZVqvHGdMb%2F86G3Z%2BLpgVofibv4tOtVCsobNjRvV%2FAnxyA49jPEFhg2cgLq%2B21ujXJhOvKXPPtXnaEVRuhQX2gZb2VkkoNvVylZ6e1pPYMx2zqG%2BPJXTZjQso4M5nxNE6xexGk3oh%2F25%2F59e3tMJbS1dcpXZOtdzWTlrSB7PG1qBFQONqVsr%2F%2BazajY1SYAEAk%2BVWcw3gpVSWAxLnx6XYeU56OVvf%2BHdQvtgxuGCRA8RcCNFpl9slsUqUTjQvYhWYNSmUh%2BU6ISjTuLbBJhtU%2Fy%2F9nNZ%2B8GqY6D5HbAaq%2Faya2fyBwh%2BJMmrBlit8ymhFemtBQo9ggdoUHdMp7lI72VSLS2JIFHBqH15hmFjdCD10Q%2F2Qa2ZFaXNsI%2FF9mkrYK%2BqZwer0vu75EWgJR1w%2BvC4olSE8zsMxtEqxbhhYF3AL0HShW%2F5bl%2BVYvP96ucLGagyWGcnrjo53kZKojQgHZAJss6k2aMWj6LlaSI1RvEB2jKTTjzun2UwWF73If9D1EtDMzc7vU1fDkejIzGFPVorYvUnPtBuab8R%2FzxBOrb6AlqTczaDGwyM0xaFpSWFw1XGl7Mm21ces5kicomsuIakMzNXLELBoXS0pG83uzBQkyadnlMozVa5kccUGgjE11C13M2hABXYMZkpr9A4%3D
2,https://produto.mercadolivre.com.br/MLB-1897072435-bico-injetor-palio-1015-fiasa-iwp065-50101302-_JM#position=3&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
3,https://produto.mercadolivre.com.br/MLB-1747642192-bico-injetor-pajero-tr4-iwp030-_JM#position=4&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
4,https://produto.mercadolivre.com.br/MLB-1786298357-descarbonizante-car-80-original-kit-com-6-unidades-300ml-_JM#position=5&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
5,https://produto.mercadolivre.com.br/MLB-1786320734-12-unidades-car80-descarbonizante-limpa-bico-tbi-carburador-_JM#position=6&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
6,https://produto.mercadolivre.com.br/MLB-1864475748-bico-injetor-s-10blazer-22-mpfi-98-a-06-bosch-0280155821-_JM#position=7&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
7,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=JNuQy6OeK5TQvq4Yx9E9KKXSoiXsZrckr8ID%2BKpower2AODiZ%2FBg8uURtStaxgKUIQBzxKHpTJzT6vFxtuQW%2F2pOs57uusF7pFHYC6oNrsFtma1HC%2B3FyqON%2FoSoz%2BU%2Fcf%2BFZ8XaP8LVX3eB5G%2FQNc8EHgTg%2FJRt72LMkvyH7KJ70DYVJXBeZkdXygS%2FNSsh78o3Qe3hi1b%2FARZo0GMvmTdIjeGP3YlOPJP%2BWNytzOP2aIPTuIdG6kGZkdclfUHqawJpcZaxwbQQyNnI%2Fk2ZmdbVcu52iKEMehFjj8anfOYyZQGSz3QPGw%2Fm835IwvuSx%2FSyOJz6VK6QQ42EV4rttiGHbjOhe9Pzv38tTQgmQ5A4iN9K6jiqjComDEU0J1t1u9c0kKN6ozztbNyfdK0pHPA50GFhPan4kgWiSk0XTAosnmC7dCs1fdcj96eRykFG3942x%2BS9rtdDQqaYzGfND633JHaCq0HpyGDp2O5ieREbUtKs9%2B0iaz78EcNbGBxIf14vNwtoJO41kkY4ojXNH9SoY7GQ%2FeI2bgGuJhuk60bLGoPqm2RWcvna2sScgFhy0DuQBZTacITyxxkbedRFz%2FE4J%2FQKa%2BMcXiayqBsDcDRzI7urZkib%2B%2FUDJrnuj0j8n5U4niUTrV3o2N9mv2HiWCbYzlb%2BWIomlsLiAzm8GLKL3PIy%2Fm%2BLg9Ybhop%2FIvPN1hoyPmSxqbDXaBCquv3S%2BDNvHusXr%2FWinFhT9rU12XZGi1RRGozGxD71oUH9w29%2FdpgVoiPJI9ltz7IUmj%2FXS2jwIgUnRqiBAgMzjWhUIr5D87%2BferajHjNcZGRceFZVjgIIsiU0xys6GUma7yT2x%2FXDBTxPiEdzL0s9OFWT3K9hzv3ZzT8kcSOp9rBLU9AYKGvtl9C6Zms4blvy8ZD1Uy6rUNwKC0zZV4rpyKVLfFvOSdf0TlNvgURCOKvjtcS9ExWtQmtQub1mKq%2FaWCSplGuEvChaPfiEnhP%2BthBGR0jK%2B92hz2Mm5EwffbibU67YCBqM957bwVDzaSFZVQTHh2%2FH1iVcrBdmj%2Bl1UUewNYaRi4D8tDLphl%2FdJYrO4Pg58znr%2BrkmLB3LguqZLZXZnNLc1ZsL6Z40iAVdXBtpkd%2BBkQq1imH05gjw2QTf51ZNlfgeHorT%2BY%2BEYzUS%2F1CfTVcMXLvVZ7RniGOgqPtjsreUthdFhcaN%2F4l7uEt8TBTBJYHcJfLre19AAtqHK2YzXm3UIAj9V%2BxheSG9H4LFe89dkq50BvduwgAk25QxT4prUFGepi8v6yDbVuWikCyfv%2FuN%2BYeoJ1VgoKwEYW9NJ%2BHjXdUCaIZESwVci0b9Xk0Vov2DTKqdCufG1t4P9FK6R41Q%2FCn%2FjEw%2Fdygnqa4H0sIc6usOq%2F2NMwbLdi23ZP2jSBYh9DND8MKgVR7KAdgWj7xcqGBJb%2BuYDnJdYMrjehtJjmHJKQxIMMgLdBau0%2FiVd4DWNqenGVLBUbzP%2BZWfES4EOzS5y%2BHvGvicc0M68Mys24bX1%2FXuRSfNPkbGtzSumUN%2B%2BRtKS2RqoWWRam%2FdaNzEDFCmUpUZxnNwQLlbnSOmPsHcoexza0K9jRFrVGXTXAs%2FeQTJvw8CzAp8GoodL7B2AGKiWBmobKCLfKLcXhDLW90L0Ra3QbaAlIGmoLWD%2BI92kdeEZpb8D1kO9sDJK4YWjTPh%2BIRoBw9PtqTLrtz%2BbsnGY13vSRgEriMaFonHrHKxuTfCdY4jX5kyuJJVZb4P7weKbJk3n4%2FH9Tc2CIV2V2Mxfy1aUbgLPCO4muWMefaAumlgWthssJWYPMeFr3bMihQw56L%2FU5BgpNZc8rFUHekV8Ikb0mddysieJc50M3AznmMBKp5IXL5wLrNfIoal0YuWftWh%2BGOqatOQWZTeyL%2FL5kEaA8sLWXkwGThqsozYUwAYDYviZcqNIMK5uZJbuVFTRZTwIRUOVzaN4jxXyxAeEvUhauOdK%2FDC4JVWTXG2Xn594Ftw86s9928kZspQay2DTX%2FlyZI%2FCcrhmAwBbscoJ80Y7hOWNIDxLTUj%2BFzB3Vs3vQhb3u5Lg2d%2FO9SeaLnazseOOmmaJZ%2FRQcHbqnwR2qWuepiWfTvnPF8UKch%2FI8Fms41gXhUBNOMLPQjcPhg9Ukk7reHGffurzUCTg4Hl4cVPaSgs%2BRSMl4r%2B12lOsE3HEUh%2Fj%2Ff1jg9BKfV%2B9C7YJ3KD
8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KcpBOEN6EwAKrYzIAyhGhdrZ8D3tgU6aCcVnLEmKChlZTvTtVvmDgr08iU4O0bNORkaDTlqJoqwuKXpTjsu89DRdK30QP7cIzSWOy8nbjvNbWaU%2Fc7Y95oegNFh9ZrkoGMXdkJqF1FlRd7yMar4%2BQkUVmBnXEApgRYbUAILqJKmnnssnT5tIvgFVUXinqFC5cl%2B0R3CclFYm0GaJ8Lb073zo2JSRdkdJyMtkLtDqzv07ZtOK2se6ljtlnQVHrN5cVLa4vXLvIY%2B3HdNd75ZJWXNsBgOMDxbJBKgk36rxRnKknsabQ2PEutpTgjGUQLUnUTJN7v8KRVyDMVcdEnBQ3CG6t%2B0HiJQcmBdD%2Bz2nr7A8QPnKcymj%2FnVUewljJiHi4i4Pa0Tlj3YZp327NcsRlMkg9HVlLc1v8o52J6rLRrsl0Zv6ihniNN7ueFjiukSqi8kK0R7C2esOcZ82%2BVNDtfaHaj6kddkkpNTwyjmIHJd9L9TiXPvOFeH7EFeq0t0255nc7PEL1ympq5hW09%2FZRpnV4u47PzQNxK2i%2FJKH492mJYKln1DfDd1Fk43tjr6am8JJpeZC5WzYnYpi2AzIR4D4ljUgBuHz3NOSvHEv077RXN2auwWxBTYLpV5l6F8XBYFP99buWu0GF9Dl9IDyunVIfNcixAYPG1XvzJ8Whsch0mNg5ZViF9P8mfc%2FAS%2BEP09vkEYIUbmS2NoxMzMwhK8w6ODRvE1%2FisOuA8vRKOCW%2FaS8SZrkjARBDxpTzEdDFPEW7wyw%2BfpketXeQp4GYYT6xn5SeFdIrmcNYrVzEECk3gk0kL2EWGS87%2BMeZQ7m85ubnSHPeh4fUo%2BLvUld%2BZbQ4FNKY9HsKLlVFo3KCQZIqWXkh0gwT5%2BJSmsUEEwsThIYFGMvlUtKhx3PU9f%2Bw41%2FzWmteMJPuCtY5DlX2lD%2F9TZG2b%2Fsk8r%2Fa%2Fj%2FlWo0fj24HsJ8LcpF4Chs7sWZGZAJ2Rt7TGLgISqGvkNGsrNpbkOPf5sVeS%2Bw%2FSTRuQMfckBnQjQ%2BzD30ZL3E3b1V5iblurGm5vduQyJBq52z4fs7N69f8Bem%2FstPwDicluoZevYY5aPbr6m%2FcnKd%2FMiOHzkypHUBoHGhX6jzvy9y3ADL1PzCHQaMpyg6HaL%2BMgfPiXjv7lVh%2FfNE7gqZEVT17wZksBIM6SP%2FO3wgpGRCeIFewiGwoG2R0WR849PX4FFYOyF%2FbK3Sc78EzhZAMBlk2xezFB72iat%2BcHB%2FU5WABOPiSV1AKXNsyxnf3imN62i6vQR6mL02uPenEqSKh8HjSzyKmyXb5yOjrRJmuot5fiCgmRYlejqs%2FZaZ7DPi4XyFDgMYoha7pCMn0vZx%2BEfZwGD4yp0DmFUu4t6thiU8SUVchq%2FDnMjc07J9XJI9GzVsysG2%2FyUAxi8f8rzg55%2B8TYrNvW03nrZ5VrY3h7oza%2FzSQjGNgbjJFM2fJfsAdH46GqX%2Fp651XoJGKeX%2BUsLEUxfxkpd02rfnsjc7BlMirX8nhPl7wR6j7nCD%2FGuVcmaWr3Rc95518SLs6YszmDgvKdY53HSTGH4JkKJo1o%2BXix3nqkkJ5hn9rN6XOXbsUJflVab%2Fr%2FTrzJwbdxB5nOYACanZOVnvj60BY4UCQUml9YLVXld%2FAoDk9zK%2Ba8IZO63vYcbrmgm94OrAycFlIxyRsECQRKq3XQoEG%2BPibXivxYCFnBQHWwBvCUlGCpm1%2F781z9g%2FKpLOyD5G5e0S5m%2FaMQ0ijuwCDwFW6Gai7%2BJh8BApN1Lc612xOONv%2Bfr3w2kg0aaLwhyym9tKicWncIO2brut4NNUnf55YDz0EaGCseiK0pK7j2SzcoBTaYVmCRnayYcNaIB%2BgR0ukAATv%2BLTxSVpm21eLUF29qyedtEgeZp0bDiCyxvEaOIqztkrD4f4n%2FKmbELy3NlnxFSZ9N44pb4ex7nA8N00LjzLJTb46pw4M6K71mF8sMwZ4UMpyyr2nO2VYyhNUdTC6T7PI0Ty%2F%2BefLbW9ZdRghg89YwrBMxR3hiFvtV5KPnV%2BVI3wRan%2BJayT7EM%2BO4Qrc4tg%2BhiFprDliDI9qMHyaP%2BpbwjfPTwWdbQS9Ueu1a2PkarJD8%2FS67CxuwvB6zO%2B%2BW6%2F3LN4AXoaCt6OyHhgJB%2BSugDhlRLBwTf%2Bd%2BxibuEgactYfTk4DEZWpRW9AhW%2FJti2UQxAi%2Fq3awgNqC5C
9,https://produto.mercadolivre.com.br/MLB-1895498832-kit-4-bico-injetor-fiat-palio-10-13-15-96-97-98-99-iwp065-_JM#position=10&search_layout=stack&type=item&tracking_id=3bcefd1e-0adc-48c4-bc0e-14864d654ff6
