,urls
0,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=UW%2BwLEsCu2OAxmwlekS2eyVEuJrk9DaO5IVge%2BkBQh7u%2Fo7m3N9hpjijRAOoEvCLgF4TQQXv%2BPt9zEEnouSKbSMbRfgmWQRw498x8xwUruAecJppCwjE3IFgB7kKZ1xazq9%2FBx76FwgpOgIS17b81KYTeyT1ldNrpZh3I333s2wEUfAZZBcFR3MCrSNdDAh78Yxc97W0BcFWxIHQmxAFPj5dsoWrzdxQuAnk66nkRkF7xVkjIzy70rmFUpqBRkqsDqTS8h%2FqlTg8gCiGShFOWf41e6eQAB86bwNA5SRW3JUnTb%2BLCS1DU3jrMd%2FYlUeRFh2NFJi%2FjEiI259aDZLl%2F3ouz3VQhK0RZH%2BYc%2Busp3FbHD4e3BaOGwotv8Iaf8Cd9W6uvRD1TPU92XndZXEK4MIJavul9Fw8riivRi0WFEmRRp1o8hq8DUzRWP9I3epRmwpNXpXlUK%2FEl%2B3i4%2BjunmlhxpnfQG1QBxGGtKR92fjEqr%2FYfBZs3%2Bur1s8BZFdz3T4VwikKluxcwdz67Gl78kNGBYgtaM3Sw243yg6RSzAVq7d7KtxmYF9LNmCGgsmMP3gA56s0k1UYSFE1eXeLClmSF1D4BNfR6lh3nD9oHKJV9Aixd7kRjJ2YZuCwy8Ci9VcBCpGHtUKnxHD%2FTPgI9mv%2BnJ8WcTBP6KwaXhw94QsOpoevRCwNPGwy%2FmqCAK5%2FY%2BKd3uzgez3QLob7uhz%2BatKImXsPP7XyehQUB92ZC%2FomXQN3Zfql%2FBsKI8qYgND0gwd4hrHS4Byg6%2FNnTWBkcwXpo2uIXBf0x4hvo87Y1XF24cu4Kv6dKow73QHEV%2FZFLrFzj0T0QMoBQFzGMDg1jME4%2Fng757h1UrjJ3itnsOq3A9Dv9qn8AaX7Hf4Kos6jIE2blfkittNuh%2FYXitcMD%2BzzF9xBFSpGJtpH2uQIVqdKnC%2F857cFHebf4msilDdSHOESFV5MW4L2O7ie074wi7tNEFFaNIzKRZjArzTPZe6U9z7w5Ettu7K0lsfhconDJty0RwkJOmvnDx4dCpRnd5LddGisKYoSX3nVchZxTzis7GMMBx6RlkRw9xM%2Bbx%2BCtzVMuAZQmQ0khTnaCfTUymeLtvhMPQ%2BBs0jMZs9vfg6DBEGJQYDe0Zj%2BR7IiIFGFMFjZltdNxTW38Cp8YyvPvoBTbCIzq8q9SfbWagb3zDwaaAgzHXdht3CirbD%2F%2Fz12w0Q2cVcgQMRRwVTNf8956Q2ClAdsIXr9cwK1WUrCJn1fBMurXpS%2FIZ0S0lgDdrRVct9MNxLh%2Busn5dDIgsJTHaqSHM3pnIQXeeHbpqyk1nPUyB%2FkkP4FCun4gz4GSq0%2BLwJ2XTMlQk8m1%2BcwrLlLfWUvkvT%2FkPm7y7583gCN%2FUsb%2BFjVEp8pxVxEpc18R8DeMjHYKG6PbTdsB73LMGeeK0lt06QNQGQNyh4fzk8bIivJGbg%2FrVBHH9QJZLOMidrhopiAnkOljx6W4YPfy0j8Wys0BUg9Su%2Bzv6oqKyRbqnd%2Bjf7ENSnrm8Q%2FCa6oGLn2BfllhcQUI5GAv36D4n5rta%2BKPv%2FcUkAlO9wRtIVkbbAUpZJU3wkkKWN%2FyY9tYLOlP1wLrpQF%2BAmmK4mbIBcgRZMI14AJRgifGgYGv%2FvavooEecMwZ%2BiNHZZVIklmnNxEESwoIdW9bdIfnebUZPzZHAlPZ5Z5eufsCNzLef%2F3dYppUpF0Ex5VVv3hAXjRBwmvQz7XnaTPgGrrOizxb2FsYbgZ5eeuW11%2F048j5M9rj7b%2F9IU6jZNewhKH5W293hV3cIXFOOy7xg73%2BmNWWSqTRtIRp0N5Hns5HCqFXCmR21tc292QBx3bpfzSGi7WLyOtufTXpjMukcEkXys25ruaNMU3gnhRoVqlL5Cv6Dyv%2FXzeDd7bIU%2B7AY%2B53G9UXNoZmKqigJ3DvhVaHakdSPsGMCCw1ldgjH4otrGLTxlmXJ%2FPjV%2FikDCmiv%2B8RmXgUMNC0lWaE2WfRK4wDzaTP2pPHejUGHWTbnpaCVv28yRtaRTHP7Wtpg%2FXhxIBHrgKJP9iVqPyxXa40GUCzQomzh9vQfgwSJy6F3JCtpb5ombEafJIRF6LUGvhcbqdf1bPl5wZxQ%2BxgcNA24JdiwPjKY2AccMr6aX3IdhCxlU62zeDuqyz%2FfU%3D
1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2BlOGSgeVR7Zd8Mq1G2rVf1NaffMue3fdBtPBbJ0dF3GJdFkGyrj2FFlPxmLTJ5%2Bi4ATPsymESsZZ%2BLtKI%2Bt0G%2BdmnP2XnpUk%2FQ8NDumtH803scrwx%2FbBolYUXRE%2B3IB%2B%2BdEVoYqTjam%2BPBbk%2BI7%2BZAo1WOruCtI4cuh3bA7VCM%2B80o%2FBjpYl2I%2Bd4n679tgqIt9HT9u5gqkA8LphwTzPzPKwW951RL7Brvmhg628epZU8IdU71HFT8B7aEKa4%2Be1IaJ0%2BcdoXIuOjP03PflLy7oT%2BHRMgSWepk6ZkTVMammbwmGQrr40qcI4tCFY44xRLZeoU%2BEN9riC%2BxSJXYq3%2BUg7vAT5bH7R8yejmDOYASJ3aEvBXbMbuJXu9HMsdVfAvBU4ve1yexisJRZjhEvhJNKjdOuyBHiPX8rY8nMcgeO%2FOGLJ00boApATbvNGt4abCZQ31bfOgEecwqWAX3zcFfRd1QOWvlp0%2Bnb%2FEGlk5ax7sZwSxzmttq5Um5FqOtBSYmvYAMhd%2FW1LK98ZP959HzUuSp4p%2BM9d%2BHZxCwh29CA310NFUXCuvorYgdrGJXpaginJ3nIbfekrFbFMHHsX39xl3AYC1%2Braj4Vx%2Ff7vcVWREoZ5io38zVvqnm6t%2FPj1%2FDXm99fq23ftuyJV4AnZi99U%2BSOUm6gcN7jN92yHSJL0S29ZQQ2kdAC2Upc%2Fj1d9IcjqjmUMBOjJDhu%2BxYieYlPhq9Uv87HYAEU4o8zAaiTGXL8pxzHrqI42xOJhqFOLICo%2BVffb7FJBfPGU2tq4oq35A%2BIX5YU1OBfOel03hXpheNlPe676ysOoEvMvL%2FCr3%2FflUt8sPN327uLJlKgkMCMIZ6vyEqjgklSvoiq0%2Bv8AXA5pUrwxOpuAR%2Fs28vZLhkJIXRkcetguINb5l2O7cijEylNAffMRL0sdSQ1wtCrUa92K7p%2BdTBl3n58iJReTI9%2FLlumypV8TQv%2FbR6BOPoHzWA00wj%2BMb5qhgA44A8Ag94hLdOrn77CMiixZ2qmfP%2FNsWlPWkIELD7h18ah0gk8mIigbEPc0igJH8c9V0iOc7dfTYqNp9chCdPx68XAVblFoNzSVfNRnl7Q6KFsjqRhaAM%2F15pKAl0y0rWflGDKCYmRQ8lQWAcf0xD4%2FVcMPFFWAYgjI5jK8Y1kzjeq8ZCkfpPE1HSlUkS5ertH%2FPPLwMs0s2jfv7z1rJMz2Usv7%2B7c0YzCkLA5MI7r8fjsQ3yVGCHVbmz0rgN27lbsMQrisEQslM2pNptAAk0IHEXs1qYGLSHDg9yO%2B6DQVbUlD%2FJq9tE%2BPeC1AWCwcrBXhsBXKure%2B4S%2FPyI11OfJ7JlDZBEJybvnD7omdu0QKMc3YTsKrj5m91QJ3Mae6PTQRDOgXIXRI1zxThj01rvZEJSQqZefrYP0Awt6uIy7L0qTN9bI1yeocONABVO%2F7P%2FUhMGtnMAUJKUwcyQTjW2C8MI1RevvVX0wtGTP6pYqDxi2GrxJzw%2FGZrV7TO7Vn%2BRI2XXEBeqIe1wGwy2ufX97ApynO9NW4qvZvHBcZANXfpUBMuDlVLAMjkRo1%2FkfaPYmLcIkT03pUR9UnhTneWZKMBgevVqYWKrMrPygqde5wEnvqEtIHe%2FfmA3PTDoqX38cb%2FbU2BTljsGt7BUntZp3m%2BBsZ%2BeUhXhqC47v5zZKjqD37muisBc%2B0v%2Fuekd%2Fk%2Fm3I0g8cgrAUaP1YoAJip%2F6SvxoJWbqhoE25JIlv43QwsZxArAm295BSaBquRCLNUlEiEBuvYRZp%2BfznxMev7Ez5Y8eSTxCn8iejipNMG%2FHyRV30Ash2DATvol6tmqP4Lmdi53orRmy43FzyI7c7AKaJ%2BcrFMl%2Bfo3nl8pqx4VjxQNyhTVu3xse00tw5rr6jQUdaGcchNR1qqoubNNqOO3oBHhjZSoSpKLlvAwKIEr5QogMCYYhlkY9BoxOE2Qgg8HSX4Wv9gyjKXwvgvn79zdVGvCdNAHx%2FUj%2Bd7HGkaQnSbHIB27TG0eLVv07uUSzi4KDo3UfocryQAjEXXdDVUpwYSHjmx5AF80SvL9LNHFH%2BoNgTbJTOOrtEUcfkgyj5gmeJtLS0H0RqFM7v8Xy%2BXk2YZJRrh2KAg9Y5WRXKnw5%2FZEie%2BSBh5C%2BjCPa3YH30oAWZYw%3D%3D
2,https://produto.mercadolivre.com.br/MLB-1897072435-bico-injetor-palio-1015-fiasa-iwp065-50101302-_JM#position=3&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
3,https://produto.mercadolivre.com.br/MLB-1811898107-bico-injetor-toyota-etios-23250-47080-_JM#position=4&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
4,https://produto.mercadolivre.com.br/MLB-2015659861-jogo-04-bico-injetor-fox-gol-g4-g5-voyage-10-iwp176-flex-_JM#position=5&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
5,https://produto.mercadolivre.com.br/MLB-1786298357-descarbonizante-car-80-original-kit-com-6-unidades-300ml-_JM#position=6&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
6,https://produto.mercadolivre.com.br/MLB-2015659805-4-pecas-bico-injetor-palio-siena-uno-10-fire-10-8v-iwp065-_JM#position=7&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
7,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=fqerrMTLe%2BfB2s7svpMzgj2l2W1DxYbyr4BOpq1al4Br7uJqFGVheOAKNczXo6mdqsPP9GqJqBxXMuvDrPbDdQU3JstOpi9xzqL6UlyW58jPljBmet8RTIuOsubfIJw8iOpWqPynHdllBulnYF9c3m6CCdz3RHimijJW4Yzz3YZJAKrm76SflDMs7h09DSdI2ZQX2dtn0h7LED4%2ByS%2FaaF5JxizHcFKvbxCI6Az5kCgDZge%2Bio4D9RkBXjT3AATeJDKq5XLnZ%2BqijHecatSCaC8HY0s8j2IUB8HUVnwCFCFbYMCxEE47WkP%2FO6euMh%2F2wVWSEPjjdNDw7ft%2BcVGGcEJhkVW7JWpY9Muk3IhEFk%2B6RfGUmV6WFGUncjzPaTMjVR1TNO7E%2FuUqB4orXi4REXsjAhZzCsGgUfZguLVAdNd1zKuIJqJtl2KjfH1Hw0LBigUEdCtCa4Kt%2B6ZE7VuD5cbGd9nfGxqMdKPFNlCQNVk12quUJXuPrzfo5RhYMCYv26U4bPb%2F0rKFuE21hQDS07TKoHq2GT9Dppcc3T10gcHtGSv9w1UTEXtJ1z8%2Bo%2Fp1xhMzRRJ5XZfYMDKbklP66zB5CYzKfgxKRNOK44kJm7B9AIK0xAgI9t1qYdPlG9iwwyHcw3EZ7qACUvO95tr2ydV1uFESV4Q9oLebhjLVJ3qJePoKtZo57V3npFslNmXvDjes2euYFsveWzLOpohERFRc%2BzZQbf5Ke%2FNhUNGGbqXNuGyEo3wLFYZrUV86dV0wlauPcUWs6r63TfrPk8gLr7VSTpuVeKjk8Cn9uBS9v%2BAsneCP53QuT429C0ooIVuj7fsE0BiCc627Y3%2F5X3yXpjRMVvcd2HeTU1mVg%2FUZZaNJn8GXWZ%2FiVdV1pkozs3fn92tgNNRIjWsrhfJgN%2FCvQGcJJX2mB%2FLXpczmi%2FtXo7RlJBkvEMpatg%2F%2FnXsUrsAm9XNt6%2BAMQfLPYoCMsxR11oDdf2vp8E8LVlUGI6mTiyEJXwjiStiajrXBNZ162j8jH80q1cZ7AjL56AlaffS%2BKM7S99D346FNtP4lQsx3kuONu0dg8TvOd7LbAwOmW08Mc2CDCw%2FkwnHGHaMjQdpTdHyYlxvs8wXwtWORT3d51m3Zm%2BPu4Pm3XvIZfkjLhvDFE%2FJ4rLOrHc%2FxLonxObRhv4dNoYN3AgCyuafvFb2Jcrzh2CBydK5S098%2FlOYUtzsyaHlro7Qo0p77mQoAR2k0%2BTlIcWKDKUkd2jPQF7zKx2rVMmJ9dzNoZWfV15cZeXmdmfOeI9kl1iZw3p6JVwlvUjbrGpBNNG3gvNObAKkTSrCyeM603wBgYeDKIci4usyUHZp96QM2J47r21o5Ezxlej3ojSGbtZTzKDWv%2FjRqgkqxrn1SVmG4GghcdhujIOu96l8pmcvzuK4kAPxBVFerwE%2FnZEAIvZ4UiWYJPOlQh%2F%2FF%2BE4bDCapKZCGNNuJE9fy6nYkXJsmZ0%2BZVTS6xdyV90CKKo3RNb4RHnQQUrqD8j8ylZVx6EdJ0ouYL6LNZI0%2BO7sMh1A9aql%2ByStM8e5cprT3TfImyDakfztFZZhQEecJJVHgPmMcoYd9l0QT2kDsr4Vu0ectOQG1mbdmm%2FpTdfJbGk%2Ba56P85Crk5ZSQK4NOiwuSpHWHUgWroBJ5tQ%2B35tyjI3O8v3pWad4zuga2JkjwR5sgw6MgzI3cMRdYOFBhBDjqhMunfWuSmdZFa%2BXYyNoxIWIwfvnNT65OYveGMDa8foXhfssh5%2BulXtc0c061Drle6B6Dxa%2FIWoIiFEotc7TrbLGLVFHi6f3tO2Do3nLV3U2iuzFSDEbEvOybR8pzuTvKe2Hkp8Uuc6TSlEYY0cz4w6EfLI2l6sSqlHjmmmpE9eLLcheJ%2BAez6Q1c9MqbTLmJ66kkmPIN73scYbHuAHiSO4yHNL60Q990wk3aPjThFE5WlFG6Z9PWCg4PxDCzCl3%2Fqrf6rug1yvb2yppkbi%2FnQZ4yoAelU1ofG6%2BxdDFXrmmUdcJjYuufQ2V8nUntlS5AYatxz3Te%2BH1nl3jwEpDlBjBgDkXsB36gypk1%2BoOO3bp%2BG%2BAgzbbCecuZEiGQjf%2FR6duFotHVQQI06kSg8hSof2mh4c7cXGKoFTrR7I7b3eeJPEEM4YqnWUip7zhF4REaZSwnwlw2NQy7JQfxKDaO
8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7HvvmDrxL0cMB9i9LnSs2GFZo8SuqUxPQj5OTzUTyumyxTp%2FpEGXBzekXsj3eIGjwRXARdFWe%2F1kzi%2BJZ5nZT3wW%2FPH79atHxw0GIp4kIZ%2Bf1ixLe%2BLPszVyNvvlUkvr8fowGt1cfn4Ay1V3kOkVVvHBLlDE2D%2Bo1S9Ln1SSOl3zE%2FeDSHQ93xJd6ZJrAv5agOVEp%2FbOhf4kQOy%2FAIZw2yAEc3dfERgUw%2BMkWo%2FZDTwEwOFkjJjbRGw6MdvYgIGZSFcwz2XCgFNQ9i9LS%2BUdrCAlT36asP5eYgqaMPjghqMhTFfrebrhc409QSwWKYqsBzRl4n1MA9V1COSOa9bT2rg4mruu8lzk%2BbKOnViHVc241G7%2Fwc091CKV2wBT62DHg8s7Sd7yVytythL8KQYRMnPk5rpwAk0uGjVdH7GaScGe3msviD89UZUNNT8%2FTsBX6mag0Kg71dAo7qW9aT%2FKabsz%2BIP9wukorSd6GVcy0uk5Da5zaf7AB3eK%2FewItldekFQQyaGk8Mzqu%2FC8JyRD4h0wY1nYg0kNbqniTYNy2CGJxPbYMXKGq2D88J6RiS06pWEOyUeJtK0Nw1UxhtLQt%2FMgsJYX7xYPvBnjuloJk89wpr6u%2FryE%2FD0%2Fv9zkhrRuefQVzlWVpPKL8juysyVqHWlJvoAkinCeYi1NCCRW6MiOWW0zjjPlhIeNr08WnQHYGkp%2B4CLyE9ex89zOgvF97NVMJd2sObSkRrUqPBiWqd%2BBcQrKDuWamZnxtokScA%2BkbbqwsE03%2BeLb3Lv5iiRO7xwfLth5rP72ZZJWC8omHrsuD%2Bp10OGqe%2BE4M2Cel5u33CjfYtW7ZrLSO3P3YhlZKPhHbjWFS3QuF%2FXclfktt4AB6h2Cvr1eO2XqoE1%2FiLxP8JHBYBg7NXuqIfa1oqK5tjvqP1CyYFEl%2F0p6gmPHgLN%2FIMTPkdce%2BovcfgvDaY5diyqgmhnD9wy%2BG8pU3PSTQyg%2FnR4nM2YKsBjBHfr4naSkkzB08ebDf3n%2F6pmq6TFlM9AVLFPllYzGMOiMXe8o0oZ1oBEfeTUYakq4%2Fl7lwqFvsLK8u66nkEbNftjdB6KOKpDI42vlF0v4693jJ9guXnkNJO%2B42I1wzxblWXHKD7%2BPWMyKHV3Y2XLzTHLy%2BF61Bhm79X%2Fbz6j6v%2Bvqx0bRjyappLBD7LrbQgccv0GrOGv2Nz4JLAQpex8zfy9zUxLmRiz3oNFA9NZse5jXJ%2F%2FZgPkAmRRkUxuQJKpGlaSUlzuk7vgS96btYhgqfIp9ann%2BN%2B5ksf7xeyUBrOJarcQvmeUkmaR6EV259YsawyGtoU9l%2BZIdLoLzekQblJD08Rp2Q7%2BKYifL4zGMCk1GTr6uU%2BC7q%2BwNuXuwEyFB%2FlGoGs%2Bn1%2Bp8PDnK2%2FnarNYRi6eMPXWCI%2FQU02PD0WsCvYML7bX%2BiDY2qWXs0ZmunZKTkib2Mo9DFh3DzpWLnEcqqpg8bg9s%2FjI7blGVEXjuHqNs3ar0zplDDHVI%2FfPn4MJxV7nZESd2%2FEnzm5Sljj4sikf3l2rLizta6GA6FigjuR7ZDcFVrfG0nc5zy90bBcVlTy3ehxITIJKXAZiclI5hORgJX2niTaAfA5lGe4W78WcqGy2It4nwp2LP%2B7BiZKIdcEd6MXexF1%2FmySpMYz%2BUR4PPs0TL1UIdqd4NYk%2FkK%2BGiVeh8dr1qy%2Fm%2BKEmS3HecxkH0bgq%2BVf58dx5KyI3TPMqpWMLoAtfkMN0v9rJB3edMbPi1MSWkKAUAQR5oTZ6otS5Iy0Ur0111gXEyPCZPx4uox3p4qvP18huNA2LgWXQlm%2BeJqTZJvHYCUPNJiSP0iXLdfy4Ui34QrxtFMwm7zxTGfp8GHo9U79aJymm0x0VJcTkDb85N%2BSuozmi5bWOBSa1%2FtUDRxhoFsBdUrA%2BMJDCh8h%2BoRq3nZo19SWGAjn79mnOoVriCkrtzF6a%2FOQn18PQ3iR1lwoQjQZwSfrzTnGHQpY9G%2FQ5VfdLbB4RyYemmOAx28FMGpd5u3Svn%2FMgCJLmhE9OXzSU4QioIPGsaiCqupZf2fsHqNgBiGxFLfs39wAg%2FKiB47WjRSkcO69opkm4XKRn4vPg%2B9H4wzmOGvQUwELS9E6hP5vPhkzogfvvjNDBmeTjjK3L%2F2hQKJwWZPxpfidS9b2XD%2FMJrcO0jjJ8%3D
9,https://produto.mercadolivre.com.br/MLB-1895498832-kit-4-bico-injetor-fiat-palio-10-13-15-96-97-98-99-iwp065-_JM#position=10&search_layout=stack&type=item&tracking_id=849ac1e3-aab0-422a-89a6-3b813472c5ab
