,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Jogo Vela + Cabo Bosch Sp07 Corsa 1.0 16v Gasolina Gás 68cv,R$246,Novo,1,Bosch,Não tem linha,Não tem modelo,SP07 + F 000 99C 075,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-807751680-jogo-vela-cabo-bosch-sp07-corsa-10-16v-gasolina-gas-68cv-_JM?searchVariation=32952220595#searchVariation=32952220595&position=36&search_layout=stack&type=item&tracking_id=733cbd78-5d2f-4de1-9b91-3418625964bc
1,Jogo De 4 Velas Ignição Ford Ecosport 2.0 16v Desde 2008,R$247,Novo,0,ACDelco,Não tem linha,VELA DE IGNIÇÃO,TR6AP-13,4,https://produto.mercadolivre.com.br/MLB-1943998299-jogo-de-4-velas-ignico-ford-ecosport-20-16v-desde-2008-_JM#position=48&search_layout=stack&type=item&tracking_id=733cbd78-5d2f-4de1-9b91-3418625964bc
2,Jogo Vela + Cabo Bosch Sp39 Gol G4 1.6 8v Flex Gnv 97-99cv,R$247,Novo,0,Bosch,Não tem linha,Não tem modelo,SP39 + F 000 99C 127,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-819132882-jogo-vela-cabo-bosch-sp39-gol-g4-16-8v-flex-gnv-97-99cv-_JM?searchVariation=32953657502#searchVariation=32953657502&position=49&search_layout=stack&type=item&tracking_id=733cbd78-5d2f-4de1-9b91-3418625964bc
3,3 Vela Ngk Iridium Jet Ski Sea Doo 4 Tempos Todos Dcpr8eix,R$246,Novo,43,NGK,Iridium,NGKDcpr8eix,NGKDcpr8eix,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-873344926-3-vela-ngk-iridium-jet-ski-sea-doo-4-tempos-todos-dcpr8eix-_JM?searchVariation=32948468759#searchVariation=32948468759&position=51&search_layout=stack&type=item&tracking_id=733cbd78-5d2f-4de1-9b91-3418625964bc
4,Vela + Cabo Bosch Sp39 Saveiro G3 1.6 8v Flex Gnv 97-99cv,R$247,Novo,0,Bosch,Não tem linha,Não tem modelo,SP39 + F 000 99C 127,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-857787079-vela-cabo-bosch-sp39-saveiro-g3-16-8v-flex-gnv-97-99cv-_JM?searchVariation=32953505729#searchVariation=32953505729&position=7&search_layout=stack&type=item&tracking_id=9586764d-020b-43c0-a758-df736004bf61
5,Jogo Vela + Cabo Bosch Sp07 Corsa 1.6 16v Gasolina Gnv 106cv,R$246,Novo,0,Bosch,Não tem linha,Não tem modelo,SP07 + F 000 99C 075,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-808733731-jogo-vela-cabo-bosch-sp07-corsa-16-16v-gasolina-gnv-106cv-_JM?searchVariation=32948256291#searchVariation=32948256291&position=14&search_layout=stack&type=item&tracking_id=9586764d-020b-43c0-a758-df736004bf61
6,Jogo De 4 Velas Ford Ecosport 2.0 16v Desde 2008 Tr6ap-13,R$247,Novo,0,ACDelco,Não tem linha,VELA DE IGNIÇÃO,TR6AP-13,4,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ikZl7D4Q7CDd3%2BBWIy2g2SaR%2BYxAQ4UVEag7f21xg0%2FywkSqkRXjZrY%2F6XSeFftfGDsZ1UAwZsoMwFeHIsPo0%2F2wWNkf6NiEPPfEiDSVlCrYb7WEHC%2FcLsHXGfMRT3zcu8RcedTtYhrdtQl6xblh4umRAwRSbqJBNwiK35Ir7Umi408Radu16T1nmMl7t3lNVY8rTYsbFG0MiJnAJd5YyJGJ6PcBDC0GMQhabPRX6XR9CSOgNfdp2QMJEXuaywhKlloVB4QuWAX57%2F7KZiE%2Bj1yv47fSbxgvvJ4V6V5CWdYpDSPr7OarE1JyTZwU9PcWIA650ZT9zFgnfj40Xx7oZ8HNFYSYVTWmw7FdEzXjWSt9DMOF4RFiWaK03gMJqmHmkQlrmH9JHQZocRhsss7KNA7j3p5nFNqePrFbv4fllzHwHDOwRtJt3LkMz3NVj4sXdWWXPJie6h%2FKHRqE%2FnUKHNV8JX4b0hu%2FW%2FS9fjwvUEqJML%2FPDyG5ac23dXCoR441xAKXHoGbBdS43kQFjgaiNM3bJyQRg2DFU28lVUaNsjBIhJzW7buslMS9NIOvqHDU649Zy7md4DbIipz5E9mx9HbvOC0dhNe7jJrFIn%2Fvp8Y94wXYsrxnsUKWr%2Fqx3R8MC%2FbXFxT%2FFh9du%2FB0wku3BlyqOgR1kwhcoIDH44%2Fyb0go4E8J4HlFsnR7Xdrhc3TEozLm7iaz9u0D3QIQUyx%2BXej0FM303a%2FDEotfuqATbd%2FiINHkvPweNJo7%2FkFnPkJh%2FQn4ntI5RbLHyWC2imEc6eakHlIjhdjESVED8%2BYR8DcS4CxEoK49dVyTk9Gl%2FzmuAlfwO0A2Ir%2F1rryFMwW%2BUstCwnxl2Kt7N2kptLjviuc1XlUSRxFFABeXsFBCbwGAo8Q7HjwdoVHUlzCqp5r7erFdR39PrJCQptrQPVY4TAOK7o1PTvYJXNwV%2BeUTsV1ubh%2FS6jig5tr1N6DJQszkXnEdcf1yT9mQeSQ878bZISnbM6Kc8%2FtSEkXI0Bk%2B3xqwpfZ2t1YNYXVhqInaR3KCiVtxQ9RmS9bvRrU4ZWrigFoFyOG8ZLkN3nKjdufWUl%2Bh6g7ln%2BQsulPY1jJZpeI6MMm7FLJcTVNkJHHAUVZF0MjSouKGZ3PB9ILx27xyd8lwbnx6%2BKPxX9q%2B1FhNkVPxjyjD8bwCwDd9JRipyn4T70cpxnl3G60GVCV81lDnI2Tn3aUHu63V9NXbEPvcBoKN84%2FCzKTtMKj2Mc4sEUaYUhAQTH%2FvomrHueXvaGLc1R9PNoBuAjrws0YNmFSRcVjt4bawYiYV7kjXKyaJHt9uDWDXZdBbO3G05jT2Tmhb9hsramDleRalaK26kkP9hXX5WUTORaplso%2BX%2Fzz7%2B88B9%2FtCgdjQoNtBU3z%2F3nrbD9zSZ2q6QCTEPnJVMWfSbT1gewkpwt2pjzYpfSV8l1fUCMoE75Tg0Iax0Ef17FjUxf7gPREWWH0ZTGPPqUX72sIq6m3FyQFuPGLq4OoTbplybjRrCeohmOsn2Rwg3GcrQr3XwDmmPN5zJCkjRPsExxX3XP5ZupD7d4CO2vxyjTvEfNsxhRjh8VJ24cBK7U324%2FSq%2F%2BqjdBrMmzFEV%2FPaSIt6mYSxU9rQ9fHFkYim2Jk6U9RJNh3mT26jTzIryCXFGSWaipeKoxirxKG5aMR90OCSgCJawfgidPEgyiMJ4ee4OEaT36MPkbLnb2wsBU%2FbjTak3PQ%2F12aBvQLrhssFoTDR%2B6fkEgkDeJrtJtkxhjYtqdnub4%2FyhtGais7qpZjv0uJpDBDhYKe5nzWNwkOWxeATzgWWXnn7sBOsSuE7s6zKASHju4Ag5XbAn%2F9p7oZ1HxagPmPgYF1b9y2YxpqXiJhuS%2Fp%2Fixm23bYBwOgh%2F8LPfXpsazOc5Bawk%2BJSU%2BWToG%2FU6%2FboLzUkkFmLaNp6JB0pyQgt8ZY2j3PXy9SqaQtCxPnBmA%3D%3D
7,Jogo Vela Ngk Izfr6k-13 Laser Iridium Honda City/fit 1.5,R$247,Novo,1,NGK,Laser Iridium,Iridium,IZFR6K13,4,https://produto.mercadolivre.com.br/MLB-1306926978-jogo-vela-ngk-izfr6k-13-laser-iridium-honda-cityfit-15-_JM#position=18&search_layout=stack&type=item&tracking_id=7f81d59c-9be2-46f1-8d42-d1a7bf7e102a
8,Vela Ignicao Livina Magneti Marelli Ld6rtipmm11,"R$246,82",Novo,0,Magneti Marelli,Não tem linha,Não tem modelo,LD6RTIPMM11,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1882315029-vela-ignicao-livina-magneti-marelli-ld6rtipmm11-_JM#position=28&search_layout=stack&type=item&tracking_id=7f81d59c-9be2-46f1-8d42-d1a7bf7e102a
9,Vela Ignicao Ecosport 1.6 8v Rocam Flex 2008 2009,"R$246,22",Novo,0,NGK,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1923413660-vela-ignicao-ecosport-16-8v-rocam-flex-2008-2009-_JM#position=48&search_layout=stack&type=item&tracking_id=7f81d59c-9be2-46f1-8d42-d1a7bf7e102a
