,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806136-velas-ignico-toyota-corolla-16-16v-114-116cv-gaso-1992-_JM#position=11&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806138-velas-ignico-peugeot-306-18-16v-110cv-gasolina-2001-_JM#position=12&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806140-velas-de-ignico-toyota-camry-22-16v-136cv-gasolina-1998-_JM#position=13&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806141-velas-ignico-suzuki-jimny-13-16v-82-86cv-gasolina-2017-_JM#position=14&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806142-velas-ignico-toyota-rav4-20-16v-135cv-gasolina-1997-_JM#position=15&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806146-velas-ignico-peugeot-306-18-16v-110cv-gasolina-2000-_JM#position=16&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806147-velas-ignico-volvo-s40i-20-16v-140cv-gasolina-1996-_JM#position=17&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
7,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806148-velas-ignico-volvo-850-24-10v-140-144cv-gasolina-1996-_JM#position=18&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
8,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806150-velas-ignico-renault-megane-g2-20-16v-138cv-gaso-2004-_JM#position=19&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
9,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806152-velas-ignico-suzuki-jimny-13-16v-82-86cv-gasolina-2006-_JM#position=20&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
