,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1879746943-vela-ignicao-picanto-ngk-bkr6e11d-_JM#position=37&search_layout=stack&type=item&tracking_id=8a89bb96-78b6-431c-8d31-2046c48ad5f7
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1915183088-jogo-vela-aquecedora-dodge-dakota-25-turbo-diesel-97-98-99-_JM#position=46&search_layout=stack&type=item&tracking_id=8a89bb96-78b6-431c-8d31-2046c48ad5f7
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1915185784-jogo-vela-aquecedora-dodge-dakota-25-turbo-diesel-2000-2001-_JM#position=7&search_layout=stack&type=item&tracking_id=cd72cb68-09dd-48ac-9fb2-a53c3bf412f5
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1921409496-vela-ignicao-fiorino-13-8v-fire-flex-2007-2008-_JM#position=8&search_layout=stack&type=item&tracking_id=cd72cb68-09dd-48ac-9fb2-a53c3bf412f5
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1921547280-vela-ignicao-c3-picasso-15-8v-flex-2012-2013-_JM#position=9&search_layout=stack&type=item&tracking_id=cd72cb68-09dd-48ac-9fb2-a53c3bf412f5
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1742693266-vela-ignicao-civic-17-16v-gasolina-2001-2002-_JM#position=21&search_layout=stack&type=item&tracking_id=cd72cb68-09dd-48ac-9fb2-a53c3bf412f5
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1944822458-cabo-de-vela-gol-bola-96-95-1996-1995-jogo-velas-distrib-_JM#position=22&search_layout=stack&type=item&tracking_id=cd72cb68-09dd-48ac-9fb2-a53c3bf412f5
7,Vela Bosch Iridio Honda Fit 1.4i 16v 2008/2014,"R$308,26",Novo,1,Bosch,Double Iridium,IRÍDIO,0 242 240 691,4,https://produto.mercadolivre.com.br/MLB-1385348580-vela-bosch-iridio-honda-fit-14i-16v-20082014-_JM#position=5&search_layout=stack&type=item&tracking_id=4432a5fe-b78d-4050-8d1b-da2c393bc251
8,Jogo Velas Irídio Bosch Mercedes Cl 65 Amg 2003/14,"R$308,60",Novo,0,Bosch,Iridium,IRÍDIO,0 242 236 571,4,https://produto.mercadolivre.com.br/MLB-1268418328-jogo-velas-iridio-bosch-mercedes-cl-65-amg-200314-_JM#position=47&search_layout=stack&type=item&tracking_id=4432a5fe-b78d-4050-8d1b-da2c393bc251
9,Jogo Velas Irídio Bosch Mercedes S65 Amg 2010...,"R$308,60",Novo,0,Bosch,Iridium,IRÍDIO,0 242 236 571,4,https://produto.mercadolivre.com.br/MLB-1268421530-jogo-velas-iridio-bosch-mercedes-s65-amg-2010-_JM#position=7&search_layout=stack&type=item&tracking_id=7e3c78ae-0a13-449d-875f-333549b194d8
