,titulo,preço,condição,qntd vendida,marca,linha,modelo,numero_peça,qntd_velas,url
0,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806120-velas-ignico-peugeot-406-20-16v-132cv-gasolina-2004-_JM#position=1&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
1,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806121-velas-ignico-mitsubishi-colt-18-16v-140cv-gasolina-1993-_JM#position=2&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
2,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806122-velas-de-ignico-jeep-liberty-37-12v-213cv-gasolina-2013-_JM#position=3&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
3,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806125-velas-ignico-peugeot-405-20-8v-123cv-gasolina-2003-_JM#position=4&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
4,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806127-velas-ignico-subaru-legacy-20-16v-116cv-gasolina-1998-_JM#position=5&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
5,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806128-velas-ignico-renault-logan-16-16v-107-112cv-flex-2010-_JM#position=6&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
6,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806130-velas-ignico-peugeot-605-30-12v-167-170cv-gasolina-1999-_JM#position=7&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
7,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806132-velas-ignico-peugeot-405-20-8v-123cv-gasolina-2004-_JM#position=8&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
8,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806133-velas-ignico-mitsubishi-space-wagon-20-16v-133-137cv-1995-_JM#position=9&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
9,Não tem titulo,não tem preço,Nao tem condicao,Não tem qntd de vendas,Não tem marca,Não tem linha,Não tem modelo,Não tem numero da peça,Não tem quantidade de velas,https://produto.mercadolivre.com.br/MLB-1897806134-velas-ignico-peugeot-806-20-8v-147-150cv-gasolina-1999-_JM#position=10&search_layout=stack&type=item&tracking_id=08d66281-a253-43eb-bffb-a76351c8de74
