,id_anuncio,url,titulo,preco,condicao,qtd_vendida,marca,modelo,numero_peca,status
0,MLB1216979398,https://produto.mercadolivre.com.br/MLB-1216979398-reparo-completo-para-bico-injetor-accord-35-v6-2005-a-2016-_JM#position=7&search_layout=stack&type=item&tracking_id=53a453b7-6b89-45c7-b245-c9314a1b7a46,Reparo Completo Para Bico Injetor Accord 3.5 V6 2005 A 2016,"R$101,37",3 vendidos,0,CTS,,,FAZER
1,MLB1202355298,https://produto.mercadolivre.com.br/MLB-1202355298-reparo-bico-injetor-hyundai-accent-15l-1996-1999-_JM#position=44&search_layout=stack&type=item&tracking_id=a756157f-6529-488b-bb47-7fb0360a4c18,Reparo Bico Injetor Hyundai Accent 1.5l 1996-1999,"R$127,62",2 vendidos,0,CTS,,,FAZER
