,id_anuncio,url,titulo,preco,condicao,qtd_vendida,marca,modelo,numero_peca,status
27260,MLB1864772565,https://produto.mercadolivre.com.br/MLB-1864772565-bico-injetor-vectra-gsi-calibra-astra-20-16v-de-1993-1996-_JM#position=41&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27261,MLB1864767722,https://produto.mercadolivre.com.br/MLB-1864767722-bico-injetor-vectra-gsi-astra-20-16v-1993-1996-0280150427-_JM#position=42&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27262,MLB2038446629,https://produto.mercadolivre.com.br/MLB-2038446629-4-bico-injetor-doblo-18-flex-ipe019-novo-magnet-marelli-_JM#position=43&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27263,MLB1943480443,https://produto.mercadolivre.com.br/MLB-1943480443-bico-injetor-mitsubishi-pajero-full-sport-35-1999-2005-_JM#position=44&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27264,MLB1962749431,https://produto.mercadolivre.com.br/MLB-1962749431-bico-injetor-mitsubishi-pajero-full-sport-35-v6-1992005-_JM#position=45&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27265,MLB1987226383,https://produto.mercadolivre.com.br/MLB-1987226383-bico-injetor-l200-triton-35-v6-2008-2009-2010-2011-2012-08-_JM#position=46&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27266,MLB1981953855,https://produto.mercadolivre.com.br/MLB-1981953855-bico-injetor-fox-gol-g4g5-original-2005-2006-2007-2008-2009-_JM#position=47&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27267,MLB2030859298,https://produto.mercadolivre.com.br/MLB-2030859298-kit-4-bico-injetor-palio-10-2008-_JM#position=48&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27268,MLB1860942901,https://produto.mercadolivre.com.br/MLB-1860942901-bico-injetor-toyota-corolla-fieldre-18-16v-2003-em-diante-_JM#position=49&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27269,MLB1509393328,https://produto.mercadolivre.com.br/MLB-1509393328-jogo-bico-injetor-corolla-fielder-18-16v-flex-2008-2011-_JM#position=50&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27270,MLB1509386422,https://produto.mercadolivre.com.br/MLB-1509386422-jogo-bico-injetor-corolla-filder-18-flex-2008-2009-2010-11-_JM#position=51&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27271,MLB1632635781,https://produto.mercadolivre.com.br/MLB-1632635781-jogo-206-307-partner-16-16v-gasolina-0280156034-_JM#position=52&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27272,MLB1632639492,https://produto.mercadolivre.com.br/MLB-1632639492-jogo-bico-injetor-206-307-partner-berlingo-c3-xsara-16-_JM#position=53&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27273,MLB2061264162,https://produto.mercadolivre.com.br/MLB-2061264162-bico-injetor-bmw-745-premium-prontaentrega-_JM#position=54&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27274,MLB2063521584,https://produto.mercadolivre.com.br/MLB-2063521584-bico-injetor-bmw-x5-premium-prontaentrega-_JM#position=55&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27275,MLB1372882110,https://produto.mercadolivre.com.br/MLB-1372882110-bico-injetor-toyota-camry-30-v6-1992-1995-23250-62030-_JM#position=56&search_layout=stack&type=item&tracking_id=c3568b59-f236-4905-b2cf-aa34c2b56e5a,,,,,,,,OK
27276,MLB1288312207,https://produto.mercadolivre.com.br/MLB-1288312207-bico-injetor-toyota-camry-30-v6-1992-1995-23250-62030-_JM#position=56&search_layout=stack&type=item&tracking_id=67c4111b-4295-47bb-9422-bd5675e96766,,,,,,,,OK
27277,MLB1601458590,https://produto.mercadolivre.com.br/MLB-1601458590-jogo-bico-injetor-hb20-picanto-10-3cc-2012-2018-original-_JM#position=1&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27278,MLB1799329702,https://produto.mercadolivre.com.br/MLB-1799329702-jogo-4-bico-injetor-renault-megane-2005-2006-2007-2008-2009-_JM#position=2&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27279,MLB1799329534,https://produto.mercadolivre.com.br/MLB-1799329534-jogo-4-bico-injetor-renault-sandero-2007-2008-2009-2010-2011-_JM#position=3&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27280,MLB1799329622,https://produto.mercadolivre.com.br/MLB-1799329622-jogo-4-bico-injetor-renault-sandero-2012-2013-2014-2015-_JM#position=4&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27281,MLB1799329297,https://produto.mercadolivre.com.br/MLB-1799329297-jogo-4-bico-injetor-renault-logan-2007-2008-2009-2010-_JM#position=5&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27282,MLB1799335387,https://produto.mercadolivre.com.br/MLB-1799335387-jogo-4-bico-injetor-renault-logan-2011-2012-2013-2014-2015-_JM#position=6&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27283,MLB1799332544,https://produto.mercadolivre.com.br/MLB-1799332544-jogo-4-bico-injetor-renault-clio-2010-2011-2012-2013-_JM#position=7&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27284,MLB1799335187,https://produto.mercadolivre.com.br/MLB-1799335187-jogo-4-bico-injetor-renault-clio-2005-2006-2007-2008-2009-_JM#position=10&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27285,MLB1799332714,https://produto.mercadolivre.com.br/MLB-1799332714-jogo-4-bico-injetor-renault-scenic-2005-2006-2007-2008-2009-_JM#position=11&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27286,MLB1799335279,https://produto.mercadolivre.com.br/MLB-1799335279-jogo-4-bico-injetor-renault-clio-2014-2015-_JM#position=12&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27287,MLB1799332460,https://produto.mercadolivre.com.br/MLB-1799332460-kit-bico-injetor-renault-clio-sandero-megane-16-16v-flex-_JM#position=13&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27288,MLB1799335795,https://produto.mercadolivre.com.br/MLB-1799335795-jogo-4-bico-injetor-renault-megane-2010-2011-2012-2013-_JM#position=14&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27289,MLB1799335868,https://produto.mercadolivre.com.br/MLB-1799335868-jogo-4-bico-injetor-renault-megane-2014-2015-_JM#position=15&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27290,MLB1799335493,https://produto.mercadolivre.com.br/MLB-1799335493-jogo-4-bico-injetor-renault-scenic-2010-2011-2012-2013-_JM#position=16&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27291,MLB1799335555,https://produto.mercadolivre.com.br/MLB-1799335555-jogo-4-bico-injetor-renault-scenic-2014-2015-_JM#position=17&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27292,MLB1879652629,https://produto.mercadolivre.com.br/MLB-1879652629-bico-injetor-vw-gol-voyage-saveiro-g5-g6-16-flex-bosch-_JM#position=18&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27293,MLB1947002661,https://produto.mercadolivre.com.br/MLB-1947002661-4-bico-injetor-corsa-celta-10-8v-1999-25314927-icd00111-_JM#position=21&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27294,MLB1879655729,https://produto.mercadolivre.com.br/MLB-1879655729-bico-injetor-vw-fox-polo-golf-16-flex-2007-2008-2009-_JM#position=23&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
27295,MLB2032842005,https://produto.mercadolivre.com.br/MLB-2032842005-bico-injetor-original-bosch-nissan-tiida-livina-18-16v-flex-_JM#position=24&search_layout=stack&type=item&tracking_id=f4a47cb2-2738-4178-9100-097b617d4639,,,,,,,,OK
